LatLon,carrerA,carrerB,lat,lon,trobat
"(41.38416,2.18464)",Joan Guell,Marques de l'Argentera,41.38416,2.18464,True
"(41.40728,2.18705)",Joan Guell,Meridiana,41.40728,2.18705,True
"(41.38118,2.13235)",Joan Guell,Pere IV,41.38118,2.13235,True
"(41.38668,2.12266)",Joan Guell,Pius XII,41.38668,2.12266,True
"(41.3882,2.12813)",Joan Guell,Reina Maria Cristina,41.3882,2.12813,True
"(41.38416,2.18464)",Joan XXIII,Marques de l'Argentera,41.38416,2.18464,True
"(41.40728,2.18705)",Joan XXIII,Meridiana,41.40728,2.18705,True
"(41.38668,2.12266)",Joan XXIII,Pius XII,41.38668,2.12266,True
"(41.39313,2.1913999)",Joan d'Austria,Llull,41.39313,2.1913999,True
"(41.38416,2.18464)",Joan d'Austria,Marques de l'Argentera,41.38416,2.18464,True
"(41.39654,2.18699)",Joan d'Austria,Meridiana,41.39654,2.18699,True
"(41.39379,2.19051)",Joan d'Austria,Pere IV,41.39379,2.19051,True
"(41.39396,2.19029)",Joan d'Austria,Pujades,41.39396,2.19029,True
"(41.40627,2.21928)",Josep Carner,Litoral,41.40627,2.21928,True
"(41.4101,2.21419)",Josep Carner,Llull,41.4101,2.21419,True
"(41.36929,2.17344)",Josep Carner,Miramar,41.36929,2.17344,True
"(41.37187,2.17451)",Josep Carner,Montjuic,41.37187,2.17451,True
"(41.4118,2.21191)",Josep Carner,Pallars,41.4118,2.21191,True
"(41.41533,2.20727)",Josep Carner,Pere IV,41.41533,2.20727,True
"(41.3753699,2.17741)",Josep Carner,Portal de la Pau,41.3753699,2.17741,True
"(41.41096,2.21304)",Josep Carner,Pujades,41.41096,2.21304,True
"(41.41485,2.13368)",Josep Carner,Tibidabo,41.41485,2.13368,True
"(41.40627,2.21928)",Josep Pla,Litoral,41.40627,2.21928,True
"(41.4101,2.21419)",Josep Pla,Llull,41.4101,2.21419,True
"(41.4118,2.21191)",Josep Pla,Pallars,41.4118,2.21191,True
"(41.41533,2.20727)",Josep Pla,Pere IV,41.41533,2.20727,True
"(41.41096,2.21304)",Josep Pla,Pujades,41.41096,2.21304,True
"(41.38773,2.14315)",Josep Tarradellas,Londres,41.38773,2.14315,True
"(41.38559,2.14245)",Josep Tarradellas,Marques de Sentmenat,41.38559,2.14245,True
"(41.38083,2.14203)",Josep Tarradellas,Numancia,41.38083,2.14203,True
"(41.38582,2.14285)",Josep Tarradellas,Paris,41.38582,2.14285,True
"(41.39046,2.14384)",Josep Tarradellas,Sarria,41.39046,2.14384,True
"(41.38984,2.14366)",Josep Tarradellas,Viladomat,41.38984,2.14366,True
"(41.37023,2.16141)",Julia,Numero 3 Zona Franca,41.37023,2.16141,True
"(41.37031,2.1617)",Julia,Pere IV,41.37031,2.1617,True
"(41.37012,2.16133)",Julia,Pius XII,41.37012,2.16133,True
"(41.39685,2.14598)",Laforja,Muntaner,41.39685,2.14598,True
"(41.39626,2.14498)",Laforja,Santalo,41.39626,2.14498,True
"(41.41371,2.18907)",Las Navas de Tolosa,Mallorca,41.41371,2.18907,True
"(41.41966,2.18111)",Las Navas de Tolosa,Maragall,41.41966,2.18111,True
"(41.4152,2.18699)",Las Navas de Tolosa,Meridiana,41.4152,2.18699,True
"(41.40439,2.17666)",Lepant,Mallorca,41.40439,2.17666,True
"(41.39674,2.18676)",Lepant,Meridiana,41.39674,2.18676,True
"(41.40528,2.17549)",Lepant,Provenca,41.40528,2.17549,True
"(41.39911,2.1837)",Lepant,Ribes,41.39911,2.1837,True
"(41.40612,2.17437)",Lepant,Rossello,41.40612,2.17437,True
"(41.40669,2.14931)",Lesseps,Republica Argentina,41.40669,2.14931,True
"(41.39519,2.20681)",Litoral,Llacuna,41.39519,2.20681,True
"(41.3901899,2.20015)",Litoral,Olimpic,41.3901899,2.20015,True
"(41.39519,2.20681)",Litoral (Besos),Llacuna,41.39519,2.20681,True
"(41.38908,2.18122)",Litoral (Besos),Numero 3 Zona Franca,41.38908,2.18122,True
"(41.3901899,2.20015)",Litoral (Besos),Olimpic,41.3901899,2.20015,True
"(41.38922,2.18122)",Litoral (Besos),Pere IV,41.38922,2.18122,True
"(41.38903,2.18116)",Litoral (Besos),Pius XII,41.38903,2.18116,True
"(41.39519,2.20681)",Litoral (Llobregat),Llacuna,41.39519,2.20681,True
"(41.38604,2.19474)",Litoral (Llobregat),Pere IV,41.38604,2.19474,True
"(41.3863,2.19509)",Litoral (Llobregat),Pius XII,41.3863,2.19509,True
"(41.39984,2.20061)",Llacuna,Llull,41.39984,2.20061,True
"(41.40155,2.19833)",Llacuna,Pallars,41.40155,2.19833,True
"(41.40073,2.19943)",Llacuna,Pujades,41.40073,2.19943,True
"(41.399,2.20173)",Llacuna,Ramon Turro,41.399,2.20173,True
"(41.40413,2.19496)",Llacuna,Tanger,41.40413,2.19496,True
"(41.37496,2.15409)",Lleida,Paral.lel,41.37496,2.15409,True
"(41.37307,2.1551)",Lleida,Rius i Taulet,41.37307,2.1551,True
"(41.37393,2.15463)",Lleida,Tamarit,41.37393,2.15463,True
"(41.42803,2.16377)",Llobregos,Maragall,41.42803,2.16377,True
"(41.42087,2.1497)",Llobregos,Mare de Deu del Coll,41.42087,2.1497,True
"(41.42763,2.16318)",Llobregos,Pius XII,41.42763,2.16318,True
"(41.40329,2.20513)",Llull,Lope de Vega,41.40329,2.20513,True
"(41.41179,2.2164799)",Llull,Maresme,41.41179,2.2164799,True
"(41.39147,2.18914)",Llull,Sardenya,41.39147,2.18914,True
"(41.40753,2.2107899)",Llull,Selva de Mar,41.40753,2.2107899,True
"(41.3933,2.15054)",Londres,Muntaner,41.3933,2.15054,True
"(41.3900999,2.14627)",Londres,Sarria,41.3900999,2.14627,True
"(41.38905,2.14488)",Londres,Viladomat,41.38905,2.14488,True
"(41.39162,2.1482899)",Londres,Villarroel,41.39162,2.1482899,True
"(41.40501,2.20284)",Lope de Vega,Pallars,41.40501,2.20284,True
"(41.40417,2.20398)",Lope de Vega,Pujades,41.40417,2.20398,True
"(41.40244,2.20628)",Lope de Vega,Ramon Turro,41.40244,2.20628,True
"(41.39737,2.1452399)",Madrazo,Muntaner,41.39737,2.1452399,True
"(41.40153,2.15084)",Madrazo,Numero 3 Zona Franca,41.40153,2.15084,True
"(41.4016499,2.15075)",Madrazo,Pere IV,41.4016499,2.15075,True
"(41.40142,2.15045)",Madrazo,Pius XII,41.40142,2.15045,True
"(41.4017399,2.15103)",Madrazo,Princep d'Asturies,41.4017399,2.15103,True
"(41.39674,2.14436)",Madrazo,Santalo,41.39674,2.14436,True
"(41.32899,2.11384)",Major de Mercabarna,Pere IV,41.32899,2.11384,True
"(41.41204,2.18682)",Mallorca,Meridiana,41.41204,2.18682,True
"(41.38908,2.15624)",Mallorca,Muntaner,41.38908,2.15624,True
"(41.40101,2.17204)",Mallorca,Napols,41.40101,2.17204,True
"(41.40528,2.17776)",Mallorca,Padilla,41.40528,2.17776,True
"(41.39501,2.16411)",Mallorca,Pau Claris,41.39501,2.16411,True
"(41.40012,2.17088)",Mallorca,Roger de Flor,41.40012,2.17088,True
"(41.39589,2.16523)",Mallorca,Roger de Lluria,41.39589,2.16523,True
"(41.39914,2.16963)",Mallorca,Sant Joan,41.39914,2.16963,True
"(41.40269,2.17431)",Mallorca,Sardenya,41.40269,2.17431,True
"(41.4018299,2.17311)",Mallorca,Sicilia,41.4018299,2.17311,True
"(41.41286,2.18793)",Mallorca,Trinxant,41.41286,2.18793,True
"(41.38479,2.15055)",Mallorca,Viladomat,41.38479,2.15055,True
"(41.38736,2.15395)",Mallorca,Villarroel,41.38736,2.15395,True
"(41.40179,2.13526)",Mandri,Numero 3 Zona Franca,41.40179,2.13526,True
"(41.4017399,2.13569)",Mandri,Pere IV,41.4017399,2.13569,True
"(41.40224,2.13514)",Mandri,Pius XII,41.40224,2.13514,True
"(41.39843,2.16638)",Manuel Girona,Provenca,41.39843,2.16638,True
"(41.39928,2.16523)",Manuel Girona,Rossello,41.39928,2.16523,True
"(41.4183,2.18052)",Maragall,Trinxant,41.4183,2.18052,True
"(41.41536,2.18065)",Maragall,Volart,41.41536,2.18065,True
"(41.4135,2.16104)",Mare de Deu de Montserrat,Mare de Deu de la Salut,41.4135,2.16104,True
"(41.35279,2.15085)",Mare de Deu de Montserrat,Motors,41.35279,2.15085,True
"(41.37663,2.17578)",Mare de Deu de Montserrat,Portal de Santa Madrona,41.37663,2.17578,True
"(41.40776,2.17884)",Mare de Deu de Montserrat,Provenca,41.40776,2.17884,True
"(41.4038899,2.1501199)",Mare de Deu de Montserrat,Princep d'Asturies,41.4038899,2.1501199,True
"(41.40394,2.2083)",Mare de Deu de Montserrat,Ramon Turro,41.40394,2.2083,True
"(41.41175,2.14099)",Mare de Deu de Montserrat,Republica Argentina,41.41175,2.14099,True
"(41.40945,2.17885)",Mare de Deu de Montserrat,Rossello,41.40945,2.17885,True
"(41.37206,2.14264)",Mare de Deu de Montserrat,Sant Pere,41.37206,2.14264,True
"(41.41358,2.1612)",Mare de Deu de Montserrat,Sardenya,41.41358,2.1612,True
"(41.40824,2.1157499)",Mare de Deu de Montserrat,Vallvidrera,41.40824,2.1157499,True
"(41.41273,2.15904)",Mare de Deu de Port,Mare de Deu de la Salut,41.41273,2.15904,True
"(41.35279,2.15085)",Mare de Deu de Port,Motors,41.35279,2.15085,True
"(41.35368,2.15044)",Mare de Deu de Port,Pere IV,41.35368,2.15044,True
"(41.4038899,2.1501199)",Mare de Deu de Port,Princep d'Asturies,41.4038899,2.1501199,True
"(41.41175,2.14099)",Mare de Deu de Port,Republica Argentina,41.41175,2.14099,True
"(41.38716,2.1766899)",Mare de Deu de Port,Sant Pere,41.38716,2.1766899,True
"(41.41358,2.1612)",Mare de Deu de Port,Sardenya,41.41358,2.1612,True
"(41.40824,2.1157499)",Mare de Deu de Port,Vallvidrera,41.40824,2.1157499,True
"(41.35279,2.15085)",Mare de Deu de la Salut,Motors,41.35279,2.15085,True
"(41.41035,2.15488)",Mare de Deu de la Salut,Numero 3 Zona Franca,41.41035,2.15488,True
"(41.4038899,2.1501199)",Mare de Deu de la Salut,Princep d'Asturies,41.4038899,2.1501199,True
"(41.41175,2.14099)",Mare de Deu de la Salut,Republica Argentina,41.41175,2.14099,True
"(41.41358,2.1612)",Mare de Deu de la Salut,Sardenya,41.41358,2.1612,True
"(41.41289,2.15929)",Mare de Deu de la Salut,Secretari Coloma,41.41289,2.15929,True
"(41.40824,2.1157499)",Mare de Deu de la Salut,Vallvidrera,41.40824,2.1157499,True
"(41.41184,2.14686)",Mare de Deu del Coll,Marques de l'Argentera,41.41184,2.14686,True
"(41.41352,2.21418)",Maresme,Pallars,41.41352,2.21418,True
"(41.41744,2.20899)",Maresme,Pere IV,41.41744,2.20899,True
"(41.42009,2.20546)",Maresme,Provenca,41.42009,2.20546,True
"(41.41267,2.21532)",Maresme,Pujades,41.41267,2.21532,True
"(41.39641,2.14651)",Maria Cubi,Muntaner,41.39641,2.14651,True
"(41.4087699,2.13442)",Maria Cubi,Sant Gervasi,41.4087699,2.13442,True
"(41.39935,2.15743)",Maria Cubi,Sant Pere,41.39935,2.15743,True
"(41.39582,2.14554)",Maria Cubi,Santalo,41.39582,2.14554,True
"(41.38575,2.13828)",Marques de Sentmenat,Nicaragua,41.38575,2.13828,True
"(41.38502,2.1371699)",Marques de Sentmenat,Numancia,41.38502,2.1371699,True
"(41.3844,2.13371)",Marques de Sentmenat,Vallespir,41.3844,2.13371,True
"(41.3855,2.18574)",Marques de l'Argentera,Picasso,41.3855,2.18574,True
"(41.38416,2.18464)",Marques de l'Argentera,Sant Joan,41.38416,2.18464,True
"(41.3879,2.17745)",Marques de l'Argentera,Sant Pere,41.3879,2.17745,True
"(41.38593,2.19794)",Maritim de la Barceloneta,Numero 3 Zona Franca,41.38593,2.19794,True
"(41.3790802,2.192358)",Maritim de la Barceloneta,Pere IV,41.3790802,2.192358,True
"(41.3799991,2.1929307)",Maritim de la Barceloneta,Pius XII,41.3799991,2.1929307,True
"(41.3855999,2.19685)",Maritim de la Barceloneta,Ramon Trias Fargas,41.3855999,2.19685,True
"(41.39847,2.18677)",Meridiana,Padilla,41.39847,2.18677,True
"(41.39159,2.187)",Meridiana,Pujades,41.39159,2.187,True
"(41.45051,2.18928)",Meridiana,Ribes,41.45051,2.18928,True
"(41.44292,2.18628)",Meridiana,Rio de Janeiro,41.44292,2.18628,True
"(41.43649,2.18424)",Meridiana,Rossello,41.43649,2.18424,True
"(41.44429,2.18768)",Meridiana,Santa Coloma,41.44429,2.18768,True
"(41.39308,2.187)",Meridiana,Sardenya,41.39308,2.187,True
"(41.4139399,2.18682)",Meridiana,Trinxant,41.4139399,2.18682,True
"(41.39823,2.18703)",Meridiana,Tanger,41.39823,2.18703,True
"(41.36593,2.17132)",Miramar,Numero 3 Zona Franca,41.36593,2.17132,True
"(41.39574,2.13736)",Modolell,Numero 3 Zona Franca,41.39574,2.13736,True
"(41.39532,2.1375099)",Modolell,Pere IV,41.39532,2.1375099,True
"(41.39588,2.1375)",Modolell,Pius XII,41.39588,2.1375,True
"(41.39698,2.13742)",Modolell,Reina Victoria,41.39698,2.13742,True
"(41.37231,2.14245)",Moianes,Sant Pere,41.37231,2.14245,True
"(41.37201,2.16696)",Montjuic,Nou de la Rambla,41.37201,2.16696,True
"(41.39902,2.16992)",Mossen Jacint Verdaguer,Sant Joan,41.39902,2.16992,True
"(41.3924499,2.15169)",Muntaner,Paris,41.3924499,2.15169,True
"(41.38993,2.15512)",Muntaner,Provenca,41.38993,2.15512,True
"(41.39074,2.15395)",Muntaner,Rossello,41.39074,2.15395,True
"(41.40155,2.13962)",Muntaner,Sant Adria,41.40155,2.13962,True
"(41.38337,2.16374)",Muntaner,Sant Antoni,41.38337,2.16374,True
"(41.38376,2.16321)",Muntaner,Sepulveda,41.38376,2.16321,True
"(41.38148,2.14345)",Nicaragua,Numero 3 Zona Franca,41.38148,2.14345,True
"(41.38122,2.14413)",Nicaragua,Pere IV,41.38122,2.14413,True
"(41.38186,2.14328)",Nicaragua,Pius XII,41.38186,2.14328,True
"(41.3814,2.14381)",Nicaragua,Provenca,41.3814,2.14381,True
"(41.37494,2.1699799)",Nou de la Rambla,Paral.lel,41.37494,2.1699799,True
"(41.38559,2.16979)",Nou de la Rambla,Pelai,41.38559,2.16979,True
"(41.37892,2.17401)",Nou de la Rambla,Pius XII,41.37892,2.17401,True
"(41.37717,2.17626)",Nou de la Rambla,Portal de Santa Madrona,41.37717,2.17626,True
"(41.37657,2.17678)",Nou de la Rambla,Portal de la Pau,41.37657,2.17678,True
"(41.39251,2.13052)",Numancia,Sarria,41.39251,2.13052,True
"(41.38061,2.14257)",Numancia,Viriat,41.38061,2.14257,True
"(41.4018,2.17091)",Napols,Provenca,41.4018,2.17091,True
"(41.39058,2.18567)",Napols,Pujades,41.39058,2.18567,True
"(41.39373,2.18148)",Napols,Ribes,41.39373,2.18148,True
"(41.40269,2.16981)",Napols,Rossello,41.40269,2.16981,True
"(41.36193,2.15436)",Olimpic,Pere IV,41.36193,2.15436,True
"(41.36239,2.1558799)",Olimpic,Pius XII,41.36239,2.1558799,True
"(41.40611,2.17665)",Padilla,Provenca,41.40611,2.17665,True
"(41.40029,2.18437)",Padilla,Ribes,41.40029,2.18437,True
"(41.40698,2.17551)",Padilla,Rossello,41.40698,2.17551,True
"(41.39848,2.19417)",Pallars,Pere IV,41.39848,2.19417,True
"(41.40926,2.20852)",Pallars,Selva de Mar,41.40926,2.20852,True
"(41.37476,2.17322)",Paral.lel,Portal de Santa Madrona,41.37476,2.17322,True
"(41.37496,2.1503199)",Paral.lel,Reina Maria Cristina,41.37496,2.1503199,True
"(41.3751,2.15173)",Paral.lel,Sepulveda,41.3751,2.15173,True
"(41.375,2.15659)",Paral.lel,Tamarit,41.375,2.15659,True
"(41.37497,2.16307)",Paral.lel,Viladomat,41.37497,2.16307,True
"(41.42788,2.19243)",Pare Mariana,Santa Coloma,41.42788,2.19243,True
"(41.43065,2.14537)",Pare Mariana,Vall d'Hebron,41.43065,2.14537,True
"(41.38818,2.14604)",Paris,Viladomat,41.38818,2.14604,True
"(41.39075,2.14943)",Paris,Villarroel,41.39075,2.14943,True
"(41.39589,2.16297)",Pau Claris,Provenca,41.39589,2.16297,True
"(41.39672,2.16189)",Pau Claris,Rossello,41.39672,2.16189,True
"(41.3957846,2.1138551)",Pedralbes,Pere IV,41.3957846,2.1138551,True
"(41.3876,2.12221)",Pedralbes,Pius XII,41.3876,2.12221,True
"(41.3925,2.11587)",Pedralbes,Sor Eulalia d'Anzizu,41.3925,2.11587,True
"(41.3859,2.16589)",Pelai,Pere IV,41.3859,2.16589,True
"(41.38583,2.1667)",Pelai,Pius XII,41.38583,2.1667,True
"(41.38592,2.16463)",Pelai,Universitat,41.38592,2.16463,True
"(41.40334,2.19815)",Pere IV,Poblenou,41.40334,2.19815,True
"(41.39379,2.19051)",Pere IV,Pujades,41.39379,2.19051,True
"(41.40415,2.19884)",Pere IV,Sant Joan,41.40415,2.19884,True
"(41.41213,2.20471)",Pere IV,Selva de Mar,41.41213,2.20471,True
"(41.41026,2.16429)",Pi i Margall,Sardenya,41.41026,2.16429,True
"(41.38777,2.18256)",Picasso,Pius XII,41.38777,2.18256,True
"(41.38817,2.18247)",Picasso,Pujades,41.38817,2.18247,True
"(41.38636,2.12377)",Pius XII,Sabino Arana,41.38636,2.12377,True
"(41.38668,2.12266)",Pius XII,Sant Joan,41.38668,2.12266,True
"(41.39974,2.20297)",Poblenou,Ramon Turro,41.39974,2.20297,True
"(41.40495,2.19606)",Poblenou,Tanger,41.40495,2.19606,True
"(41.40976,2.20788)",Pont del Treball Digne,Selva de Mar,41.40976,2.20788,True
"(41.4009799,2.16983)",Provenca,Roger de Flor,41.4009799,2.16983,True
"(41.39672,2.16412)",Provenca,Roger de Lluria,41.39672,2.16412,True
"(41.40002,2.1684899)",Provenca,Sant Joan,41.40002,2.1684899,True
"(41.40351,2.17319)",Provenca,Sardenya,41.40351,2.17319,True
"(41.40265,2.17205)",Provenca,Sicilia,41.40265,2.17205,True
"(41.38564,2.14939)",Provenca,Viladomat,41.38564,2.14939,True
"(41.38819,2.15279)",Provenca,Villarroel,41.38819,2.15279,True
"(41.40664,2.14938)",Princep d'Asturies,Republica Argentina,41.40664,2.14938,True
"(41.40302,2.15372)",Princep d'Asturies,Sant Antoni,41.40302,2.15372,True
"(41.40393,2.15521)",Princep d'Asturies,Torrent de l'Olla,41.40393,2.15521,True
"(41.38978,2.18458)",Pujades,Roger de Flor,41.38978,2.18458,True
"(41.39232,2.188)",Pujades,Sardenya,41.39232,2.188,True
"(41.4084,2.20961)",Pujades,Selva de Mar,41.4084,2.20961,True
"(41.40672,2.2118699)",Ramon Turro,Selva de Mar,41.40672,2.2118699,True
"(41.41608,2.18363)",Rasos de Peguera,Trinxant,41.41608,2.18363,True
"(41.37166,2.15141)",Reina Maria Cristina,Rius i Taulet,41.37166,2.15141,True
"(41.38872,2.17849)",Reina Victoria,Sant Pere,41.38872,2.17849,True
"(41.4383399,2.17442)",Republica Argentina,Valldaura,41.4383399,2.17442,True
"(41.4382499,2.17449)",Republica Argentina,Verdum,41.4382499,2.17449,True
"(41.39239,2.18109)",Ribes,Roger de Flor,41.39239,2.18109,True
"(41.39662,2.18231)",Ribes,Sardenya,41.39662,2.18231,True
"(41.39522,2.18188)",Ribes,Sicilia,41.39522,2.18188,True
"(41.43718,2.18055)",Rio de Janeiro,Rossello,41.43718,2.18055,True
"(41.43923,2.18178)",Rio de Janeiro,Valldaura,41.43923,2.18178,True
"(41.38478,2.14604)",Rocafort,Rossello,41.38478,2.14604,True
"(41.37779,2.15528)",Rocafort,Sepulveda,41.37779,2.15528,True
"(41.37609,2.15756)",Rocafort,Tamarit,41.37609,2.15756,True
"(41.40184,2.1686899)",Roger de Flor,Rossello,41.40184,2.1686899,True
"(41.39758,2.16301)",Roger de Lluria,Rossello,41.39758,2.16301,True
"(41.40109,2.16767)",Rossello,Sant Joan,41.40109,2.16767,True
"(41.40434,2.17202)",Rossello,Sardenya,41.40434,2.17202,True
"(41.40354,2.17094)",Rossello,Sicilia,41.40354,2.17094,True
"(41.38649,2.14827)",Rossello,Viladomat,41.38649,2.14827,True
"(41.3890699,2.15168)",Rossello,Villarroel,41.3890699,2.15168,True
"(41.37903,2.16431)",Salvador Espriu,Sant Antoni,41.37903,2.16431,True
"(41.40641,2.15238)",Salvador Espriu,Torrent de l'Olla,41.40641,2.15238,True
"(41.40911,2.15733)",Salvador Espriu,Torrent de les Flors,41.40911,2.15733,True
"(41.40111,2.13901)",Sant Adria,Santalo,41.40111,2.13901,True
"(41.38415,2.16384)",Sant Antoni,Sepulveda,41.38415,2.16384,True
"(41.38525,2.16394)",Sant Antoni,Universitat,41.38525,2.16394,True
"(41.37786,2.13818)",Sant Antoni,Vallespir,41.37786,2.13818,True
"(41.38035,2.14062)",Sant Antoni,Viriat,41.38035,2.14062,True
"(41.41561,2.18017)",Sant Antoni,Volart,41.41561,2.18017,True
"(41.4034,2.16399)",Sant Antoni Maria Claret,Sant Joan,41.4034,2.16399,True
"(41.41373,2.1777099)",Sant Antoni Maria Claret,Sant Quinti,41.41373,2.1777099,True
"(41.40696,2.16863)",Sant Antoni Maria Claret,Sardenya,41.40696,2.16863,True
"(41.38415,2.16384)",Sant Antoni Maria Claret,Sepulveda,41.38415,2.16384,True
"(41.40608,2.16752)",Sant Antoni Maria Claret,Sicilia,41.40608,2.16752,True
"(41.41714,2.1822499)",Sant Antoni Maria Claret,Trinxant,41.41714,2.1822499,True
"(41.38492,2.16391)",Sant Antoni Maria Claret,Universitat,41.38492,2.16391,True
"(41.37786,2.13818)",Sant Antoni Maria Claret,Vallespir,41.37786,2.13818,True
"(41.38035,2.14062)",Sant Antoni Maria Claret,Viriat,41.38035,2.14062,True
"(41.41561,2.18017)",Sant Antoni Maria Claret,Volart,41.41561,2.18017,True
"(41.41763,2.1383899)",Sant Cugat,Vall d'Hebron,41.41763,2.1383899,True
"(41.3915999,2.17993)",Sant Joan,Sant Pere,41.3915999,2.17993,True
"(41.43768,2.19115)",Sant Joan,Torras i Bages,41.43768,2.19115,True
"(41.40549,2.19674)",Sant Joan,Tanger,41.40549,2.19674,True
"(41.3915999,2.17993)",Sant Joan Bosco,Sant Pere,41.3915999,2.17993,True
"(41.40549,2.19674)",Sant Joan Bosco,Tanger,41.40549,2.19674,True
"(41.41213,2.20471)",Sant Pere,Selva de Mar,41.41213,2.20471,True
"(41.40826,2.11684)",Sant Pere,Vallvidrera,41.40826,2.11684,True
"(41.40811,2.0915)",Santa Coloma,Sarria a Vallvidrera,41.40811,2.0915,True
"(41.4452799,2.19062)",Santa Coloma,Torras i Bages,41.4452799,2.19062,True
"(41.40898,2.10198)",Santa Coloma,Vallvidrera,41.40898,2.10198,True
"(41.40874,2.11004)",Sarria,Vallvidrera,41.40874,2.11004,True
"(41.42258,2.12076)",Sarria a Vallvidrera,Tibidabo,41.42258,2.12076,True
"(41.40874,2.11004)",Sarria a Vallvidrera,Vallvidrera,41.40874,2.11004,True
"(41.4129999,2.10453)",Sarria a Vallvidrera,Vallvidrera a les Planes,41.4129999,2.10453,True
"(41.4452799,2.19062)",Secretari Coloma,Torras i Bages,41.4452799,2.19062,True
"(41.44215,2.19084)",Selva de Mar,Torras i Bages,41.44215,2.19084,True
"(41.37953,2.15759)",Sepulveda,Viladomat,41.37953,2.15759,True
"(41.38205,2.16095)",Sepulveda,Villarroel,41.38205,2.16095,True
"(41.37782,2.15985)",Tamarit,Viladomat,41.37782,2.15985,True
"(41.3803399,2.16315)",Tamarit,Villarroel,41.3803399,2.16315,True
"(41.42258,2.12076)",Tibidabo,Vallvidrera,41.42258,2.12076,True
"(41.4174,2.17502)",Torrent de les Flors,Volart,41.4174,2.17502,True
"(41.43951,2.1604)",Vall d'Hebron,Valldaura,41.43951,2.1604,True
"(41.4129999,2.10453)",Vallvidrera,Vallvidrera a les Planes,41.4129999,2.10453,True
"(41.3801,2.13959)",Viriat,Volart,41.3801,2.13959,True
"(41.4237899,2.15879)",Agudells,Ciencies,41.4237899,2.15879,True
"(41.42257,2.1563)",Agudells,Conca de Tremp,41.42257,2.1563,True
"(41.40321,2.10848)",Aigues,Can Caralleu,41.40321,2.10848,True
"(41.40644,2.10614)",Aigues,Sarria a Vallvidrera,41.40644,2.10614,True
"(41.41143,2.10808)",Aigues,Vallvidrera,41.41143,2.10808,True
"(41.41733,2.12891)",Aigues,Vallvidrera a les Planes,41.41733,2.12891,True
"(41.41561,2.15867)",Albert Llanas,B-10 (Llobregat),41.41561,2.15867,True
"(41.4159062,2.158663)",Albert Llanas,C-17 (Barcelona),41.4159062,2.158663,True
"(41.41704,2.15763)",Albert Llanas,C-31,41.41704,2.15763,True
"(41.41648,2.15827)",Albert Llanas,Joan XXIII,41.41648,2.15827,True
"(41.41494,2.15922)",Albert Llanas,Pere IV,41.41494,2.15922,True
"(41.43404,2.17275)",Alcudia,Doctor Pi i Molist,41.43404,2.17275,True
"(41.43674,2.17497)",Alcudia,Pintor Alsamora,41.43674,2.17497,True
"(41.43855,2.17631)",Alcudia,Valldaura,41.43855,2.17631,True
"(41.4009799,2.1467)",Alfons el Savi,Augusta,41.4009799,2.1467,True
"(41.3968599,2.15075)",Alfons el Savi,Gracia,41.3968599,2.15075,True
"(41.4118799,2.16461)",Alfons el Savi,Guinardo,41.4118799,2.16461,True
"(41.39878,2.14926)",Alfons el Savi,Laforja,41.39878,2.14926,True
"(41.39969,2.1482899)",Alfons el Savi,Madrazo,41.39969,2.1482899,True
"(41.39835,2.14979)",Alfons el Savi,Maria Cubi,41.39835,2.14979,True
"(41.41179,2.16463)",Alfons el Savi,Pi i Margall,41.41179,2.16463,True
"(41.44429,2.17427)",Almansa,Favencia,41.44429,2.17427,True
"(41.44269,2.17543)",Almansa,Joan XXIII,41.44269,2.17543,True
"(41.37813,2.18858)",Almirall Cervera,Ausias Marc,41.37813,2.18858,True
"(41.3784599,2.18972)",Almirall Cervera,C-17 (Barcelona),41.3784599,2.18972,True
"(41.3789299,2.19206)",Almirall Cervera,Maritim de la Barceloneta,41.3789299,2.19206,True
"(41.37823,2.18866)",Almirall Cervera,Numero 3 Zona Franca,41.37823,2.18866,True
"(41.39781,2.13465)",Alt de Gironella,Augusta,41.39781,2.13465,True
"(41.39315,2.13028)",Alt de Gironella,Buigas,41.39315,2.13028,True
"(41.39737,2.13399)",Alt de Gironella,Escoles Pies,41.39737,2.13399,True
"(41.39672,2.13299)",Alt de Gironella,General Mitre,41.39672,2.13299,True
"(41.4487,2.1765)",Alta de les Roquetes,Mina de la Ciutat,41.4487,2.1765,True
"(41.44245,2.16021)",Alta de les Roquetes,Sant Iscle,41.44245,2.16021,True
"(41.43246,2.19352)",Alta de les Roquetes,Segre,41.43246,2.19352,True
"(41.43964,2.15795)",Alta de les Roquetes,Vall d'Hebron,41.43964,2.15795,True
"(41.356979,2.1353889)",Alts Forns,C-17 (Barcelona),41.356979,2.1353889,True
"(41.3568584,2.136075)",Alts Forns,C-31,41.3568584,2.136075,True
"(41.36028,2.14297)",Alts Forns,Ferrocarrils Catalans,41.36028,2.14297,True
"(41.35644,2.13522)",Alts Forns,Joan XXIII,41.35644,2.13522,True
"(41.35963,2.14207)",Alts Forns,Mare de Deu de Port,41.35963,2.14207,True
"(41.3561909,2.1351622)",Alts Forns,Segle XX,41.3561909,2.1351622,True
"(41.39805,2.14098)",Amigo,Augusta,41.39805,2.14098,True
"(41.394,2.14619)",Amigo,Gracia,41.394,2.14619,True
"(41.39568,2.14401)",Amigo,Laforja,41.39568,2.14401,True
