LatLon,carrerA,carrerB,lat,lon,trobat
"(41.39161,2.1528)",Corsega,Muntaner,41.39161,2.1528,True
"(41.40355,2.16863)",Corsega,Napols,41.40355,2.16863,True
"(41.40784,2.17435)",Corsega,Padilla,41.40784,2.17435,True
"(41.39765,2.16081)",Corsega,Pau Claris,41.39765,2.16081,True
"(41.4027,2.16749)",Corsega,Roger de Flor,41.4027,2.16749,True
"(41.39843,2.16183)",Corsega,Roger de Lluria,41.39843,2.16183,True
"(41.40171,2.1662499)",Corsega,Sant Joan,41.40171,2.1662499,True
"(41.41207,2.17995)",Corsega,Sant Quinti,41.41207,2.17995,True
"(41.40522,2.17087)",Corsega,Sardenya,41.40522,2.17087,True
"(41.40441,2.16978)",Corsega,Sicilia,41.40441,2.16978,True
"(41.39823,2.16157)",Corsega,Torrent de l'Olla,41.39823,2.16157,True
"(41.38735,2.14714)",Corsega,Viladomat,41.38735,2.14714,True
"(41.3899199,2.15055)",Corsega,Villarroel,41.3899199,2.15055,True
"(41.41119,2.15763)",Dalt,Escorial,41.41119,2.15763,True
"(41.4060599,2.14851)",Dalt,General Mitre,41.4060599,2.14851,True
"(41.40094,2.11414)",Dalt,General Vives,41.40094,2.11414,True
"(41.40095,2.11421)",Dalt,J. V. Foix,41.40095,2.11421,True
"(41.41026,2.15619)",Dalt,Torrent de les Flors,41.41026,2.15619,True
"(41.41119,2.15763)",Dalt (Besos),Escorial,41.41119,2.15763,True
"(41.42196,2.14512)",Dalt (Besos),Fastenrath,41.42196,2.14512,True
"(41.4060599,2.14851)",Dalt (Besos),General Mitre,41.4060599,2.14851,True
"(41.40094,2.11414)",Dalt (Besos),General Vives,41.40094,2.11414,True
"(41.40095,2.11421)",Dalt (Besos),J. V. Foix,41.40095,2.11421,True
"(41.41026,2.15619)",Dalt (Besos),Torrent de les Flors,41.41026,2.15619,True
"(41.41119,2.15763)",Dalt (Llobregat),Escorial,41.41119,2.15763,True
"(41.4060599,2.14851)",Dalt (Llobregat),General Mitre,41.4060599,2.14851,True
"(41.40094,2.11414)",Dalt (Llobregat),General Vives,41.40094,2.11414,True
"(41.40095,2.11421)",Dalt (Llobregat),J. V. Foix,41.40095,2.11421,True
"(41.41026,2.15619)",Dalt (Llobregat),Torrent de les Flors,41.41026,2.15619,True
"(41.42916,2.16252)",Dante Alighieri,Maragall,41.42916,2.16252,True
"(41.4251,2.15257)",Dante Alighieri,Mare de Deu del Coll,41.4251,2.15257,True
"(41.36895,2.16517)",Dante Alighieri,Miramar,41.36895,2.16517,True
"(41.40226,2.18281)",Diagonal,Diputacio,41.40226,2.18281,True
"(41.39112,2.13685)",Diagonal,Doctor Fleming,41.39112,2.13685,True
"(41.38422,2.11213)",Diagonal,Doctor Maranon,41.38422,2.11213,True
"(41.39482,2.15325)",Diagonal,Enric Granados,41.39482,2.15325,True
"(41.39063,2.13732)",Diagonal,Entenca,41.39063,2.13732,True
"(41.40704,2.2024)",Diagonal,Espronceda,41.40704,2.2024,True
"(41.3924499,2.14424)",Diagonal,Francesc Macia,41.3924499,2.14424,True
"(41.39817,2.16674)",Diagonal,Girona,41.39817,2.16674,True
"(41.38416,2.11093)",Diagonal,Gonzalez Tablas,41.38416,2.11093,True
"(41.39646,2.1595399)",Diagonal,Gracia,41.39646,2.1595399,True
"(41.3882,2.12813)",Diagonal,Joan Guell,41.3882,2.12813,True
"(41.41005,2.21426)",Diagonal,Josep Pla,41.41005,2.21426,True
"(41.40163,2.18037)",Diagonal,Lepant,41.40163,2.18037,True
"(41.40516,2.19363)",Diagonal,Llacuna,41.40516,2.19363,True
"(41.4103,2.2143)",Diagonal,Llull,41.4103,2.2143,True
"(41.39453,2.15212)",Diagonal,Londres,41.39453,2.15212,True
"(41.39928,2.16996)",Diagonal,Mallorca,41.39928,2.16996,True
"(41.3940399,2.14955)",Diagonal,Muntaner,41.3940399,2.14955,True
"(41.38946,2.13269)",Diagonal,Numancia,41.38946,2.13269,True
"(41.39987,2.17346)",Diagonal,Napols,41.39987,2.17346,True
"(41.40225,2.18173)",Diagonal,Padilla,41.40225,2.18173,True
"(41.40827,2.20728)",Diagonal,Pallars,41.40827,2.20728,True
"(41.39537,2.15551)",Diagonal,Paris,41.39537,2.15551,True
"(41.39689,2.1616399)",Diagonal,Pau Claris,41.39689,2.1616399,True
"(41.38709,2.12333)",Diagonal,Pius XII,41.38709,2.12333,True
"(41.40558,2.19534)",Diagonal,Poblenou,41.40558,2.19534,True
"(41.39843,2.16638)",Diagonal,Provenca,41.39843,2.16638,True
"(41.40672,2.2118699)",Diagonal,Ramon Turro,41.40672,2.2118699,True
"(41.38892,2.12797)",Diagonal,Reina Maria Cristina,41.38892,2.12797,True
"(41.39957,2.17163)",Diagonal,Roger de Flor,41.39957,2.17163,True
"(41.3973299,2.16332)",Diagonal,Roger de Lluria,41.3973299,2.16332,True
"(41.39738,2.16279)",Diagonal,Rossello,41.39738,2.16279,True
"(41.38673,2.12323)",Diagonal,Sabino Arana,41.38673,2.12323,True
"(41.39902,2.16992)",Diagonal,Sant Joan,41.39902,2.16992,True
"(41.40075,2.17684)",Diagonal,Sardenya,41.40075,2.17684,True
"(41.40874,2.2091599)",Diagonal,Selva de Mar,41.40874,2.2091599,True
"(41.4004199,2.17502)",Diagonal,Sicilia,41.4004199,2.17502,True
"(41.4056799,2.19703)",Diagonal,Tanger,41.4056799,2.19703,True
"(41.39307,2.14636)",Diagonal,Villarroel,41.39307,2.14636,True
"(41.38736,2.16301)",Diputacio,Enric Granados,41.38736,2.16301,True
"(41.37881,2.15165)",Diputacio,Entenca,41.37881,2.15165,True
"(41.39415,2.17203)",Diputacio,Girona,41.39415,2.17203,True
"(41.39031,2.16692)",Diputacio,Gracia,41.39031,2.16692,True
"(41.40101,2.18122)",Diputacio,Lepant,41.40101,2.18122,True
"(41.38565,2.16072)",Diputacio,Muntaner,41.38565,2.16072,True
"(41.39754,2.17657)",Diputacio,Napols,41.39754,2.17657,True
"(41.40181,2.18229)",Diputacio,Padilla,41.40181,2.18229,True
"(41.39159,2.16862)",Diputacio,Pau Claris,41.39159,2.16862,True
"(41.37643,2.14866)",Diputacio,Pere IV,41.37643,2.14866,True
"(41.39668,2.17542)",Diputacio,Roger de Flor,41.39668,2.17542,True
"(41.3924499,2.16977)",Diputacio,Roger de Lluria,41.3924499,2.16977,True
"(41.39925,2.17888)",Diputacio,Sardenya,41.39925,2.17888,True
"(41.3984,2.1777099)",Diputacio,Sicilia,41.3984,2.1777099,True
"(41.38139,2.15507)",Diputacio,Viladomat,41.38139,2.15507,True
"(41.38393,2.15846)",Diputacio,Villarroel,41.38393,2.15846,True
"(41.3827799,2.18821)",Doctor Aiguader,Joan XXIII,41.3827799,2.18821,True
"(41.38206,2.18638)",Doctor Aiguader,Pau Vila,41.38206,2.18638,True
"(41.38251,2.18763)",Doctor Aiguader,Pius XII,41.38251,2.18763,True
"(41.39456,2.13443)",Doctor Fleming,Joan XXIII,41.39456,2.13443,True
"(41.39196,2.1358799)",Doctor Fleming,Numero 3 Zona Franca,41.39196,2.1358799,True
"(41.39187,2.13637)",Doctor Fleming,Pere IV,41.39187,2.13637,True
"(41.3930999,2.13558)",Doctor Fleming,Pius XII,41.3930999,2.13558,True
"(41.39164,2.13636)",Doctor Fleming,Sarria,41.39164,2.13636,True
"(41.38196,2.11338)",Doctor Maranon,Joan XXIII,41.38196,2.11338,True
"(41.38062,2.11802)",Doctor Maranon,Numero 3 Zona Franca,41.38062,2.11802,True
"(41.41207,2.15685)",Doctor Pi i Molist,Escorial,41.41207,2.15685,True
"(41.43032,2.17451)",Doctor Pi i Molist,Fabra i Puig,41.43032,2.17451,True
"(41.43533,2.17203)",Doctor Pi i Molist,Verdum,41.43533,2.17203,True
"(41.39133,2.19374)",Doctor Trueta,Joan XXIII,41.39133,2.19374,True
"(41.39815,2.20287)",Doctor Trueta,Llacuna,41.39815,2.20287,True
"(41.38966,2.19149)",Doctor Trueta,Ramon Trias Fargas,41.38966,2.19149,True
"(41.41117,2.17655)",Dos de Maig,Industria,41.41117,2.17655,True
"(41.40778,2.18117)",Dos de Maig,Mallorca,41.40778,2.18117,True
"(41.40861,2.1800099)",Dos de Maig,Provenca,41.40861,2.1800099,True
"(41.40945,2.17885)",Dos de Maig,Rossello,41.40945,2.17885,True
"(41.4174,2.17502)",Dos de Maig,Volart,41.4174,2.17502,True
"(41.37335,2.17607)",Drassanes,Josep Carner,41.37335,2.17607,True
"(41.3769599,2.17206)",Drassanes,Nou de la Rambla,41.3769599,2.17206,True
"(41.37429,2.1757399)",Drassanes,Paral.lel,41.37429,2.1757399,True
"(41.37625,2.17546)",Drassanes,Portal de Santa Madrona,41.37625,2.17546,True
"(41.37608,2.17666)",Drassanes,Portal de la Pau,41.37608,2.17666,True
"(41.40724,2.16141)",Encarnacio,Escorial,41.40724,2.16141,True
"(41.41079,2.16525)",Encarnacio,Joan XXIII,41.41079,2.16525,True
"(41.4112099,2.16773)",Encarnacio,Lepant,41.4112099,2.16773,True
"(41.41033,2.16585)",Encarnacio,Numero 3 Zona Franca,41.41033,2.16585,True
"(41.41028,2.16601)",Encarnacio,Pere IV,41.41028,2.16601,True
"(41.41046,2.16578)",Encarnacio,Pius XII,41.41046,2.16578,True
"(41.4096,2.16516)",Encarnacio,Sardenya,41.4096,2.16516,True
"(41.40639,2.16002)",Encarnacio,Torrent de les Flors,41.40639,2.16002,True
"(41.39076,2.15848)",Enric Granados,Mallorca,41.39076,2.15848,True
"(41.39419,2.15396)",Enric Granados,Paris,41.39419,2.15396,True
"(41.39011,2.15951)",Enric Granados,Pere IV,41.39011,2.15951,True
"(41.3915999,2.15732)",Enric Granados,Provenca,41.3915999,2.15732,True
"(41.3924499,2.1562)",Enric Granados,Rossello,41.3924499,2.1562,True
"(41.40524,2.11842)",Enric Granados,Sant Pere,41.40524,2.11842,True
"(41.37614,2.1553399)",Entenca,Floridablanca,41.37614,2.1553399,True
"(41.3857799,2.1424599)",Entenca,Josep Tarradellas,41.3857799,2.1424599,True
"(41.38232,2.14703)",Entenca,Mallorca,41.38232,2.14703,True
"(41.38309,2.14604)",Entenca,Provenca,41.38309,2.14604,True
"(41.38393,2.14488)",Entenca,Rossello,41.38393,2.14488,True
"(41.3769599,2.15418)",Entenca,Sepulveda,41.3769599,2.15418,True
"(41.39823,2.13318)",Escoles Pies,General Mitre,41.39823,2.13318,True
"(41.40493,2.16346)",Escorial,Gracia,41.40493,2.16346,True
"(41.41155,2.15725)",Escorial,Mare de Deu de la Salut,41.41155,2.15725,True
"(41.40582,2.16272)",Escorial,Pi i Margall,41.40582,2.16272,True
"(41.37505,2.14974)",Espanya,Paral.lel,41.37505,2.14974,True
"(41.37465,2.1494399)",Espanya,Reina Maria Cristina,41.37465,2.1494399,True
"(41.39437,2.11343)",Esplugues,Pedralbes,41.39437,2.11343,True
"(41.40099,2.21039)",Espronceda,Garcia Faria,41.40099,2.21039,True
"(41.41361,2.19363)",Espronceda,Guipuscoa,41.41361,2.19363,True
"(41.41456,2.1924199)",Espronceda,Huelva,41.41456,2.1924199,True
"(41.40412,2.20623)",Espronceda,Llull,41.40412,2.20623,True
"(41.41862,2.187)",Espronceda,Meridiana,41.41862,2.187,True
"(41.40581,2.2040099)",Espronceda,Pallars,41.40581,2.2040099,True
"(41.40775,2.20147)",Espronceda,Pere IV,41.40775,2.20147,True
"(41.405,2.20507)",Espronceda,Pujades,41.405,2.20507,True
"(41.40326,2.20737)",Espronceda,Ramon Turro,41.40326,2.20737,True
"(41.3662,2.1559499)",Estadi,Olimpic,41.3662,2.1559499,True
"(41.387,2.1713)",Estatut de Catalunya,Fontanella,41.387,2.1713,True
"(41.38794,2.16992)",Estatut de Catalunya,Gracia,41.38794,2.16992,True
"(41.41268,2.16698)",Estatut de Catalunya,Guinardo,41.41268,2.16698,True
"(41.4131799,2.17912)",Estatut de Catalunya,Industria,41.4131799,2.17912,True
"(41.37036,2.18758)",Estatut de Catalunya,Joan Borbo Comte Barcelona,41.37036,2.18758,True
"(41.42523,2.15777)",Estatut de Catalunya,Llobregos,41.42523,2.15777,True
"(41.39271,2.16106)",Estatut de Catalunya,Mallorca,41.39271,2.16106,True
"(41.38559,2.16979)",Estatut de Catalunya,Pelai,41.38559,2.16979,True
"(41.39355,2.1599)",Estatut de Catalunya,Provenca,41.39355,2.1599,True
"(41.39437,2.15876)",Estatut de Catalunya,Rossello,41.39437,2.15876,True
"(41.38799,2.17007)",Estatut de Catalunya,Sant Pere,41.38799,2.17007,True
"(41.38742,2.16857)",Estatut de Catalunya,Universitat,41.38742,2.16857,True
"(41.43634,2.1537099)",Estatut de Catalunya,Valldaura,41.43634,2.1537099,True
"(41.43006,2.18977)",Fabra i Puig,Gran de Sant Andreu,41.43006,2.18977,True
"(41.43035,2.17197)",Fabra i Puig,Gran de la Sagrera,41.43035,2.17197,True
"(41.43021,2.18295)",Fabra i Puig,Meridiana,41.43021,2.18295,True
"(41.43022,2.1826)",Fabra i Puig,Rio de Janeiro,41.43022,2.1826,True
"(41.42167,2.15122)",Fastenrath,Llobregos,41.42167,2.15122,True
"(41.42189,2.1506599)",Fastenrath,Mare de Deu del Coll,41.42189,2.1506599,True
"(41.42171,2.15106)",Fastenrath,Siguenza,41.42171,2.15106,True
"(41.44283,2.17045)",Favencia,Guineueta Vella,41.44283,2.17045,True
"(41.44587,2.17935)",Favencia,Julia,41.44587,2.17935,True
"(41.44677,2.18649)",Favencia,Meridiana,41.44677,2.18649,True
"(41.44683,2.18954)",Favencia,Ribes,41.44683,2.18954,True
"(41.44683,2.19051)",Favencia,Torras i Bages,41.44683,2.19051,True
"(41.43985,2.1644199)",Favencia,Valldaura,41.43985,2.1644199,True
"(41.42325,2.18317)",Felip II,Garcilaso,41.42325,2.18317,True
"(41.41698,2.19144)",Felip II,Gran de la Sagrera,41.41698,2.19144,True
"(41.42035,2.187)",Felip II,Meridiana,41.42035,2.187,True
"(41.43816,2.19549)",Ferran Junoy,Numero 3 Zona Franca,41.43816,2.19549,True
"(41.3806,2.16115)",Floridablanca,Joan XXIII,41.3806,2.16115,True
"(41.37507,2.15436)",Floridablanca,Paral.lel,41.37507,2.15436,True
"(41.38228,2.16358)",Floridablanca,Sant Antoni,41.38228,2.16358,True
"(41.37867,2.15871)",Floridablanca,Viladomat,41.37867,2.15871,True
"(41.38118,2.16207)",Floridablanca,Villarroel,41.38118,2.16207,True
"(41.3537899,2.13591)",Foc,Joan XXIII,41.3537899,2.13591,True
"(41.3579999,2.1436099)",Foc,Mare de Deu de Port,41.3579999,2.1436099,True
"(41.35339,2.13502)",Foc,Pius XII,41.35339,2.13502,True
"(41.36012,2.1374)",Foneria,Joan XXIII,41.36012,2.1374,True
"(41.36101,2.13991)",Foneria,Mare de Deu de Port,41.36101,2.13991,True
"(41.35948,2.13587)",Foneria,Numero 3 Zona Franca,41.35948,2.13587,True
"(41.37821,2.17332)",Francesc Ferrer i Guardia,Nou de la Rambla,41.37821,2.17332,True
"(41.3996,2.1203599)",Francesc Ferrer i Guardia,Reina Elisenda de Montcada,41.3996,2.1203599,True
"(41.37155,2.15111)",Francesc Ferrer i Guardia,Reina Maria Cristina,41.37155,2.15111,True
"(41.37166,2.15141)",Francesc Ferrer i Guardia,Rius i Taulet,41.37166,2.15141,True
"(41.39239,2.14458)",Francesc Macia,Josep Tarradellas,41.39239,2.14458,True
"(41.44234,2.17786)",Francesc Macia,Julia,41.44234,2.17786,True
"(41.41545,2.1672699)",Francesc Macia,Mare de Deu de Montserrat,41.41545,2.1672699,True
"(41.35537,2.15452)",Francesc Macia,Sant Joan,41.35537,2.15452,True
"(41.41586,2.18262)",Freser,Industria,41.41586,2.18262,True
"(41.4133799,2.18124)",Freser,Maragall,41.4133799,2.18124,True
"(41.40963,2.1791299)",Freser,Rossello,41.40963,2.1791299,True
"(41.41654,2.18296)",Freser,Trinxant,41.41654,2.18296,True
"(41.37614,2.1359499)",Galileu,Sant Antoni,41.37614,2.1359499,True
"(41.39934,2.13415)",Ganduxer,General Mitre,41.39934,2.13415,True
"(41.39533,2.13725)",Ganduxer,Modolell,41.39533,2.13725,True
"(41.39699,2.13597)",Ganduxer,Reina Victoria,41.39699,2.13597,True
"(41.40684,2.21846)",Garcia Faria,Josep Pla,41.40684,2.21846,True
"(41.40017,2.20931)",Garcia Faria,Lope de Vega,41.40017,2.20931,True
"(41.41289,2.13791)",Garcia Faria,Sant Gervasi,41.41289,2.13791,True
"(41.40442,2.21495)",Garcia Faria,Selva de Mar,41.40442,2.21495,True
"(41.41229,2.13552)",Garcia Faria,Tibidabo,41.41229,2.13552,True
"(41.42256,2.19116)",Garcilaso,Gran de la Sagrera,41.42256,2.19116,True
"(41.42382,2.17759)",Garcilaso,Maragall,41.42382,2.17759,True
"(41.42264,2.18688)",Garcilaso,Meridiana,41.42264,2.18688,True
"(41.3938,2.13213)",General Mitre,Joan XXIII,41.3938,2.13213,True
"(41.4009799,2.13593)",General Mitre,Mandri,41.4009799,2.13593,True
"(41.40224,2.1373)",General Mitre,Modolell,41.40224,2.1373,True
"(41.40285,2.13795)",General Mitre,Muntaner,41.40285,2.13795,True
"(41.39308,2.13081)",General Mitre,Numero 3 Zona Franca,41.39308,2.13081,True
"(41.40669,2.14931)",General Mitre,Republica Argentina,41.40669,2.14931,True
"(41.40408,2.13991)",General Mitre,Sant Gervasi,41.40408,2.13991,True
"(41.4007,2.11407)",General Vives,Joan XXIII,41.4007,2.11407,True
"(41.40313,2.11583)",General Vives,Numero 3 Zona Franca,41.40313,2.11583,True
"(41.40252,2.11586)",General Vives,Pere IV,41.40252,2.11586,True
"(41.40303,2.11635)",General Vives,Pius XII,41.40303,2.11635,True
"(41.40415,2.1173)",General Vives,Vallvidrera,41.40415,2.1173,True
"(41.39759,2.16751)",Girona,Mallorca,41.39759,2.16751,True
"(41.39843,2.16638)",Girona,Provenca,41.39843,2.16638,True
"(41.39928,2.16523)",Girona,Rossello,41.39928,2.16523,True
"(41.38927,2.16833)",Glories Catalanes,Gracia,41.38927,2.16833,True
"(41.36468,2.13494)",Glories Catalanes,Ildefons Cerda,41.36468,2.13494,True
"(41.4167599,2.20537)",Glories Catalanes,Josep Pla,41.4167599,2.20537,True
"(41.39998,2.18264)",Glories Catalanes,Lepant,41.39998,2.18264,True
"(41.40668,2.19159)",Glories Catalanes,Llacuna,41.40668,2.19159,True
"(41.41041,2.196)",Glories Catalanes,Lope de Vega,41.41041,2.196,True
"(41.41848,2.20762)",Glories Catalanes,Maresme,41.41848,2.20762,True
"(41.40235,2.18677)",Glories Catalanes,Meridiana,41.40235,2.18677,True
"(41.37009,2.14234)",Glories Catalanes,Moianes,41.37009,2.14234,True
"(41.38459,2.16213)",Glories Catalanes,Muntaner,41.38459,2.16213,True
"(41.39645,2.17799)",Glories Catalanes,Napols,41.39645,2.17799,True
"(41.40077,2.18368)",Glories Catalanes,Padilla,41.40077,2.18368,True
"(41.39052,2.17004)",Glories Catalanes,Pau Claris,41.39052,2.17004,True
"(41.40777,2.1924199)",Glories Catalanes,Poblenou,41.40777,2.1924199,True
"(41.37435,2.1485)",Glories Catalanes,Reina Maria Cristina,41.37435,2.1485,True
"(41.39564,2.1769)",Glories Catalanes,Roger de Flor,41.39564,2.1769,True
"(41.39138,2.17117)",Glories Catalanes,Roger de Lluria,41.39138,2.17117,True
"(41.38035,2.14062)",Glories Catalanes,Sant Antoni,41.38035,2.14062,True
"(41.40849,2.1928899)",Glories Catalanes,Sant Joan,41.40849,2.1928899,True
"(41.37117,2.14375)",Glories Catalanes,Sant Pere,41.37117,2.14375,True
"(41.3982,2.18027)",Glories Catalanes,Sardenya,41.3982,2.18027,True
"(41.41423,2.20196)",Glories Catalanes,Selva de Mar,41.41423,2.20196,True
"(41.39732,2.17914)",Glories Catalanes,Sicilia,41.39732,2.17914,True
"(41.3955399,2.17643)",Glories Catalanes,Tetuan,41.3955399,2.17643,True
"(41.38618,2.16428)",Glories Catalanes,Universitat,41.38618,2.16428,True
"(41.38032,2.15648)",Glories Catalanes,Viladomat,41.38032,2.15648,True
"(41.3828699,2.15986)",Glories Catalanes,Villarroel,41.3828699,2.15986,True
"(41.38046,2.1411699)",Glories Catalanes,Viriat,41.38046,2.1411699,True
"(41.40162,2.20526)",Gonzalez Tablas,Ramon Turro,41.40162,2.20526,True
"(41.38624,2.10807)",Gonzalez Tablas,Sor Eulalia d'Anzizu,41.38624,2.10807,True
"(41.3977999,2.1576399)",Gran de Gracia,Gracia,41.3977999,2.1576399,True
"(41.40922,2.17036)",Gran de Gracia,Lepant,41.40922,2.17036,True
"(41.39384,2.16256)",Gran de Gracia,Mallorca,41.39384,2.16256,True
"(41.39514,2.14807)",Gran de Gracia,Muntaner,41.39514,2.14807,True
"(41.40595,2.16517)",Gran de Gracia,Napols,41.40595,2.16517,True
"(41.4099999,2.1715399)",Gran de Gracia,Padilla,41.4099999,2.1715399,True
"(41.39473,2.16146)",Gran de Gracia,Provenca,41.39473,2.16146,True
"(41.40527,2.1640799)",Gran de Gracia,Roger de Flor,41.40527,2.1640799,True
"(41.3956,2.16034)",Gran de Gracia,Rossello,41.3956,2.16034,True
"(41.40439,2.16267)",Gran de Gracia,Sant Joan,41.40439,2.16267,True
"(41.38799,2.17007)",Gran de Gracia,Sant Pere,41.38799,2.17007,True
"(41.39458,2.14713)",Gran de Gracia,Santalo,41.39458,2.14713,True
"(41.40762,2.16778)",Gran de Gracia,Sardenya,41.40762,2.16778,True
"(41.4065299,2.16606)",Gran de Gracia,Secretari Coloma,41.4065299,2.16606,True
"(41.40685,2.1666)",Gran de Gracia,Sicilia,41.40685,2.1666,True
"(41.40147,2.158)",Gran de Gracia,Torrent de l'Olla,41.40147,2.158,True
"(41.40412,2.16224)",Gran de Gracia,Torrent de les Flors,41.40412,2.16224,True
"(41.4277299,2.19087)",Gran de Sant Andreu,Gran de la Sagrera,41.4277299,2.19087,True
"(41.42885,2.19035)",Gran de Sant Andreu,Ildefons Cerda,41.42885,2.19035,True
"(41.43574,2.1844199)",Gran de Sant Andreu,Meridiana,41.43574,2.1844199,True
"(41.43396,2.18942)",Gran de Sant Andreu,Sant Adria,41.43396,2.18942,True
"(41.41621,2.1312)",Gran de Sant Andreu,Tibidabo,41.41621,2.1312,True
"(41.4277299,2.19087)",Gran de la Sagrera,Sant Adria,41.4277299,2.19087,True
"(41.40922,2.17036)",Gracia,Lepant,41.40922,2.17036,True
"(41.39384,2.16256)",Gracia,Mallorca,41.39384,2.16256,True
"(41.39514,2.14807)",Gracia,Muntaner,41.39514,2.14807,True
"(41.40595,2.16517)",Gracia,Napols,41.40595,2.16517,True
"(41.4099999,2.1715399)",Gracia,Padilla,41.4099999,2.1715399,True
"(41.39473,2.16146)",Gracia,Provenca,41.39473,2.16146,True
"(41.40527,2.1640799)",Gracia,Roger de Flor,41.40527,2.1640799,True
"(41.3956,2.16034)",Gracia,Rossello,41.3956,2.16034,True
"(41.40439,2.16267)",Gracia,Sant Joan,41.40439,2.16267,True
"(41.39458,2.14713)",Gracia,Santalo,41.39458,2.14713,True
"(41.40762,2.16778)",Gracia,Sardenya,41.40762,2.16778,True
"(41.4065299,2.16606)",Gracia,Secretari Coloma,41.4065299,2.16606,True
"(41.40685,2.1666)",Gracia,Sicilia,41.40685,2.1666,True
"(41.40147,2.158)",Gracia,Torrent de l'Olla,41.40147,2.158,True
"(41.40412,2.16224)",Gracia,Torrent de les Flors,41.40412,2.16224,True
"(41.40338,2.14997)",Guillem Tell,Princep d'Asturies,41.40338,2.14997,True
"(41.38455,2.18403)",Guillem Tell,Sant Joan,41.38455,2.18403,True
"(41.4155299,2.18217)",Guinardo,Industria,41.4155299,2.18217,True
"(41.41648,2.18111)",Guinardo,Joan XXIII,41.41648,2.18111,True
"(41.41208,2.1667)",Guinardo,Lepant,41.41208,2.1667,True
"(41.42401,2.17742)",Guinardo,Maragall,41.42401,2.17742,True
"(41.41673,2.18067)",Guinardo,Numero 3 Zona Franca,41.41673,2.18067,True
"(41.4125299,2.16818)",Guinardo,Padilla,41.4125299,2.16818,True
"(41.41662,2.18063)",Guinardo,Pere IV,41.41662,2.18063,True
"(41.41179,2.16463)",Guinardo,Pi i Margall,41.41179,2.16463,True
"(41.4166,2.18083)",Guinardo,Pius XII,41.4166,2.18083,True
"(41.41637,2.17413)",Guinardo,Sant Quinti,41.41637,2.17413,True
"(41.4123,2.16234)",Guinardo,Sardenya,41.4123,2.16234,True
"(41.41225,2.15998)",Guinardo,Secretari Coloma,41.41225,2.15998,True
"(41.41733,2.17523)",Guinardo,Volart,41.41733,2.17523,True
"(41.43977,2.16699)",Guineueta Vella,Valldaura,41.43977,2.16699,True
"(41.41362,2.19311)",Guipuscoa,Joan XXIII,41.41362,2.19311,True
"(41.41279,2.19253)",Guipuscoa,Lope de Vega,41.41279,2.19253,True
"(41.42131,2.20388)",Guipuscoa,Maresme,41.42131,2.20388,True
"(41.41319,2.19253)",Guipuscoa,Numero 3 Zona Franca,41.41319,2.19253,True
"(41.41296,2.1929)",Guipuscoa,Pere IV,41.41296,2.1929,True
"(41.4132,2.1932299)",Guipuscoa,Pius XII,41.4132,2.1932299,True
"(41.41704,2.19819)",Guipuscoa,Selva de Mar,41.41704,2.19819,True
"(41.4179699,2.19699)",Huelva,Selva de Mar,41.4179699,2.19699,True
"(41.4121,2.17772)",Independencia,Industria,41.4121,2.17772,True
"(41.40864,2.18229)",Independencia,Mallorca,41.40864,2.18229,True
"(41.40528,2.18672)",Independencia,Meridiana,41.40528,2.18672,True
"(41.40945,2.1812299)",Independencia,Provenca,41.40945,2.1812299,True
"(41.4103,2.18009)",Independencia,Rossello,41.4103,2.18009,True
"(41.41714,2.18444)",Industria,Las Navas de Tolosa,41.41714,2.18444,True
"(41.40783,2.1721)",Industria,Lepant,41.40783,2.1721,True
"(41.41456,2.18086)",Industria,Maragall,41.41456,2.18086,True
"(41.4043599,2.16752)",Industria,Napols,41.4043599,2.16752,True
"(41.40867,2.17323)",Industria,Padilla,41.40867,2.17323,True
"(41.4107399,2.17599)",Industria,Paris,41.4107399,2.17599,True
"(41.4035,2.16644)",Industria,Roger de Flor,41.4035,2.16644,True
"(41.40254,2.16512)",Industria,Sant Joan,41.40254,2.16512,True
"(41.41292,2.1787899)",Industria,Sant Quinti,41.41292,2.1787899,True
"(41.40609,2.16974)",Industria,Sardenya,41.40609,2.16974,True
"(41.40525,2.16867)",Industria,Sicilia,41.40525,2.16867,True
"(41.4162899,2.18324)",Industria,Trinxant,41.4162899,2.18324,True
"(41.4133497,2.1308788)",Isaac Newton,Joan XXIII,41.4133497,2.1308788,True
"(41.4128655,2.1302313)",Isaac Newton,Pius XII,41.4128655,2.1302313,True
"(41.41448,2.13393)",Isaac Newton,Tibidabo,41.41448,2.13393,True
"(41.38257,2.18329)",Isabel II,Marques de l'Argentera,41.38257,2.18329,True
"(41.43851,2.19109)",Isabel II,Torras i Bages,41.43851,2.19109,True
"(41.37529,2.1889)",Joan Borbo Comte Barcelona,Maritim de la Barceloneta,41.37529,2.1889,True
"(41.38039,2.18716)",Joan Borbo Comte Barcelona,Pau Vila,41.38039,2.18716,True
"(41.38416,2.18464)",Joan Carles I,Marques de l'Argentera,41.38416,2.18464,True
"(41.40728,2.18705)",Joan Carles I,Meridiana,41.40728,2.18705,True
"(41.34711,2.13431)",Joan Carles I,Motors,41.34711,2.13431,True
"(41.38798,2.1274099)",Joan Carles I,Reina Maria Cristina,41.38798,2.1274099,True
"(41.38564,2.12668)",Joan Carles I,Sabino Arana,41.38564,2.12668,True
"(41.39266,2.12979)",Joan Carles I,Sant Joan Bosco,41.39266,2.12979,True
"(41.43768,2.19115)",Joan Carles I,Torras i Bages,41.43768,2.19115,True
