NumeroDexpedient,CodiDistricte,NomDistricte,NkBarri,NomBarri,CodiCarrer,NomCarrer,NumPostalCaption,DescripcioDiaSetmana,DiaDeSetmana,DescripcioTipusDia,NkAny,MesDeAny,NomMes,DiaDeMes,HoraDeDia,DescripcioTorn,DescripcioCausaVianant,NumeroDeMorts,NumeroDeLesionatsLleus,NumeroDeLesionatsGreus,NumeroDeVictimes,NumeroDeVehiclesImplicats,CoordenadaUtmy,CoordenadaUtmx,DataNumeric,Data,CoordUTM,Lat,Lon,LatLonStr,LatLon,Pluja,DescripciTipusDia,MonumentProper,DistMonumentProper,creuaments,DescripciTipusAccident,DescripcioCausaMediata
2010S001378,10,Sant Martí,101-10-65,el Clot,161101,Independència,0250 0250,Dijous,4,Laboral,2010,2,Febrer,25,7,Matí,Desconegut,0,1,0,1,2,"4584249,45","431866,35",20100225,25/02/2010,"431866,35/4584249,45",41.4069040294,2.18483395608,"41.4069040294, 2.18483395608","(41.4069040294, 2.18483395608)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2010S005793,10,Sant Martí,102-10-72,Sant Martí de Provençals,128106,Fluvià,0236 0276,Dijous,4,Laboral,2010,8,Agost,26,14,Tarda,Desconegut,0,1,0,1,2,"4585305,95","432696,26",20100826,26/08/2010,"432696,26/4585305,95",41.4164895232,2.19464471626,"41.4164895232, 2.19464471626","(41.4164895232, 2.19464471626)",False,Laboral,,2000.0,"[(41.4162899, 2.19471)]",Col.lisió fronto-lateral,No hi ha causa mediata
2010S008683,10,Sant Martí,101-10-65,el Clot,18505,Aragó,0580 0580,Dijous,4,Laboral,2010,12,Desembre,16,9,Matí,Desconegut,0,1,0,1,2,"4584351,48","431967,14",20101216,16/12/2010,"431967,14/4584351,48",41.4078315184,2.18602824337,"41.4078315184, 2.18602824337","(41.4078315184, 2.18602824337)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2010S005973,10,Sant Martí,101-10-65,el Clot,18505,Aragó,0580 0580,Divendres,5,Laboral,2010,9,Setembre,3,18,Tarda,Desconegut,0,1,0,1,4,"4584351,48","431967,14",20100903,03/09/2010,"431967,14/4584351,48",41.4078315184,2.18602824337,"41.4078315184, 2.18602824337","(41.4078315184, 2.18602824337)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2010S007464,10,Sant Martí,102-10-72,Sant Martí de Provençals,169409,Corts Catalanes,1039 1039,Dimecres,3,Laboral,2010,11,Novembre,3,12,Matí,Desconegut,0,0,1,1,2,"4585084,58","433214,70",20101103,03/11/2010,"433214,70/4585084,58",41.4145389624,2.20087221801,"41.4145389624, 2.20087221801","(41.4145389624, 2.20087221801)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2010S001994,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,209900,Meridiana,0135B0135B,Dilluns,1,Laboral,2010,3,Març,22,15,Tarda,Desconegut,0,1,0,1,3,"4584566,28","432013,58",20100322,22/03/2010,"432013,58/4584566,28",41.4097700841,2.18655968378,"41.4097700841, 2.18655968378","(41.4097700841, 2.18655968378)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2010S006543,10,Sant Martí,101-10-65,el Clot,115603,Espronceda,0287 0291,Dimarts,2,Laboral,2010,9,Setembre,28,9,Matí,Desconegut,0,4,0,4,2,"4585010,02","432569,36",20100928,28/09/2010,"432569,36/4585010,02",41.4138135342,2.19315936323,"41.4138135342, 2.19315936323","(41.4138135342, 2.19315936323)",False,Laboral,,2000.0,"[(41.41361, 2.19363), (41.41362, 2.19311)]",Col.lisió fronto-lateral,No hi ha causa mediata
2010S004478,10,Sant Martí,101-10-65,el Clot,81603,Clot,0130 0142,Dilluns,1,Laboral,2010,6,Juny,28,13,Matí,Desconegut,0,1,0,1,1,"4584609,50","432244,78",20100628,28/06/2010,"432244,78/4584609,50",41.4101788759,2.18932082796,"41.4101788759, 2.18932082796","(41.4101788759, 2.18932082796)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2010S000278,10,Sant Martí,101-10-65,el Clot,209900,Meridiana,0156 0156,Dijous,4,Laboral,2010,1,Gener,14,0,Nit,Desconegut,0,1,0,1,2,"4584638,62","432067,35",20100114,14/01/2010,"432067,35/4584638,62",41.4104261741,2.18719484483,"41.4104261741, 2.18719484483","(41.4104261741, 2.18719484483)",False,Laboral,,2000.0,"[(41.41027, 2.1868)]",Col.lisió lateral,No hi ha causa mediata
2010S008914,10,Sant Martí,101-10-65,el Clot,209900,Meridiana,0158 0158,Dijous,4,Laboral,2010,12,Desembre,23,20,Tarda,Desconegut,0,1,0,1,2,"4584689,55","432067,47",20101223,23/12/2010,"432067,47/4584689,55",41.4108848948,2.18719056263,"41.4108848948, 2.18719056263","(41.4108848948, 2.18719056263)",False,Laboral,,2000.0,"[(41.4112, 2.18682)]",Abast,No hi ha causa mediata
2010S005430,10,Sant Martí,101-10-65,el Clot,209900,Meridiana,0158 0158,Dimecres,3,Laboral,2010,8,Agost,4,11,Matí,Desconegut,0,1,0,1,2,"4584689,55","432067,47",20100804,04/08/2010,"432067,47/4584689,55",41.4108848948,2.18719056263,"41.4108848948, 2.18719056263","(41.4108848948, 2.18719056263)",False,Laboral,,2000.0,"[(41.4112, 2.18682)]",Abast,No hi ha causa mediata
2010S001879,10,Sant Martí,103-10-70,el Besòs i el Maresme,701266,Litoral (Llobregat),000580000,Dijous,4,Laboral,2010,3,Març,18,9,Matí,Desconegut,0,1,0,1,4,"4584270,79","434777,74",20100318,18/03/2010,"434777,74/4584270,79",41.4073377283,2.21966100345,"41.4073377283, 2.21966100345","(41.4073377283, 2.21966100345)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2010S008514,10,Sant Martí,103-10-70,el Besòs i el Maresme,701278,Taulat,0280X0280X,Divendres,5,Laboral,2010,12,Desembre,10,20,Tarda,Desconegut,0,1,0,1,2,"4584682,77","434768,06",20101210,10/12/2010,"434768,06/4584682,77",41.4110475476,2.21950078863,"41.4110475476, 2.21950078863","(41.4110475476, 2.21950078863)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2010S004560,10,Sant Martí,102-10-73,la Verneda i la Pau,57802,Camp Arriassa,0087 0087,Dimecres,3,Laboral,2010,6,Juny,30,13,Matí,Desconegut,0,1,0,1,3,"4586127,38","433451,64",20100630,30/06/2010,"433451,64/4586127,38",41.4239508144,2.20359235153,"41.4239508144, 2.20359235153","(41.4239508144, 2.20359235153)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2010S004427,10,Sant Martí,102-10-73,la Verneda i la Pau,60807,Cantàbria,0053 0055,Divendres,5,Laboral,2010,6,Juny,25,14,Tarda,Desconegut,0,3,0,3,2,"4585957,44","432990,22",20100625,25/06/2010,"432990,22/4585957,44",41.4223818627,2.1980897245,"41.4223818627, 2.1980897245","(41.4223818627, 2.1980897245)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2010S008354,10,Sant Martí,102-10-72,Sant Martí de Provençals,60807,Cantàbria,0001 0001,Divendres,5,Laboral,2010,12,Desembre,3,15,Tarda,Desobeir el senyal del semàfor,0,1,0,1,1,"4585391,11","433506,17",20101203,03/12/2010,"433506,17/4585391,11",41.4173239604,2.20432582133,"41.4173239604, 2.20432582133","(41.4173239604, 2.20432582133)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2010S005355,10,Sant Martí,102-10-73,la Verneda i la Pau,153205,Guipúscoa,0123 0125,Dissabte,6,Laboral,2010,7,Juliol,31,15,Tarda,Desconegut,0,1,0,1,2,"4585814,97","433409,45",20100731,31/07/2010,"433409,45/4585814,97",41.4211335344,2.20312189747,"41.4211335344, 2.20312189747","(41.4211335344, 2.20312189747)",False,Festiu,,2000.0,[],Abast,No hi ha causa mediata
2010S007118,10,Sant Martí,102-10-73,la Verneda i la Pau,270107,Puigcerdà,0252 0268,Dimecres,3,Laboral,2010,10,Octubre,20,17,Tarda,Desconegut,0,1,0,1,2,"4585777,85","433359,28",20101020,20/10/2010,"433359,28/4585777,85",41.4207950459,2.20252566742,"41.4207950459, 2.20252566742","(41.4207950459, 2.20252566742)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2010S004404,10,Sant Martí,102-10-73,la Verneda i la Pau,195409,Maresme,0220 0220,Dijous,4,Laboral,2010,6,Juny,24,0,Nit,Desconegut,0,0,0,0,1,"4585728,89","433586,62",20100624,24/06/2010,"433586,62/4585728,89",41.4203729012,2.20525131856,"41.4203729012, 2.20525131856","(41.4203729012, 2.20525131856)",False,Festiu,,2000.0,"[(41.42009, 2.20546), (41.42053, 2.20491)]",Atropellament,No hi ha causa mediata
2010S003155,10,Sant Martí,102-10-73,la Verneda i la Pau,208205,Menorca,0088X0088X,Diumenge,7,Laboral,2010,5,Maig,9,21,Tarda,Desconegut,0,1,0,1,3,"4585895,75","433167,73",20100509,09/05/2010,"433167,73/4585895,75",41.4218410253,2.20022061683,"41.4218410253, 2.20022061683","(41.4218410253, 2.20022061683)",False,Festiu,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2010S008620,10,Sant Martí,102-10-72,Sant Martí de Provençals,3406,Agricultura,0260 0260,Dimarts,2,Laboral,2010,12,Desembre,14,16,Tarda,Desconegut,0,1,0,1,2,"4585552,39","433208,92",20101214,14/12/2010,"433208,92/4585552,39",41.4187519097,2.20075140949,"41.4187519097, 2.20075140949","(41.4187519097, 2.20075140949)",False,Laboral,,2000.0,"[(41.41875, 2.20046)]",Col.lisió fronto-lateral,No hi ha causa mediata
2010S009034,10,Sant Martí,102-10-72,Sant Martí de Provençals,3406,Agricultura,0260 0260,Dijous,4,Laboral,2010,12,Desembre,30,12,Matí,Desconegut,0,1,0,1,2,"4585552,39","433208,92",20101230,30/12/2010,"433208,92/4585552,39",41.4187519097,2.20075140949,"41.4187519097, 2.20075140949","(41.4187519097, 2.20075140949)",False,Laboral,,2000.0,"[(41.41875, 2.20046)]",Col.lisió fronto-lateral,No hi ha causa mediata
2010S005905,10,Sant Martí,103-10-71,Provençals del Poblenou,249304,Pere IV,0414 0414,Dimecres,3,Laboral,2010,9,Setembre,1,14,Tarda,Desconegut,0,1,0,1,2,"4584790,32","433531,44",20100901,01/09/2010,"433531,44/4584790,32",41.4119149045,2.20469418737,"41.4119149045, 2.20469418737","(41.4119149045, 2.20469418737)",False,Laboral,,2000.0,"[(41.41213, 2.20471), (41.41213, 2.20471)]",Caiguda (dues rodes),No hi ha causa mediata
2010S005265,10,Sant Martí,103-10-71,Provençals del Poblenou,249304,Pere IV,0414 0414,Dimecres,3,Laboral,2010,7,Juliol,28,8,Matí,Desconegut,0,2,0,2,2,"4584790,32","433531,44",20100728,28/07/2010,"433531,44/4584790,32",41.4119149045,2.20469418737,"41.4119149045, 2.20469418737","(41.4119149045, 2.20469418737)",False,Laboral,,2000.0,"[(41.41213, 2.20471), (41.41213, 2.20471)]",Col.lisió fronto-lateral,No hi ha causa mediata
2010S009000,10,Sant Martí,103-10-71,Provençals del Poblenou,94300,Cristóbal de Moura,0024 0030,Dimarts,2,Laboral,2010,12,Desembre,28,16,Tarda,Desconegut,0,0,0,0,2,"4584402,51","433413,44",20101228,28/12/2010,"433413,44/4584402,51",41.4084122399,2.20332510658,"41.4084122399, 2.20332510658","(41.4084122399, 2.20332510658)",False,Laboral,,2000.0,"[(41.40839, 2.20289), (41.4087, 2.20309)]",Abast,Drogues o medicaments
2010S000945,10,Sant Martí,103-10-70,el Besòs i el Maresme,266405,Prim,0154U0154U,Dimarts,2,Laboral,2010,2,Febrer,9,6,Matí,Desconegut,0,3,0,3,1,"4585585,89","433947,77",20100209,09/02/2010,"433947,77/4585585,89",41.4191147107,2.20958831245,"41.4191147107, 2.20958831245","(41.4191147107, 2.20958831245)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2010S004944,10,Sant Martí,104-10-68,el Poblenou,55501,Calvell,0035 0035,Dijous,4,Laboral,2010,7,Juliol,15,19,Tarda,Desconegut,0,1,0,1,2,"4583299,96","433726,08",20100715,15/07/2010,"433726,08/4583299,96",41.3985076947,2.20718605989,"41.3985076947, 2.20718605989","(41.3985076947, 2.20718605989)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2010S003205,10,Sant Martí,104-10-68,el Poblenou,55501,Calvell,0057 0057,Dimarts,2,Laboral,2010,5,Maig,11,10,Matí,Desconegut,0,1,0,1,2,"4583390,54","433784,18",20100511,11/05/2010,"433784,18/4583390,54",41.3993283127,2.20787112164,"41.3993283127, 2.20787112164","(41.3993283127, 2.20787112164)",False,Laboral,,2000.0,"[(41.3992999, 2.2083499)]",Caiguda (dues rodes),No hi ha causa mediata
2010S004755,10,Sant Martí,104-10-68,el Poblenou,367504,Doctor Trueta,0121 0121,Dijous,4,Laboral,2010,7,Juliol,8,11,Matí,Desconegut,0,2,0,2,2,"4582913,99","432984,34",20100708,08/07/2010,"432984,34/4582913,99",41.394969889,2.19835640442,"41.394969889, 2.19835640442","(41.394969889, 2.19835640442)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2010S005476,10,Sant Martí,104-10-68,el Poblenou,367504,Doctor Trueta,0121 0121,Divendres,5,Laboral,2010,8,Agost,6,17,Tarda,Desconegut,0,2,0,2,3,"4582913,99","432984,34",20100806,06/08/2010,"432984,34/4582913,99",41.394969889,2.19835640442,"41.394969889, 2.19835640442","(41.394969889, 2.19835640442)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2010S003041,10,Sant Martí,103-10-71,Provençals del Poblenou,701414,C-31,020750000,Dimarts,2,Laboral,2010,5,Maig,4,18,Tarda,Desconegut,0,1,0,1,1,"4585044,97","433272,71",20100504,04/05/2010,"433272,71/4585044,97",41.4141870253,2.20157064811,"41.4141870253, 2.20157064811","(41.4141870253, 2.20157064811)",False,Laboral,,2000.0,"[(41.41437, 2.20175), (41.41423, 2.20196)]",Atropellament,No hi ha causa mediata
2010S007801,10,Sant Martí,103-10-71,Provençals del Poblenou,244800,Paraguai,0042 0042,Dilluns,1,Laboral,2010,11,Novembre,15,15,Tarda,Desconegut,0,1,0,1,2,"4585416,41","433856,63",20101115,15/11/2010,"433856,63/4585416,41",41.4175807543,2.20851632197,"41.4175807543, 2.20851632197","(41.4175807543, 2.20851632197)",False,Laboral,,2000.0,"[(41.41744, 2.20899)]",Col.lisió fronto-lateral,No hi ha causa mediata
2010S006473,10,Sant Martí,103-10-71,Provençals del Poblenou,701414,C-31,020710000,Divendres,5,Laboral,2010,9,Setembre,24,20,Tarda,Desconegut,0,0,1,1,1,"4584767,14","432988,19",20100924,24/09/2010,"432988,19/4584767,14",41.4116610176,2.19819729852,"41.4116610176, 2.19819729852","(41.4116610176, 2.19819729852)",False,Festiu,,2000.0,"[(41.4118, 2.19835)]",Atropellament,No hi ha causa mediata
2010S008355,10,Sant Martí,103-10-71,Provençals del Poblenou,701414,C-31,020830000,Divendres,5,Laboral,2010,12,Desembre,3,14,Tarda,Desconegut,0,1,0,1,4,"4585603,84","433842,81",20101203,03/12/2010,"433842,81/4585603,84",41.4192677463,2.20833046376,"41.4192677463, 2.20833046376","(41.4192677463, 2.20833046376)",False,Laboral,,2000.0,[],Abast multiple,No hi ha causa mediata
2010S008999,10,Sant Martí,103-10-71,Provençals del Poblenou,253902,Perú,0141 0141,Dimarts,2,Laboral,2010,12,Desembre,28,15,Tarda,Desconegut,0,2,0,2,2,"4584589,28","432965,30",20101228,28/12/2010,"432965,30/4584589,28",41.4100571754,2.19794314766,"41.4100571754, 2.19794314766","(41.4100571754, 2.19794314766)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2010S004727,10,Sant Martí,104-10-69,Diagonal Mar i el Front Marítim del Poblenou,30409,Bac de Roda,0098X0098X,Dimecres,3,Laboral,2010,7,Juliol,7,16,Tarda,Desconegut,0,1,0,1,2,"4584310,62","433477,86",20100707,07/07/2010,"433477,86/4584310,62",41.4075899455,2.20410588921,"41.4075899455, 2.20410588921","(41.4075899455, 2.20410588921)",False,Laboral,,2000.0,"[(41.40747, 2.2041)]",Col.lisió lateral,No hi ha causa mediata
2010S003876,10,Sant Martí,104-10-68,el Poblenou,115603,Espronceda,0073 0081,Dimecres,3,Laboral,2010,8,Agost,11,22,Nit,Desconegut,0,1,0,1,2,"4583964,70","433596,41",20100811,11/08/2010,"433596,41/4583964,70",41.404484138,2.20556208515,"41.404484138, 2.20556208515","(41.404484138, 2.20556208515)",False,Laboral,,2000.0,"[(41.40462, 2.20556)]",Col.lisió fronto-lateral,Alcoholèmia
2010S003098,10,Sant Martí,104-10-68,el Poblenou,701278,Taulat,0171X0171X,Dijous,4,Laboral,2010,5,Maig,6,20,Tarda,Desconegut,0,1,0,1,2,"4583586,71","433758,92",20100506,06/05/2010,"433758,92/4583586,71",41.4010930858,2.20754750401,"41.4010930858, 2.20754750401","(41.4010930858, 2.20754750401)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2010S005987,10,Sant Martí,104-10-68,el Poblenou,249304,Pere IV,0209 0211,Divendres,5,Laboral,2010,9,Setembre,3,16,Tarda,Desconegut,0,1,0,1,1,"4584070,11","433106,72",20100903,03/09/2010,"433106,72/4584070,11",41.4053929394,2.19969243792,"41.4053929394, 2.19969243792","(41.4053929394, 2.19969243792)",False,Laboral,,2000.0,"[(41.40551, 2.19993)]",Atropellament,No hi ha causa mediata
2010S008460,10,Sant Martí,104-10-68,el Poblenou,346800,Poblenou,0052 0052,Dijous,4,Laboral,2010,12,Desembre,9,11,Matí,Desconegut,0,2,0,2,1,"4583497,66","433337,37",20101209,09/12/2010,"433337,37/4583497,66",41.400256195,2.20251470734,"41.400256195, 2.20251470734","(41.400256195, 2.20251470734)",True,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2010S005099,10,Sant Martí,104-10-68,el Poblenou,249304,Pere IV,0194 0200,Dijous,4,Laboral,2010,7,Juliol,22,8,Matí,Desconegut,0,1,0,1,2,"4583823,02","432977,82",20100722,22/07/2010,"432977,82/4583823,02",41.4031567325,2.19817778994,"41.4031567325, 2.19817778994","(41.4031567325, 2.19817778994)",False,Laboral,,2000.0,"[(41.40334, 2.19815)]",Col.lisió lateral,No hi ha causa mediata
2010S005184,10,Sant Martí,104-10-68,el Poblenou,270901,Pujades,0157 0157,Diumenge,7,Laboral,2010,7,Juliol,25,8,Matí,Desconegut,0,1,0,1,1,"4583586,81","433100,53",20100725,25/07/2010,"433100,53/4583586,81",41.4010394738,2.19967180242,"41.4010394738, 2.19967180242","(41.4010394738, 2.19967180242)",False,Festiu,,2000.0,"[(41.40073, 2.19943)]",Atropellament,No hi ha causa mediata
2010S001219,10,Sant Martí,104-10-68,el Poblenou,701265,Litoral (Besòs),000780000,Dijous,4,Laboral,2010,2,Febrer,18,14,Tarda,Desconegut,0,2,0,2,4,"4582759,64","433464,09",20100218,18/02/2010,"433464,09/4582759,64",41.3936195332,2.20411161601,"41.3936195332, 2.20411161601","(41.3936195332, 2.20411161601)",False,Laboral,,2000.0,[],Abast multiple,No hi ha causa mediata
2010S000577,10,Sant Martí,104-10-68,el Poblenou,346800,Poblenou,0094 0096,Dimecres,3,Laboral,2010,1,Gener,13,20,Tarda,Desconegut,0,0,0,0,1,"4583712,23","433128,54",20100113,13/01/2010,"433128,54/4583712,23",41.4021714279,2.19999300434,"41.4021714279, 2.19999300434","(41.4021714279, 2.19999300434)",False,Laboral,,2000.0,[],Xoc contra element estàtic,No hi ha causa mediata
2010S006730,10,Sant Martí,104-10-68,el Poblenou,14209,Amistat,0035 0035,Dilluns,1,Laboral,2010,10,Octubre,4,17,Tarda,Desconegut,0,1,0,1,2,"4583542,46","433645,64",20101004,04/10/2010,"433645,64/4583542,46",41.4006851966,2.20619729216,"41.4006851966, 2.20619729216","(41.4006851966, 2.20619729216)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2010S003409,10,Sant Martí,104-10-68,el Poblenou,42306,Bilbao,0119 0119,Dimarts,2,Laboral,2010,5,Maig,18,12,Matí,Desconegut,0,1,0,1,2,"4584057,72","433134,57",20100518,18/05/2010,"433134,57/4584057,72",41.4052836631,2.20002697146,"41.4052836631, 2.20002697146","(41.4052836631, 2.20002697146)",False,Laboral,,2000.0,"[(41.40551, 2.19993)]",Col.lisió lateral,No hi ha causa mediata
2010S000291,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,4908,Àlaba,0056 0056,Dijous,4,Laboral,2010,1,Gener,14,13,Matí,Desconegut,0,1,0,1,2,"4583021,44","432691,98",20100114,14/01/2010,"432691,98/4583021,44",41.3959132454,2.19484757123,"41.3959132454, 2.19484757123","(41.3959132454, 2.19484757123)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2010S002180,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,197302,Marina,0072 0072,Dimarts,2,Laboral,2010,3,Març,30,12,Matí,Desconegut,0,4,0,4,2,"4582621,09","432339,20",20100330,30/03/2010,"432339,20/4582621,09",41.3922778001,2.19067267622,"41.3922778001, 2.19067267622","(41.3922778001, 2.19067267622)",False,Laboral,,2000.0,"[(41.39229, 2.19024)]",Abast,No hi ha causa mediata
2010S000007,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,11200,Almogàvers,0116 0116,Divendres,5,Laboral,2010,1,Gener,1,21,Tarda,Desconegut,0,2,0,2,2,"4583163,24","432318,76",20100101,01/01/2010,"432318,76/4583163,24",41.3971590728,2.19036761307,"41.3971590728, 2.19036761307","(41.3971590728, 2.19036761307)",False,Festiu,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2010S008205,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,11200,Almogàvers,0136 0138,Dilluns,1,Laboral,2010,11,Novembre,29,9,Matí,Desconegut,0,1,0,1,2,"4583281,17","432445,53",20101129,29/11/2010,"432445,53/4583281,17",41.3982318948,2.19187078857,"41.3982318948, 2.19187078857","(41.3982318948, 2.19187078857)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
