NumeroDexpedient,CodiDistricte,NomDistricte,NkBarri,NomBarri,CodiCarrer,NomCarrer,NumPostalCaption,DescripcioDiaSetmana,DiaDeSetmana,DescripcioTipusDia,NkAny,MesDeAny,NomMes,DiaDeMes,HoraDeDia,DescripcioTorn,DescripcioCausaVianant,NumeroDeMorts,NumeroDeLesionatsLleus,NumeroDeLesionatsGreus,NumeroDeVictimes,NumeroDeVehiclesImplicats,CoordenadaUtmy,CoordenadaUtmx,DataNumeric,Data,CoordUTM,Lat,Lon,LatLonStr,LatLon,Pluja,DescripciTipusDia,MonumentProper,DistMonumentProper,creuaments,DescripciTipusAccident,DescripcioCausaMediata
2014S000217,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret,0262 0262,Dissabte,6,Laboral,2014,1,Gener,11,0,Nit,Creuar per fora pas de vianants,1,0,0,1,1,"4585086,56","431255,05",20140111,11/01/2014,"431255,05/4585086,56",41.4143915531,2.17742584193,"41.4143915531, 2.17742584193","(41.4143915531, 2.17742584193)",False,Festiu,,2000.0,[],Atropellament,No hi ha causa mediata
2014S003907,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,105304,Dos de Maig,0278 0278,Dimarts,2,Laboral,2014,5,Maig,27,17,Tarda,Desconegut,0,1,0,1,2,"4584772,78","431449,64",20140527,27/05/2014,"431449,64/4584772,78",41.4115820634,2.17978955005,"41.4115820634, 2.17978955005","(41.4115820634, 2.17978955005)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2014S003054,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,134801,Freser,0007 0007,Divendres,5,Laboral,2014,4,Abril,25,22,Nit,Desconegut,0,1,0,1,2,"4584800,79","431491,51",20140425,25/04/2014,"431491,51/4584800,79",41.4118379102,2.18028730725,"41.4118379102, 2.18028730725","(41.4118379102, 2.18028730725)",False,Laboral,,2000.0,"[(41.41207, 2.17995)]",Col.lisió lateral,No hi ha causa mediata
2014S008180,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,161101,Independència,0343 0343,Divendres,5,Laboral,2014,11,Novembre,7,15,Tarda,Desconegut,0,3,0,3,3,"4584865,16","431521,63",20141107,07/11/2014,"431521,63/4584865,16",41.4124202364,2.18064037615,"41.4124202364, 2.18064037615","(41.4124202364, 2.18064037615)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2014S003278,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,350308,València,0563 0563,Dilluns,1,Laboral,2014,5,Maig,5,6,Matí,Desconegut,0,1,0,1,2,"4584545,45","431816,61",20140505,05/05/2014,"431816,61/4584545,45",41.4095657903,2.18420556333,"41.4095657903, 2.18420556333","(41.4095657903, 2.18420556333)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2014S007683,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,18505,Aragó,0555 0555,Dijous,4,Laboral,2014,10,Octubre,23,8,Matí,Desconegut,0,1,0,1,2,"4584488,01","431940,62",20141023,23/10/2014,"431940,62/4584488,01",41.4090589563,2.18569562345,"41.4090589563, 2.18569562345","(41.4090589563, 2.18569562345)",False,Laboral,,2000.0,"[(41.4089, 2.18579), (41.4090599, 2.1852)]",Col.lisió lateral,No hi ha causa mediata
2014S005361,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,191204,Mallorca,0505 0513,Dissabte,6,Laboral,2014,7,Juliol,19,14,Tarda,Desconegut,0,1,0,1,4,"4584590,99","431675,12",20140719,19/07/2014,"431675,12/4584590,99",41.4099639396,2.18250769962,"41.4099639396, 2.18250769962","(41.4099639396, 2.18250769962)",False,Festiu,,2000.0,[],Abast multiple,No hi ha causa mediata
2014S005100,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,191204,Mallorca,0535B0535B,Dijous,4,Laboral,2014,7,Juliol,10,0,Nit,Desconegut,0,1,1,2,2,"4584713,40","431797,92",20140710,10/07/2014,"431797,92/4584713,40",41.4110768765,2.18396303461,"41.4110768765, 2.18396303461","(41.4110768765, 2.18396303461)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2014S003154,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,18505,Aragó,0607 0607,Dimarts,2,Laboral,2014,4,Abril,29,16,Tarda,Desconegut,0,1,0,1,2,"4584629,17","432098,83",20140429,29/04/2014,"432098,83/4584629,17",41.410343721,2.18757252299,"41.410343721, 2.18757252299","(41.410343721, 2.18757252299)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2014S003248,10,Sant Martí,101-10-65,el Clot,350308,València,0655 0659,Divendres,5,Laboral,2014,5,Maig,2,22,Nit,Desconegut,0,1,0,1,3,"4585042,67","432328,41",20140502,02/05/2014,"432328,41/4585042,67",41.4140873497,2.19027290189,"41.4140873497, 2.19027290189","(41.4140873497, 2.19027290189)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2014S004270,10,Sant Martí,101-10-65,el Clot,209900,Meridiana,0198 0198,Dimarts,2,Laboral,2014,6,Juny,10,19,Tarda,Desconegut,0,1,0,1,2,"4585230,06","432171,99",20140610,10/06/2014,"432171,99/4585230,06",41.4157619253,2.18838042177,"41.4157619253, 2.18838042177","(41.4157619253, 2.18838042177)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2014S005643,10,Sant Martí,101-10-65,el Clot,42306,Bilbao,0220X0220X,Dijous,4,Laboral,2014,7,Juliol,31,8,Matí,Desconegut,0,1,0,1,2,"4584990,51","432540,41",20140731,31/07/2014,"432540,41/4584990,51",41.413635384,2.1928151707,"41.413635384, 2.1928151707","(41.413635384, 2.1928151707)",False,Laboral,,2000.0,"[(41.41362, 2.19311)]",Col.lisió lateral,No hi ha causa mediata
2014S004376,10,Sant Martí,101-10-65,el Clot,226400,Las Navas de Tolosa,0291B0291B,Divendres,5,Laboral,2014,6,Juny,13,21,Tarda,Creuar per fora pas de vianants,0,1,1,2,1,"4585328,68","432172,72",20140613,13/06/2014,"432172,72/4585328,68",41.4166502257,2.1883780981,"41.4166502257, 2.1883780981","(41.4166502257, 2.1883780981)",False,Laboral,,2000.0,[],Atropellament,Alcoholèmia
2014S006100,10,Sant Martí,101-10-65,el Clot,153205,Guipúscoa,0002 0002,Divendres,5,Laboral,2014,8,Agost,22,8,Matí,Desobeir el senyal del semàfor,0,2,0,2,1,"4585111,31","432633,75",20140822,22/08/2014,"432633,75/4585111,31",41.4147312224,2.193918469,"41.4147312224, 2.193918469","(41.4147312224, 2.193918469)",True,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2014S005709,10,Sant Martí,101-10-65,el Clot,115603,Espronceda,0287 0291,Dissabte,6,Laboral,2014,8,Agost,2,19,Tarda,Desconegut,0,1,0,1,2,"4585214,20","432663,12",20140802,02/08/2014,"432663,12/4585214,20",41.4156603827,2.19425841437,"41.4156603827, 2.19425841437","(41.4156603827, 2.19425841437)",True,Festiu,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2014S001440,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,209900,Meridiana,0149 0149,Dimecres,3,Laboral,2014,2,Febrer,26,15,Tarda,Desconegut,0,1,0,1,2,"4584884,13","432108,86",20140226,26/02/2014,"432108,86/4584884,13",41.4126409129,2.18766391106,"41.4126409129, 2.18766391106","(41.4126409129, 2.18766391106)",False,Laboral,,2000.0,"[(41.41286, 2.18793)]",Col.lisió fronto-lateral,No hi ha causa mediata
2014S006194,10,Sant Martí,101-10-65,el Clot,86200,Concili de Trento,0036 0040,Dijous,4,Laboral,2014,8,Agost,28,8,Matí,Desconegut,0,1,0,1,2,"4584929,46","432626,45",20140828,28/08/2014,"432626,45/4584929,46",41.4130927428,2.19385137942,"41.4130927428, 2.19385137942","(41.4130927428, 2.19385137942)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2014S002049,10,Sant Martí,101-10-65,el Clot,115603,Espronceda,0245 0245,Dimecres,3,Laboral,2014,3,Març,19,21,Tarda,Desconegut,0,1,0,1,2,"4585048,23","432828,96",20140319,19/03/2014,"432828,96/4585048,23",41.4141794199,2.19626106838,"41.4141794199, 2.19626106838","(41.4141794199, 2.19626106838)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2014S001145,10,Sant Martí,101-10-65,el Clot,18505,Aragó,0661U0661U,Divendres,5,Laboral,2014,2,Febrer,14,14,Tarda,Desconegut,0,2,0,2,3,"4585093,19","432551,03",20140214,14/02/2014,"432551,03/4585093,19",41.4145610827,2.19293078407,"41.4145610827, 2.19293078407","(41.4145610827, 2.19293078407)",False,Laboral,,2000.0,"[(41.41456, 2.1924199), (41.41456, 2.1924199)]",Abast multiple,No hi ha causa mediata
2014S006082,10,Sant Martí,101-10-65,el Clot,191204,Mallorca,0628 0630,Dijous,4,Laboral,2014,8,Agost,21,13,Matí,Desconegut,0,1,0,1,2,"4585084,11","432211,14",20140821,21/08/2014,"432211,14/4585084,11",41.4144507034,2.18886519431,"41.4144507034, 2.18886519431","(41.4144507034, 2.18886519431)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2014S007602,10,Sant Martí,102-10-72,Sant Martí de Provençals,30409,Bac de Roda,0161 0161,Dilluns,1,Laboral,2014,10,Octubre,20,19,Tarda,Desobeir el senyal del semàfor,0,1,0,1,2,"4585040,87","433018,94",20141020,20/10/2014,"433018,94/4585040,87",41.4141289871,2.19853488631,"41.4141289871, 2.19853488631","(41.4141289871, 2.19853488631)",False,Laboral,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2014S002309,10,Sant Martí,102-10-72,Sant Martí de Provençals,158504,Huelva,0066 0066,Dissabte,6,Laboral,2014,3,Març,29,5,Nit,Desconegut,0,0,0,0,2,"4585584,63","432915,70",20140329,29/03/2014,"432915,70/4585584,63",41.4190178587,2.19723937615,"41.4190178587, 2.19723937615","(41.4190178587, 2.19723937615)",False,Festiu,,2000.0,[],Xoc contra element estàtic,No hi ha causa mediata
2014S007138,10,Sant Martí,102-10-72,Sant Martí de Provençals,30409,Bac de Roda,0175 0175,Dissabte,6,Laboral,2014,10,Octubre,4,14,Tarda,Desconegut,0,6,0,6,4,"4585128,37","432937,09",20141004,04/10/2014,"432937,09/4585128,37",41.4149102476,2.19754589854,"41.4149102476, 2.19754589854","(41.4149102476, 2.19754589854)",False,Festiu,,2000.0,[],Abast multiple,No hi ha causa mediata
2014S001748,10,Sant Martí,102-10-72,Sant Martí de Provençals,30409,Bac de Roda,0184 0184,Dissabte,6,Laboral,2014,3,Març,8,15,Tarda,Desconegut,0,2,0,2,2,"4585178,39","432928,88",20140308,08/03/2014,"432928,88/4585178,39",41.4153600777,2.19744212372,"41.4153600777, 2.19744212372","(41.4153600777, 2.19744212372)",False,Festiu,,2000.0,[],Abast,No hi ha causa mediata
2014S000055,10,Sant Martí,102-10-72,Sant Martí de Provençals,153205,Guipúscoa,0029 0033,Divendres,5,Laboral,2014,1,Gener,3,19,Tarda,Desobeir el senyal del semàfor,0,1,0,1,1,"4585333,76","432801,94",20140103,03/01/2014,"432801,94/4585333,76",41.4167488436,2.19590607228,"41.4167488436, 2.19590607228","(41.4167488436, 2.19590607228)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2014S002334,10,Sant Martí,102-10-72,Sant Martí de Provençals,158504,Huelva,0032 0034,Diumenge,7,Laboral,2014,3,Març,30,13,Matí,Desconegut,0,1,0,1,2,"4585404,02","432727,65",20140330,30/03/2014,"432727,65/4585404,02",41.4173754381,2.19500938619,"41.4173754381, 2.19500938619","(41.4173754381, 2.19500938619)",True,Festiu,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2014S009002,10,Sant Martí,102-10-72,Sant Martí de Provençals,30409,Bac de Roda,0203 0211,Diumenge,7,Laboral,2014,12,Desembre,7,17,Tarda,Desconegut,0,1,0,1,3,"4585335,39","432726,24",20141207,07/12/2014,"432726,24/4585335,39",41.4167571906,2.19500014829,"41.4167571906, 2.19500014829","(41.4167571906, 2.19500014829)",False,Festiu,,2000.0,[],Xoc contra element estàtic,Alcoholèmia
2014S006547,10,Sant Martí,101-10-65,el Clot,18505,Aragó,0576 0576,Divendres,5,Laboral,2014,9,Setembre,12,13,Matí,Desconegut,0,1,0,1,2,"4584523,65","432022,10",20140912,12/09/2014,"432022,10/4584523,65",41.4093868496,2.18666640254,"41.4093868496, 2.18666640254","(41.4093868496, 2.18666640254)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2014S008204,10,Sant Martí,102-10-72,Sant Martí de Provençals,153205,Guipúscoa,0017 0017,Dissabte,6,Laboral,2014,11,Novembre,8,13,Matí,Desconegut,0,1,0,1,2,"4585234,66","432700,29",20141108,08/11/2014,"432700,29/4585234,66",41.4158477734,2.19470086589,"41.4158477734, 2.19470086589","(41.4158477734, 2.19470086589)",False,Festiu,,2000.0,"[(41.4162899, 2.19471)]",Col.lisió lateral,No hi ha causa mediata
2014S006039,10,Sant Martí,102-10-72,Sant Martí de Provençals,158504,Huelva,0010 0030,Dimarts,2,Laboral,2014,8,Agost,19,13,Matí,Desconegut,0,1,0,1,2,"4585332,86","432655,90",20140819,19/08/2014,"432655,90/4585332,86",41.4167285119,2.19415881915,"41.4167285119, 2.19415881915","(41.4167285119, 2.19415881915)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2014S002608,10,Sant Martí,101-10-65,el Clot,81603,Clot,0002C0002C,Dimarts,2,Laboral,2014,4,Abril,8,12,Matí,Desconegut,0,0,0,0,1,"4584343,69","432172,55",20140408,08/04/2014,"432172,55/4584343,69",41.4077787151,2.1884864854,"41.4077787151, 2.1884864854","(41.4077787151, 2.1884864854)",False,Laboral,,2000.0,[],Xoc contra element estàtic,No hi ha causa mediata
2014S001395,10,Sant Martí,101-10-65,el Clot,89004,Consell de Cent,0586 0586,Dimarts,2,Laboral,2014,2,Febrer,25,10,Matí,Desconegut,0,1,0,1,1,"4584271,46","431955,69",20140225,25/02/2014,"431955,69/4584271,46",41.407109834,2.18590026143,"41.407109834, 2.18590026143","(41.407109834, 2.18590026143)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2014S008804,10,Sant Martí,102-10-72,Sant Martí de Provençals,153205,Guipúscoa,0065 0065,Dissabte,6,Laboral,2014,11,Novembre,29,18,Tarda,Desconegut,0,1,0,1,1,"4585576,00","433049,67",20141129,29/11/2014,"433049,67/4585576,00",41.4189513047,2.19884332572,"41.4189513047, 2.19884332572","(41.4189513047, 2.19884332572)",True,Festiu,,2000.0,[],Atropellament,No hi ha causa mediata
2014S004485,10,Sant Martí,101-10-65,el Clot,89004,Consell de Cent,0611 0611,Dimecres,3,Laboral,2014,6,Juny,18,0,Nit,Desconegut,0,1,0,1,2,"4584356,67","432002,87",20140618,18/06/2014,"432002,87/4584356,67",41.4078812864,2.1864551066,"41.4078812864, 2.1864551066","(41.4078812864, 2.1864551066)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2014S001383,10,Sant Martí,101-10-65,el Clot,89004,Consell de Cent,0611 0611,Dilluns,1,Laboral,2014,2,Febrer,24,19,Tarda,Desconegut,0,1,0,1,2,"4584356,67","432002,87",20140224,24/02/2014,"432002,87/4584356,67",41.4078812864,2.1864551066,"41.4078812864, 2.1864551066","(41.4078812864, 2.1864551066)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2014S001898,10,Sant Martí,101-10-65,el Clot,105304,Dos de Maig,0208 0208,Divendres,5,Laboral,2014,3,Març,14,13,Matí,Desconegut,0,1,0,1,3,"4584351,74","431862,24",20140314,14/03/2014,"431862,24/4584351,74",41.407824975,2.18477327115,"41.407824975, 2.18477327115","(41.407824975, 2.18477327115)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2014S005240,10,Sant Martí,101-10-65,el Clot,146902,Glòries Catalanes,0019 0019,Dimarts,2,Laboral,2014,7,Juliol,15,11,Matí,Desconegut,0,1,0,1,2,"4584181,50","432172,41",20140715,15/07/2014,"432172,41/4584181,50",41.4063179074,2.188502988,"41.4063179074, 2.188502988","(41.4063179074, 2.188502988)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2014S008996,10,Sant Martí,101-10-65,el Clot,146902,Glòries Catalanes,0019 0019,Diumenge,7,Laboral,2014,12,Desembre,7,8,Matí,Desconegut,0,1,0,1,2,"4584181,50","432172,41",20141207,07/12/2014,"432172,41/4584181,50",41.4063179074,2.188502988,"41.4063179074, 2.188502988","(41.4063179074, 2.188502988)",False,Festiu,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2014S000015,10,Sant Martí,101-10-65,el Clot,161101,Independència,0265B0265B,Dimecres,3,Laboral,2014,1,Gener,1,23,Nit,Desconegut,0,1,0,1,2,"4584429,58","431934,23",20140101,01/01/2014,"431934,23/4584429,58",41.4085321546,2.18562574908,"41.4085321546, 2.18562574908","(41.4085321546, 2.18562574908)",False,Festiu,,2000.0,"[(41.4089, 2.18579)]",Col.lisió fronto-lateral,No hi ha causa mediata
2014S006528,10,Sant Martí,101-10-65,el Clot,169409,Corts Catalanes,0823 0823,Dijous,4,Laboral,2014,9,Setembre,11,1,Nit,Desconegut,0,3,0,3,3,"4584197,87","432229,70",20140911,11/09/2014,"432229,70/4584197,87",41.4064701789,2.1891865132,"41.4064701789, 2.1891865132","(41.4064701789, 2.1891865132)",False,Festiu,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2014S009533,10,Sant Martí,101-10-65,el Clot,169409,Corts Catalanes,0823 0823,Dimecres,3,Laboral,2014,12,Desembre,24,16,Tarda,Desconegut,0,1,0,1,2,"4584197,87","432229,70",20141224,24/12/2014,"432229,70/4584197,87",41.4064701789,2.1891865132,"41.4064701789, 2.1891865132","(41.4064701789, 2.1891865132)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2014S008960,10,Sant Martí,102-10-73,la Verneda i la Pau,318906,Santander,0053 0055,Divendres,5,Laboral,2014,12,Desembre,5,16,Tarda,Desconegut,0,1,0,1,2,"4586724,70","433393,66",20141205,05/12/2014,"433393,66/4586724,70",41.4293258891,2.20283274442,"41.4293258891, 2.20283274442","(41.4293258891, 2.20283274442)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2014S005774,10,Sant Martí,102-10-73,la Verneda i la Pau,208205,Menorca,0033 0033,Dimecres,3,Laboral,2014,8,Agost,6,1,Nit,Desconegut,0,0,0,0,5,"4586082,18","433193,74",20140806,06/08/2014,"433193,74/4586082,18",41.423522307,2.20051125272,"41.423522307, 2.20051125272","(41.423522307, 2.20051125272)",False,Laboral,,2000.0,[],Xoc contra element estàtic,Alcoholèmia
2014S006117,10,Sant Martí,102-10-73,la Verneda i la Pau,60807,Cantàbria,0063 0063,Dissabte,6,Laboral,2014,8,Agost,23,9,Matí,Desconegut,0,0,0,0,4,"4586241,58","433096,83",20140823,23/08/2014,"433096,83/4586241,58",41.4249499093,2.19933397621,"41.4249499093, 2.19933397621","(41.4249499093, 2.19933397621)",False,Festiu,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2014S002375,10,Sant Martí,102-10-72,Sant Martí de Provençals,342503,Treball,0166 0166,Dilluns,1,Laboral,2014,3,Març,31,23,Nit,Desconegut,0,1,0,1,2,"4585423,62","433430,56",20140331,31/03/2014,"433430,56/4585423,62",41.4176105084,2.20341756775,"41.4176105084, 2.20341756775","(41.4176105084, 2.20341756775)",True,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2014S009104,10,Sant Martí,102-10-73,la Verneda i la Pau,208205,Menorca,0108 0108,Dijous,4,Laboral,2014,12,Desembre,11,14,Tarda,Desconegut,0,1,0,1,2,"4586202,37","433440,38",20141211,11/12/2014,"433440,38/4586202,37",41.4246252941,2.20344935705,"41.4246252941, 2.20344935705","(41.4246252941, 2.20344935705)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2014S001710,10,Sant Martí,102-10-73,la Verneda i la Pau,318906,Santander,0033 0041,Divendres,5,Laboral,2014,3,Març,7,21,Tarda,Desconegut,0,1,0,1,2,"4586419,27","433186,65",20140307,07/03/2014,"433186,65/4586419,27",41.4265577836,2.20038916439,"41.4265577836, 2.20038916439","(41.4265577836, 2.20038916439)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2014S002028,10,Sant Martí,102-10-73,la Verneda i la Pau,208205,Menorca,0100 0100,Dimecres,3,Laboral,2014,3,Març,19,7,Matí,Desconegut,0,1,0,1,2,"4586182,83","433365,78",20140319,19/03/2014,"433365,78/4586182,83",41.424443119,2.20255881954,"41.424443119, 2.20255881954","(41.424443119, 2.20255881954)",False,Laboral,,2000.0,[],Col.lisió frontal,No hi ha causa mediata
2014S000509,10,Sant Martí,103-10-70,el Besòs i el Maresme,266551,Prim,0001 0001,Dimecres,3,Laboral,2014,1,Gener,22,14,Tarda,Desconegut,0,1,0,1,1,"4585204,34","434639,28",20140122,22/01/2014,"434639,28/4585204,34",41.4157347357,2.21790372813,"41.4157347357, 2.21790372813","(41.4157347357, 2.21790372813)",True,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2014S000833,10,Sant Martí,103-10-70,el Besòs i el Maresme,701266,Litoral (Llobregat),000550000,Dimarts,2,Laboral,2014,2,Febrer,4,7,Matí,Desconegut,0,1,0,1,2,"4584731,20","435017,20",20140204,04/02/2014,"435017,20/4584731,20",41.4115039269,2.22247628019,"41.4115039269, 2.22247628019","(41.4115039269, 2.22247628019)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2014S008329,10,Sant Martí,102-10-73,la Verneda i la Pau,153205,Guipúscoa,0162X0162X,Dijous,4,Laboral,2014,11,Novembre,13,8,Matí,Creuar per fora pas de vianants,0,2,0,2,1,"4586245,70","433794,86",20141113,13/11/2014,"433794,86/4586245,70",41.425044846,2.2076864536,"41.425044846, 2.2076864536","(41.425044846, 2.2076864536)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2014S001576,10,Sant Martí,103-10-70,el Besòs i el Maresme,701612,Fòrum,0001 0001,Dilluns,1,Laboral,2014,3,Març,3,8,Matí,Desconegut,0,1,0,1,2,"4584884,14","435045,77",20140303,03/03/2014,"435045,77/4584884,14",41.4128837305,2.22280167313,"41.4128837305, 2.22280167313","(41.4128837305, 2.22280167313)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
