NumeroDexpedient,CodiDistricte,NomDistricte,CodiBarri,NomBarri,CodiCarrer,NomCarrer,NumPostalCaption,DescripcioDiaSetmana,DiaSetmana,DescripcioTipusDia,NkAny,MesDeAny,NomMes,DiaDeMes,HoraDeDia,DescripcioTorn,DescripcioCausaVianant,NumeroDeMorts,NumeroDeLesionatsLleus,NumeroDeLesionatsGreus,NumeroDeVehiclesImplicats,CoordenadaUtmy,CoordenadaUtmx,DataNumeric,Data,CoordUTM,Lat,Lon,LatLonStr,LatLon,Pluja,DescripciTipusDia,MonumentProper,DistMonumentProper,creuaments,DescripciTipusAccident,DescripcioCausaMediata
2015S001386,10,Sant Martí,68,el Poblenou,62609,Icària,0215 0215,Dilluns,Dl,Laboral,2015,2,Febrer,23,8,Matí,No és causa del  vianant,0,1,0,2,"4583097,88","433277,95",20150223,23/02/2015,"433277,95/4583097,88",41.3966505526,2.20184798774,"41.3966505526, 2.20184798774","(41.3966505526, 2.20184798774)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S006747,10,Sant Martí,68,el Poblenou,55501,Calvell,0005 0005,Dilluns,Dl,Laboral,2015,9,Setembre,7,18,Tarda,No és causa del  vianant,0,1,0,2,"4583314,30","433668,11",20150907,07/09/2015,"433668,11/4583314,30",41.3986320714,2.20649107579,"41.3986320714, 2.20649107579","(41.3986320714, 2.20649107579)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S008010,10,Sant Martí,68,el Poblenou,55501,Calvell,0005 0005,Dissabte,Ds,Laboral,2015,10,Octubre,24,11,Matí,No és causa del  vianant,0,1,0,2,"4583314,30","433668,11",20151024,24/10/2015,"433668,11/4583314,30",41.3986320714,2.20649107579,"41.3986320714, 2.20649107579","(41.3986320714, 2.20649107579)",False,Festiu,,2000.0,[],Abast,No hi ha causa mediata
2015S008311,10,Sant Martí,68,el Poblenou,186703,Llull,0099 0099,Dimecres,Dc,Laboral,2015,11,Novembre,4,20,Tarda,No és causa del  vianant,0,2,0,2,"4583311,72","432897,25",20151104,04/11/2015,"432897,25/4583311,72",41.3985448737,2.19727065244,"41.3985448737, 2.19727065244","(41.3985448737, 2.19727065244)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S003415,10,Sant Martí,68,el Poblenou,186703,Llull,0120 0122,Dimarts,Dm,Laboral,2015,5,Maig,5,18,Tarda,No és causa del  vianant,0,1,0,2,"4583395,61","433016,56",20150505,05/05/2015,"433016,56/4583395,61",41.3993103961,2.19868850581,"41.3993103961, 2.19868850581","(41.3993103961, 2.19868850581)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S004890,10,Sant Martí,68,el Poblenou,700662,Salvador Espriu,0097 0097,Dijous,Dj,Laboral,2015,6,Juny,25,10,Matí,No és causa del  vianant,0,3,0,2,"4582953,45","433480,42",20150625,25/06/2015,"433480,42/4582953,45",41.3953664822,2.20428564502,"41.3953664822, 2.20428564502","(41.3953664822, 2.20428564502)",False,Laboral,,2000.0,[],Xoc contra element estÓtic,No hi ha causa mediata
2015S005236,10,Sant Martí,68,el Poblenou,700662,Salvador Espriu,0097 0097,Dimarts,Dm,Laboral,2015,7,Juliol,7,17,Tarda,No és causa del  vianant,0,1,0,4,"4582953,45","433480,42",20150707,07/07/2015,"433480,42/4582953,45",41.3953664822,2.20428564502,"41.3953664822, 2.20428564502","(41.3953664822, 2.20428564502)",False,Laboral,,2000.0,[],Abast multiple,No hi ha causa mediata
2015S000171,10,Sant Martí,68,el Poblenou,75702,Carmen Amaya,0002 0002,Divendres,Dv,Laboral,2015,1,Gener,9,11,Matí,No és causa del  vianant,0,2,0,1,"4583010,50","433417,89",20150109,09/01/2015,"433417,89/4583010,50",41.3958751423,2.20353145082,"41.3958751423, 2.20353145082","(41.3958751423, 2.20353145082)",False,Laboral,,2000.0,[],Caiguda interior vehicle,No hi ha causa mediata
2015S006775,10,Sant Martí,68,el Poblenou,700654,Litoral,0064 0064,Dimarts,Dm,Laboral,2015,9,Setembre,8,23,Nit,No és causa del  vianant,0,1,0,2,"4583040,05","433685,58",20150908,08/09/2015,"433685,58/4583040,05",41.3961634112,2.20673008136,"41.3961634112, 2.20673008136","(41.3961634112, 2.20673008136)",False,Laboral,,2000.0,[],Xoc contra element estÓtic,No hi ha causa mediata
2015S008751,10,Sant Martí,68,el Poblenou,367504,Doctor Trueta,0184 0184,Dijous,Dj,Laboral,2015,11,Novembre,19,17,Tarda,No és causa del  vianant,0,1,0,2,"4583348,06","433355,94",20151119,19/11/2015,"433355,94/4583348,06",41.3989103264,2.20275330738,"41.3989103264, 2.20275330738","(41.3989103264, 2.20275330738)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S000173,10,Sant Martí,68,el Poblenou,270901,Pujades,0101 0103,Divendres,Dv,Laboral,2015,1,Gener,9,15,Tarda,No és causa del  vianant,0,1,0,2,"4583499,03","432888,72",20150109,09/01/2015,"432888,72/4583499,03",41.4002312117,2.19714785724,"41.4002312117, 2.19714785724","(41.4002312117, 2.19714785724)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S005868,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,020830000,Dijous,Dj,Laboral,2015,7,Juliol,30,12,Matí,No és causa del  vianant,0,2,0,2,"4585808,01","433936,57",20150730,30/07/2015,"433936,57/4585808,01",41.4211143627,2.20943003762,"41.4211143627, 2.20943003762","(41.4211143627, 2.20943003762)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S009437,10,Sant Martí,68,el Poblenou,30500,Badajoz,0006 0006,Divendres,Dv,Laboral,2015,12,Desembre,11,21,Tarda,No és causa del  vianant,0,1,0,2,"4583104,53","433261,88",20151211,11/12/2015,"433261,88/4583104,53",41.3967091139,2.20165503784,"41.3967091139, 2.20165503784","(41.3967091139, 2.20165503784)",False,Laboral,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2015S002330,10,Sant Martí,68,el Poblenou,30500,Badajoz,0059 0059,Divendres,Dv,Laboral,2015,3,Març,27,5,Nit,No és causa del  vianant,0,1,0,2,"4583346,77","432997,21",20150327,27/03/2015,"432997,21/4583346,77",41.3988688953,2.19846245178,"41.3988688953, 2.19846245178","(41.3988688953, 2.19846245178)",False,Laboral,,2000.0,[],Col.lisi¾ frontal,No hi ha causa mediata
2015S005217,10,Sant Martí,68,el Poblenou,346800,Poblenou,0057B0059,Dimarts,Dm,Laboral,2015,7,Juliol,7,0,Nit,No és causa del  vianant,0,1,0,2,"4583766,08","433337,64",20150707,07/07/2015,"433337,64/4583766,08",41.4026738051,2.20248837897,"41.4026738051, 2.20248837897","(41.4026738051, 2.20248837897)",False,Laboral,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2015S007442,10,Sant Martí,68,el Poblenou,270901,Pujades,0211 0211,Diumenge,Dg,Laboral,2015,10,Octubre,4,11,Matí,No és causa del  vianant,0,1,0,2,"4584045,36","433438,75",20151004,04/10/2015,"433438,75/4584045,36",41.4051975829,2.20366717988,"41.4051975829, 2.20366717988","(41.4051975829, 2.20366717988)",False,Festiu,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S009276,10,Sant Martí,68,el Poblenou,367504,Doctor Trueta,0224B0224B,Diumenge,Dg,Laboral,2015,12,Desembre,6,17,Tarda,No és causa del  vianant,0,0,0,2,"4583534,43","433556,62",20151206,06/12/2015,"433556,62/4583534,43",41.4006055209,2.20513331801,"41.4006055209, 2.20513331801","(41.4006055209, 2.20513331801)",False,Festiu,,2000.0,[],Xoc contra element estÓtic,Alcoholèmia
2015S009384,10,Sant Martí,68,el Poblenou,701265,Litoral (Besòs),000760000,Dijous,Dj,Laboral,2015,12,Desembre,10,18,Tarda,No és causa del  vianant,0,5,0,4,"4583102,38","433705,19",20151210,10/12/2015,"433705,19/4583102,38",41.3967264189,2.20695781548,"41.3967264189, 2.20695781548","(41.3967264189, 2.20695781548)",False,Laboral,,2000.0,[],Abast multiple,No hi ha causa mediata
2015S003996,10,Sant Martí,68,el Poblenou,701265,Litoral (Besòs),000770000,Diumenge,Dg,Laboral,2015,5,Maig,24,1,Nit,No és causa del  vianant,0,1,0,2,"4583034,46","433630,18",20150524,24/05/2015,"433630,18/4583034,46",41.396108493,2.20606804616,"41.396108493, 2.20606804616","(41.396108493, 2.20606804616)",False,Festiu,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2015S008326,10,Sant Martí,68,el Poblenou,701266,Litoral (Llobregat),0023E0000,Dijous,Dj,Laboral,2015,11,Novembre,5,12,Matí,No és causa del  vianant,0,1,0,2,"4583157,32","433716,26",20151105,05/11/2015,"433716,26/4583157,32",41.3972221624,2.20708421242,"41.3972221624, 2.20708421242","(41.3972221624, 2.20708421242)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S009945,10,Sant Martí,68,el Poblenou,270901,Pujades,0219 0219,Dimarts,Dm,Laboral,2015,12,Desembre,29,20,Tarda,No és causa del  vianant,0,1,0,2,"4584083,01","433488,92",20151229,29/12/2015,"433488,92/4584083,01",41.4055408388,2.20426321636,"41.4055408388, 2.20426321636","(41.4055408388, 2.20426321636)",False,Laboral,,2000.0,"[(41.40581, 2.2040099)]",Col.lisi¾ lateral,No hi ha causa mediata
2015S005708,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,30409,Bac de Roda,0090X0090X,Divendres,Dv,Laboral,2015,7,Juliol,24,13,Matí,No és causa del  vianant,0,1,0,2,"4584463,90","433629,00",20150724,24/07/2015,"433629,00/4584463,90",41.4089829908,2.20589720323,"41.4089829908, 2.20589720323","(41.4089829908, 2.20589720323)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S001093,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,30409,Bac de Roda,0098X0098X,Dijous,Dj,Laboral,2015,2,Febrer,12,13,Matí,No és causa del  vianant,0,2,0,2,"4584514,79","433571,61",20150212,12/02/2015,"433571,61/4584514,79",41.4094366024,2.2052050314,"41.4094366024, 2.2052050314","(41.4094366024, 2.2052050314)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S000504,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,30409,Bac de Roda,0098X0098X,Dimecres,Dc,Laboral,2015,1,Gener,21,13,Matí,No és causa del  vianant,0,1,0,2,"4584514,79","433571,61",20150121,21/01/2015,"433571,61/4584514,79",41.4094366024,2.2052050314,"41.4094366024, 2.2052050314","(41.4094366024, 2.2052050314)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S000649,10,Sant Martí,68,el Poblenou,42306,Bilbao,0042 0042,Dimarts,Dm,Laboral,2015,1,Gener,27,8,Matí,No és causa del  vianant,0,1,0,1,"4583997,60","433525,21",20150127,27/01/2015,"433525,21/4583997,60",41.4047745753,2.20470672938,"41.4047745753, 2.20470672938","(41.4047745753, 2.20470672938)",False,Laboral,,2000.0,"[(41.405, 2.20507)]",Atropellament,No hi ha causa mediata
2015S009312,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,144601,Diagonal,0091 0091,Dimarts,Dm,Laboral,2015,12,Desembre,8,15,Tarda,No és causa del  vianant,0,2,0,3,"4584516,89","433663,98",20151208,08/12/2015,"433663,98/4584516,89",41.4094631451,2.2063098777,"41.4094631451, 2.2063098777","(41.4094631451, 2.2063098777)",False,Festiu,,2000.0,[],Abast multiple,No hi ha causa mediata
2015S003015,10,Sant Martí,68,el Poblenou,115603,Espronceda,0097 0097,Dimecres,Dc,Laboral,2015,4,Abril,22,9,Matí,No és causa del  vianant,0,1,0,2,"4584237,45","433623,01",20150422,22/04/2015,"433623,01/4584237,45",41.4069429218,2.20585037964,"41.4069429218, 2.20585037964","(41.4069429218, 2.20585037964)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S005392,10,Sant Martí,68,el Poblenou,115603,Espronceda,0111 0111,Dilluns,Dl,Laboral,2015,7,Juliol,13,13,Matí,No és causa del  vianant,0,3,0,2,"4584274,22","433587,02",20150713,13/07/2015,"433587,02/4584274,22",41.4072711267,2.20541579159,"41.4072711267, 2.20541579159","(41.4072711267, 2.20541579159)",False,Laboral,,2000.0,[],Caiguda interior vehicle,No hi ha causa mediata
2015S006902,10,Sant Martí,68,el Poblenou,242906,Pallars,0333 0333,Dilluns,Dl,Laboral,2015,9,Setembre,14,15,Tarda,No és causa del  vianant,0,1,0,2,"4584386,90","433612,55",20150914,14/09/2015,"433612,55/4584386,90",41.4082881141,2.20570885084,"41.4082881141, 2.20570885084","(41.4082881141, 2.20570885084)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S007538,10,Sant Martí,68,el Poblenou,242906,Pallars,0339 0339,Dimecres,Dc,Laboral,2015,10,Octubre,7,18,Tarda,No és causa del  vianant,0,1,0,2,"4584409,66","433634,45",20151007,07/10/2015,"433634,45/4584409,66",41.4084949158,2.20596835276,"41.4084949158, 2.20596835276","(41.4084949158, 2.20596835276)",True,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S008369,10,Sant Martí,68,el Poblenou,30409,Bac de Roda,0093 0093,Divendres,Dv,Laboral,2015,11,Novembre,6,12,Matí,No és causa del  vianant,0,1,0,2,"4584386,38","433660,00",20151106,06/11/2015,"433660,00/4584386,38",41.4082873481,2.20627657006,"41.4082873481, 2.20627657006","(41.4082873481, 2.20627657006)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S001813,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,322608,Selva de Mar,0001 0001,Dilluns,Dl,Laboral,2015,3,Març,9,17,Tarda,No és causa del  vianant,0,2,0,2,"4584159,42","434440,08",20150309,09/03/2015,"434440,08/4584159,42",41.406307178,2.21563356266,"41.406307178, 2.21563356266","(41.406307178, 2.21563356266)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S004157,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,322608,Selva de Mar,0007X0007X,Divendres,Dv,Laboral,2015,5,Maig,29,14,Tarda,No és causa del  vianant,0,1,0,2,"4584263,05","434346,85",20150529,29/05/2015,"434346,85/4584263,05",41.4072329389,2.21450700674,"41.4072329389, 2.21450700674","(41.4072329389, 2.21450700674)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S005594,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,700892,Garcia Fària,0099X0099X,Dilluns,Dl,Laboral,2015,7,Juliol,20,11,Matí,No és causa del  vianant,0,1,0,2,"4584614,94","434933,43",20150720,20/07/2015,"434933,43/4584614,94",41.4104500236,2.22148655692,"41.4104500236, 2.22148655692","(41.4104500236, 2.22148655692)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S003527,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701265,Litoral (Besòs),000600000,Divendres,Dv,Laboral,2015,5,Maig,8,18,Tarda,No és causa del  vianant,0,1,0,2,"4584321,79","434743,24",20150508,08/05/2015,"434743,24/4584321,79",41.4077942731,2.21924277232,"41.4077942731, 2.21924277232","(41.4077942731, 2.21924277232)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S002681,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701266,Litoral (Llobregat),000630000,Dissabte,Ds,Laboral,2015,4,Abril,11,0,Nit,No és causa del  vianant,0,2,0,3,"4584120,29","434515,94",20150411,11/04/2015,"434515,94/4584120,29",41.4059609267,2.21654531284,"41.4059609267, 2.21654531284","(41.4059609267, 2.21654531284)",False,Festiu,,2000.0,[],Abast multiple,Alcoholèmia
2015S009269,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,183603,Llacuna,0161 0161,Diumenge,Dg,Laboral,2015,12,Desembre,6,6,Matí,No és causa del  vianant,0,1,0,2,"4584399,72","432531,07",20151206,06/12/2015,"432531,07/4584399,72",41.4083135327,2.19276929972,"41.4083135327, 2.19276929972","(41.4083135327, 2.19276929972)",False,Festiu,,2000.0,"[(41.40849, 2.1928899), (41.40849, 2.1928899)]",Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S007732,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,30500,Badajoz,0108 0108,Dijous,Dj,Laboral,2015,10,Octubre,15,8,Matí,No és causa del  vianant,0,2,0,3,"4583690,51","432701,83",20151015,15/10/2015,"432701,83/4583690,51",41.4019401972,2.19489101751,"41.4019401972, 2.19489101751","(41.4019401972, 2.19489101751)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S001870,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,700654,Litoral,0081 0081,Dimecres,Dc,Laboral,2015,3,Març,11,9,Matí,No és causa del  vianant,0,1,0,2,"4583949,58","434417,76",20150311,11/03/2015,"434417,76/4583949,58",41.4044153795,2.21538928502,"41.4044153795, 2.21538928502","(41.4044153795, 2.21538928502)",False,Laboral,,2000.0,"[(41.40442, 2.21495)]",Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S003997,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,44403,Bolívia,0001 0003,Diumenge,Dg,Laboral,2015,5,Maig,24,0,Nit,No és causa del  vianant,0,1,0,3,"4583792,50","432234,50",20150524,24/05/2015,"432234,50/4583792,50",41.4028195374,2.18928932033,"41.4028195374, 2.18928932033","(41.4028195374, 2.18928932033)",False,Festiu,,2000.0,[],Altres,Alcoholèmia
2015S005256,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,700892,Garcia Fària,0015X0015X,Dimecres,Dc,Laboral,2015,7,Juliol,8,8,Matí,No és causa del  vianant,0,2,0,3,"4583678,43","433982,83",20150708,08/07/2015,"433982,83/4583678,43",41.4019376013,2.21021592796,"41.4019376013, 2.21021592796","(41.4019376013, 2.21021592796)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S008265,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,11200,Almogàvers,0188 0188,Dimarts,Dm,Laboral,2015,11,Novembre,3,9,Matí,No és causa del  vianant,0,1,0,2,"4583765,88","432824,43",20151103,03/11/2015,"432824,43/4583765,88",41.4026292866,2.1963492172,"41.4026292866, 2.1963492172","(41.4026292866, 2.1963492172)",True,Laboral,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2015S007516,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701278,Taulat,0261X0261X,Dimecres,Dc,Laboral,2015,10,Octubre,7,10,Matí,No és causa del  vianant,0,1,0,2,"4584135,65","434246,32",20151007,07/10/2015,"434246,32/4584135,65",41.406077262,2.21331818731,"41.406077262, 2.21331818731","(41.406077262, 2.21331818731)",True,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S005073,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701265,Litoral (Besòs),000640000,Dijous,Dj,Laboral,2015,7,Juliol,2,1,Nit,No és causa del  vianant,0,1,0,2,"4584035,27","434457,99",20150702,02/07/2015,"434457,99/4584035,27",41.4051904495,2.21586126512,"41.4051904495, 2.21586126512","(41.4051904495, 2.21586126512)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S008377,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701265,Litoral (Besòs),000700000,Divendres,Dv,Laboral,2015,11,Novembre,6,14,Tarda,No és causa del  vianant,0,1,0,2,"4583605,76","434034,68",20151106,06/11/2015,"434034,68/4583605,76",41.4012873364,2.21084408804,"41.4012873364, 2.21084408804","(41.4012873364, 2.21084408804)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S009138,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701266,Litoral (Llobregat),000650000,Dimarts,Dm,Laboral,2015,12,Desembre,1,21,Tarda,No és causa del  vianant,0,1,0,2,"4583978,79","434371,96",20151201,01/12/2015,"434371,96/4583978,79",41.4046747293,2.21483822658,"41.4046747293, 2.21483822658","(41.4046747293, 2.21483822658)",False,Laboral,,2000.0,"[(41.40442, 2.21495)]",Abast,No hi ha causa mediata
2015S006429,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,143609,Josep Pla,0001X0001X,Dimecres,Dc,Laboral,2015,8,Agost,26,10,Matí,No és causa del  vianant,0,2,0,3,"4584478,68","434687,41",20150826,26/08/2015,"434687,41/4584478,68",41.4092028091,2.21855792729,"41.4092028091, 2.21855792729","(41.4092028091, 2.21855792729)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S004763,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701278,Taulat,0134X0134X,Divendres,Dv,Laboral,2015,6,Juny,19,21,Tarda,No és causa del  vianant,0,2,0,2,"4583883,10","433960,69",20150619,19/06/2015,"433960,69/4583883,10",41.4037791944,2.2099287554,"41.4037791944, 2.2099287554","(41.4037791944, 2.2099287554)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S004848,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,197302,Marina,0097 0097,Dimarts,Dm,Laboral,2015,6,Juny,23,7,Matí,No és causa del  vianant,0,1,0,2,"4583003,15","432172,83",20150623,23/06/2015,"432172,83/4583003,15",41.3957048925,2.188640035,"41.3957048925, 2.188640035","(41.3957048925, 2.188640035)",False,Laboral,,2000.0,"[(41.39567, 2.1881)]",Col.lisi¾ lateral,No hi ha causa mediata
2015S001735,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0024 0024,Divendres,Dv,Laboral,2015,3,Març,6,8,Matí,No és causa del  vianant,0,1,0,2,"4583008,63","432142,40",20150306,06/03/2015,"432142,40/4583008,63",41.3957516821,2.18827544716,"41.3957516821, 2.18827544716","(41.3957516821, 2.18827544716)",False,Laboral,,2000.0,"[(41.39567, 2.1881)]",Col.lisi¾ lateral,No hi ha causa mediata
2015S003105,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0024 0024,Divendres,Dv,Laboral,2015,4,Abril,24,9,Matí,No és causa del  vianant,0,1,0,2,"4583008,63","432142,40",20150424,24/04/2015,"432142,40/4583008,63",41.3957516821,2.18827544716,"41.3957516821, 2.18827544716","(41.3957516821, 2.18827544716)",False,Laboral,,2000.0,"[(41.39567, 2.1881)]",Abast,No hi ha causa mediata
2015S001086,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0024 0024,Dijous,Dj,Laboral,2015,2,Febrer,12,11,Matí,No és causa del  vianant,0,1,0,2,"4583008,63","432142,40",20150212,12/02/2015,"432142,40/4583008,63",41.3957516821,2.18827544716,"41.3957516821, 2.18827544716","(41.3957516821, 2.18827544716)",False,Laboral,,2000.0,"[(41.39567, 2.1881)]",Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S003977,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,4908,Àlaba,0056 0056,Dissabte,Ds,Laboral,2015,5,Maig,23,10,Matí,No és causa del  vianant,0,1,0,2,"4583225,63","432785,71",20150523,23/05/2015,"432785,71/4583225,63",41.3977601688,2.19594601693,"41.3977601688, 2.19594601693","(41.3977601688, 2.19594601693)",False,Festiu,,2000.0,"[(41.39817, 2.19605), (41.39767, 2.19539)]",Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S006427,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,270901,Pujades,0081 0083,Dimecres,Dc,Laboral,2015,8,Agost,26,11,Matí,No és causa del  vianant,0,1,0,2,"4583369,73","432767,53",20150826,26/08/2015,"432767,53/4583369,73",41.3990565179,2.19571255705,"41.3990565179, 2.19571255705","(41.3990565179, 2.19571255705)",False,Laboral,,2000.0,[],Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S008067,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,11200,Almogàvers,0144 0144,Dimarts,Dm,Laboral,2015,10,Octubre,27,10,Matí,No és causa del  vianant,0,1,0,2,"4583516,97","432562,96",20151027,27/10/2015,"432562,96/4583516,97",41.4003655359,2.19324916189,"41.4003655359, 2.19324916189","(41.4003655359, 2.19324916189)",True,Laboral,,2000.0,[],Altres,No hi ha causa mediata
2015S004905,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,271100,Pujades,0033I0033I,Dijous,Dj,Laboral,2015,6,Juny,25,16,Tarda,No és causa del  vianant,0,1,0,2,"4582722,78","432039,67",20150625,25/06/2015,"432039,67/4582722,78",41.3931684385,2.18707877025,"41.3931684385, 2.18707877025","(41.3931684385, 2.18707877025)",False,Laboral,,2000.0,"[(41.39308, 2.187)]",Col.lisi¾ fronto-lateral,No hi ha causa mediata
2015S004304,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,286504,Roger de Flor,0002 0008,Dijous,Dj,Laboral,2015,6,Juny,4,15,Tarda,No és causa del  vianant,0,1,0,2,"4582588,74","431897,96",20150604,04/06/2015,"431897,96/4582588,74",41.3919491916,2.18539891376,"41.3919491916, 2.18539891376","(41.3919491916, 2.18539891376)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S007191,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,186703,Llull,0001B0001B,Dijous,Dj,Laboral,2015,9,Setembre,24,18,Tarda,No és causa del  vianant,0,1,0,2,"4582668,37","432219,51",20150924,24/09/2015,"432219,51/4582668,37",41.3926935597,2.18923584549,"41.3926935597, 2.18923584549","(41.3926935597, 2.18923584549)",True,Festiu,,2000.0,"[(41.39281, 2.18954), (41.39311, 2.18913)]",Abast,No hi ha causa mediata
2015S009508,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,171400,Joan d'Àustria,0090 0092,Dilluns,Dl,Laboral,2015,12,Desembre,14,16,Tarda,No és causa del  vianant,0,1,0,2,"4583086,98","432346,95",20151214,14/12/2015,"432346,95/4583086,98",41.3964745928,2.19071332229,"41.3964745928, 2.19071332229","(41.3964745928, 2.19071332229)",False,Laboral,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
2015S001236,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,209900,Meridiana,0062 0062,Dimecres,Dc,Laboral,2015,2,Febrer,18,13,Matí,No és causa del  vianant,0,1,0,2,"4583759,00","432144,10",20150218,18/02/2015,"432144,10/4583759,00",41.4025101882,2.18821168168,"41.4025101882, 2.18821168168","(41.4025101882, 2.18821168168)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2015S000201,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,330107,Tànger,0071 0071,Dissabte,Ds,Laboral,2015,1,Gener,10,13,Matí,No és causa del  vianant,0,1,0,2,"4583886,19","432530,01",20150110,10/01/2015,"432530,01/4583886,19",41.40368823,2.19281386602,"41.40368823, 2.19281386602","(41.40368823, 2.19281386602)",False,Festiu,,2000.0,[],Col.lisi¾ lateral,No hi ha causa mediata
