NumeroDexpedient,CodiDistricte,NomDistricte,NkBarri,NomBarri,CodiCarrer,NomCarrer,NumPostalCaption,DescripcioDiaSetmana,DiaDeSetmana,DescripcioTipusDia,NkAny,MesDeAny,NomMes,DiaDeMes,HoraDeDia,DescripcioTorn,DescripcioCausaVianant,NumeroDeMorts,NumeroDeLesionatsLleus,NumeroDeLesionatsGreus,NumeroDeVictimes,NumeroDeVehiclesImplicats,CoordenadaUtmy,CoordenadaUtmx,DataNumeric,Data,CoordUTM,Lat,Lon,LatLonStr,LatLon,Pluja,DescripciTipusDia,MonumentProper,DistMonumentProper,creuaments,DescripciTipusAccident,DescripcioCausaMediata
2012S001276,10,Sant Martí,102-10-72,Sant Martí de Provençals,60807,Cantàbria,0045 0045,Dimarts,2,Laboral,2012,2,Febrer,21,14,Tarda,Desconegut,0,0,0,0,2,"4585810,19","433086,89",20120221,21/02/2012,"433086,89/4585810,19",41.4210636838,2.19926276472,"41.4210636838, 2.19926276472","(41.4210636838, 2.19926276472)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2012S002900,10,Sant Martí,102-10-72,Sant Martí de Provençals,158504,Huelva,0059 0061,Dilluns,1,Laboral,2012,4,Abril,23,18,Tarda,Desconegut,0,1,0,1,1,"4585405,68","432812,60",20120423,23/04/2012,"432812,60/4585405,68",41.4173974965,2.19602562971,"41.4173974965, 2.19602562971","(41.4173974965, 2.19602562971)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2012S006766,10,Sant Martí,101-10-65,el Clot,161101,Independència,0265B0265B,Dijous,4,Laboral,2012,9,Setembre,27,9,Matí,Desconegut,0,1,0,1,2,"4584225,39","431840,48",20120927,27/09/2012,"431840,48/4584225,39",41.4066851354,2.18452718142,"41.4066851354, 2.18452718142","(41.4066851354, 2.18452718142)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2012S006061,10,Sant Martí,102-10-72,Sant Martí de Provençals,60807,Cantàbria,0029 0029,Diumenge,7,Laboral,2012,8,Agost,26,5,Nit,Desconegut,0,1,0,1,2,"4585658,44","433237,19",20120826,26/08/2012,"433237,19/4585658,44",41.41970942,2.20107796182,"41.41970942, 2.20107796182","(41.41970942, 2.20107796182)",False,Festiu,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2012S007925,10,Sant Martí,102-10-72,Sant Martí de Provençals,322608,Selva de Mar,0169 0177,Dilluns,1,Laboral,2012,11,Novembre,12,12,Matí,Desconegut,0,1,0,1,2,"4585113,11","433217,37",20121112,12/11/2012,"433217,37/4585113,11",41.4147961457,2.2009010138,"41.4147961457, 2.2009010138","(41.4147961457, 2.2009010138)",False,Laboral,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2012S007542,10,Sant Martí,102-10-72,Sant Martí de Provençals,15201,Andrade,0084 0086,Dissabte,6,Laboral,2012,10,Octubre,27,13,Matí,Desconegut,0,1,0,1,2,"4584954,77","432957,88",20121027,27/10/2012,"432957,88/4584954,77",41.4133484184,2.19781387969,"41.4133484184, 2.19781387969","(41.4133484184, 2.19781387969)",False,Festiu,,2000.0,"[(41.4137, 2.1981099)]",Col.lisió frontal,No hi ha causa mediata
2012S007418,10,Sant Martí,101-10-65,el Clot,180401,Lope de Vega,0303X0303X,Dimarts,2,Laboral,2012,10,Octubre,23,5,Nit,Desconegut,0,1,0,1,2,"4584869,56","432512,40",20121023,23/10/2012,"432512,40/4584869,56",41.4125436727,2.1924935418,"41.4125436727, 2.1924935418","(41.4125436727, 2.1924935418)",False,Laboral,,2000.0,"[(41.41279, 2.19253), (41.41294, 2.19234), (41.41279, 2.19253)]",Col.lisió fronto-lateral,Alcoholèmia
2012S006122,10,Sant Martí,101-10-65,el Clot,169409,Corts Catalanes,0859 0859,Dimecres,3,Laboral,2012,8,Agost,29,13,Matí,Desconegut,0,2,0,2,3,"4584272,87","432421,62",20120829,29/08/2012,"432421,62/4584272,87",41.4071618386,2.1914740772,"41.4071618386, 2.1914740772","(41.4071618386, 2.1914740772)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2012S004162,10,Sant Martí,101-10-65,el Clot,153205,Guipúscoa,0009 0009,Diumenge,7,Laboral,2012,6,Juny,10,13,Matí,Desconegut,0,1,0,1,2,"4584964,09","432538,54",20120610,10/06/2012,"432538,54/4584964,09",41.4133972702,2.19279574343,"41.4133972702, 2.19279574343","(41.4133972702, 2.19279574343)",False,Festiu,,2000.0,"[(41.41362, 2.19311), (41.41319, 2.19253), (41.41296, 2.1929), (41.4132, 2.1932299)]",Xoc contra element estàtic,Alcoholèmia
2012S001049,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,209900,Meridiana,0155 0155,Diumenge,7,Laboral,2012,2,Febrer,12,18,Tarda,Desconegut,0,1,0,1,2,"4584826,11","432008,40",20120212,12/02/2012,"432008,40/4584826,11",41.4121098527,2.18646851579,"41.4121098527, 2.18646851579","(41.4121098527, 2.18646851579)",False,Festiu,,2000.0,"[(41.41204, 2.18682), (41.41239, 2.18637), (41.41252, 2.18634)]",Caiguda interior vehicle,No hi ha causa mediata
2012S007605,10,Sant Martí,101-10-65,el Clot,169409,Corts Catalanes,0919 0921,Dimarts,2,Laboral,2012,10,Octubre,30,17,Tarda,Desconegut,0,0,0,0,1,"4584534,85","432648,49",20121030,30/10/2012,"432648,49/4584534,85",41.4095404559,2.19415899587,"41.4095404559, 2.19415899587","(41.4095404559, 2.19415899587)",True,Laboral,,2000.0,[],Xoc contra element estàtic,No hi ha causa mediata
2012S006754,10,Sant Martí,102-10-73,la Verneda i la Pau,153205,Guipúscoa,0166X0166X,Dijous,4,Laboral,2012,9,Setembre,27,0,Nit,Desconegut,0,6,0,6,2,"4586080,67","433741,27",20120927,27/09/2012,"433741,27/4586080,67",41.4235540506,2.20706325498,"41.4235540506, 2.20706325498","(41.4235540506, 2.20706325498)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2012S000615,10,Sant Martí,102-10-73,la Verneda i la Pau,169409,Corts Catalanes,1173 1175,Dijous,4,Laboral,2012,1,Gener,26,16,Tarda,Desconegut,0,1,0,1,1,"4585858,94","434009,17",20120126,26/01/2012,"434009,17/4585858,94",41.4215790412,2.21029319302,"41.4215790412, 2.21029319302","(41.4215790412, 2.21029319302)",False,Laboral,,2000.0,[],Xoc contra element estàtic,Alcoholèmia
2012S002086,10,Sant Martí,102-10-73,la Verneda i la Pau,266405,Prim,0196 0196,Dimecres,3,Laboral,2012,3,Març,21,15,Tarda,Desconegut,0,1,0,1,2,"4585972,92","433564,51",20120321,21/03/2012,"433564,51/4585972,92",41.4225689804,2.20495995147,"41.4225689804, 2.20495995147","(41.4225689804, 2.20495995147)",False,Laboral,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2012S005433,10,Sant Martí,102-10-72,Sant Martí de Provençals,3406,Agricultura,0260 0260,Dimecres,3,Laboral,2012,7,Juliol,25,18,Tarda,Desconegut,0,2,1,3,2,"4585552,39","433208,92",20120725,25/07/2012,"433208,92/4585552,39",41.4187519097,2.20075140949,"41.4187519097, 2.20075140949","(41.4187519097, 2.20075140949)",False,Laboral,,2000.0,"[(41.41875, 2.20046)]",Col.lisió fronto-lateral,No hi ha causa mediata
2012S000711,10,Sant Martí,102-10-73,la Verneda i la Pau,343200,Trajana,0042 0042,Dimarts,2,Laboral,2012,1,Gener,31,15,Tarda,Desconegut,0,1,0,1,2,"4586661,86","433373,82",20120131,31/01/2012,"433373,82/4586661,86",41.4287582632,2.20260224036,"41.4287582632, 2.20260224036","(41.4287582632, 2.20260224036)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2012S001316,10,Sant Martí,103-10-70,el Besòs i el Maresme,266405,Prim,0037 0039,Dijous,4,Laboral,2012,2,Febrer,23,10,Matí,Desconegut,0,1,0,1,1,"4584918,51","434506,57",20120223,23/02/2012,"434506,57/4584918,51",41.4131495331,2.21634682667,"41.4131495331, 2.21634682667","(41.4131495331, 2.21634682667)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2012S007348,10,Sant Martí,103-10-70,el Besòs i el Maresme,195409,Maresme,0044 0044,Dissabte,6,Laboral,2012,10,Octubre,20,8,Matí,Desconegut,0,0,0,0,3,"4584885,26","434411,51",20121020,20/10/2012,"434411,51/4584885,26",41.4128423066,2.21521310531,"41.4128423066, 2.21521310531","(41.4128423066, 2.21521310531)",True,Festiu,,2000.0,"[(41.41267, 2.21532)]",Xoc contra element estàtic,No hi ha causa mediata
2012S002982,10,Sant Martí,103-10-70,el Besòs i el Maresme,270107,Puigcerdà,0153 0153,Dijous,4,Laboral,2012,4,Abril,26,18,Tarda,Desconegut,0,1,0,1,2,"4585258,91","433828,13",20120426,26/04/2012,"433828,13/4585258,91",41.416159849,2.20819254646,"41.416159849, 2.20819254646","(41.416159849, 2.20819254646)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2012S001141,10,Sant Martí,104-10-68,el Poblenou,367504,Doctor Trueta,0121 0121,Dijous,4,Laboral,2012,2,Febrer,16,10,Matí,Desconegut,0,1,0,1,2,"4582913,99","432984,34",20120216,16/02/2012,"432984,34/4582913,99",41.394969889,2.19835640442,"41.394969889, 2.19835640442","(41.394969889, 2.19835640442)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2012S003823,10,Sant Martí,103-10-71,Provençals del Poblenou,115603,Espronceda,0194 0194,Dilluns,1,Laboral,2012,5,Maig,28,11,Matí,Desconegut,0,1,0,1,2,"4584622,85","432983,65",20120528,28/05/2012,"432983,65/4584622,85",41.4103610609,2.19815896319,"41.4103610609, 2.19815896319","(41.4103610609, 2.19815896319)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2012S008042,10,Sant Martí,103-10-71,Provençals del Poblenou,115603,Espronceda,0194 0194,Divendres,5,Laboral,2012,11,Novembre,16,8,Matí,Desconegut,0,1,0,1,2,"4584622,85","432983,65",20121116,16/11/2012,"432983,65/4584622,85",41.4103610609,2.19815896319,"41.4103610609, 2.19815896319","(41.4103610609, 2.19815896319)",True,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2012S004196,10,Sant Martí,103-10-71,Provençals del Poblenou,701414,C-31,020740000,Dilluns,1,Laboral,2012,6,Juny,11,17,Tarda,Desobeir el senyal del semàfor,0,1,0,1,1,"4584975,51","433201,57",20120611,11/06/2012,"433201,57/4584975,51",41.4135555092,2.20072716684,"41.4135555092, 2.20072716684","(41.4135555092, 2.20072716684)",False,Laboral,,2000.0,[],Atropellament,No hi ha causa mediata
2012S005258,10,Sant Martí,103-10-71,Provençals del Poblenou,701414,C-31,020750000,Dijous,4,Laboral,2012,7,Juliol,19,8,Matí,Desconegut,0,1,0,1,2,"4585044,97","433272,71",20120719,19/07/2012,"433272,71/4585044,97",41.4141870253,2.20157064811,"41.4141870253, 2.20157064811","(41.4141870253, 2.20157064811)",False,Laboral,,2000.0,"[(41.41437, 2.20175), (41.41423, 2.20196)]",Col.lisió fronto-lateral,No hi ha causa mediata
2012S000305,10,Sant Martí,103-10-71,Provençals del Poblenou,701414,C-31,020750000,Dissabte,6,Laboral,2012,1,Gener,14,17,Tarda,Desconegut,0,2,0,2,2,"4585044,97","433272,71",20120114,14/01/2012,"433272,71/4585044,97",41.4141870253,2.20157064811,"41.4141870253, 2.20157064811","(41.4141870253, 2.20157064811)",False,Festiu,,2000.0,"[(41.41437, 2.20175), (41.41423, 2.20196)]",Col.lisió lateral,No hi ha causa mediata
2012S007040,10,Sant Martí,103-10-71,Provençals del Poblenou,244800,Paraguai,0042 0042,Diumenge,7,Laboral,2012,10,Octubre,7,22,Nit,Desconegut,0,1,0,1,2,"4585416,41","433856,63",20121007,07/10/2012,"433856,63/4585416,41",41.4175807543,2.20851632197,"41.4175807543, 2.20851632197","(41.4175807543, 2.20851632197)",False,Festiu,,2000.0,"[(41.41744, 2.20899)]",Col.lisió frontal,No hi ha causa mediata
2012S009147,10,Sant Martí,103-10-71,Provençals del Poblenou,701414,C-31,020710000,Dimarts,2,Laboral,2012,12,Desembre,25,15,Tarda,Desconegut,0,1,0,1,2,"4584767,14","432988,19",20121225,25/12/2012,"432988,19/4584767,14",41.4116610176,2.19819729852,"41.4116610176, 2.19819729852","(41.4116610176, 2.19819729852)",False,Festiu,,2000.0,"[(41.4118, 2.19835)]",Col.lisió fronto-lateral,No hi ha causa mediata
2012S000526,10,Sant Martí,103-10-71,Provençals del Poblenou,42306,Bilbao,0170 0174,Dimarts,2,Laboral,2012,1,Gener,24,8,Matí,Desconegut,0,1,0,1,1,"4584480,62","432748,61",20120124,24/01/2012,"432748,61/4584480,62",41.4090604054,2.19536281577,"41.4090604054, 2.19536281577","(41.4090604054, 2.19536281577)",False,Laboral,,2000.0,"[(41.4092399, 2.19496), (41.40887, 2.19549)]",Atropellament,No hi ha causa mediata
2012S004005,10,Sant Martí,103-10-71,Provençals del Poblenou,30409,Bac de Roda,0170 0170,Dilluns,1,Laboral,2012,6,Juny,4,21,Tarda,Desconegut,0,1,0,1,2,"4584753,06","433051,30",20120604,04/06/2012,"433051,30/4584753,06",41.4115394626,2.19895390284,"41.4115394626, 2.19895390284","(41.4115394626, 2.19895390284)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2012S003422,10,Sant Martí,103-10-71,Provençals del Poblenou,169409,Corts Catalanes,0944 0946,Diumenge,7,Laboral,2012,5,Maig,13,7,Matí,Desconegut,1,0,0,1,1,"4584499,72","432762,21",20120513,13/05/2012,"432762,21/4584499,72",41.4092335712,2.19552339695,"41.4092335712, 2.19552339695","(41.4092335712, 2.19552339695)",False,Festiu,,2000.0,"[(41.4092399, 2.19496), (41.40887, 2.19549)]",Xoc contra element estàtic,No hi ha causa mediata
2012S006428,10,Sant Martí,103-10-71,Provençals del Poblenou,94300,Cristóbal de Moura,0002X0002X,Dimecres,3,Laboral,2012,9,Setembre,12,16,Tarda,Desconegut,0,1,0,1,2,"4584288,82","433271,06",20120912,12/09/2012,"433271,06/4584288,82",41.4073764584,2.20163429542,"41.4073764584, 2.20163429542","(41.4073764584, 2.20163429542)",False,Laboral,,2000.0,"[(41.40754, 2.20174), (41.40775, 2.20147)]",Abast,No hi ha causa mediata
2012S001111,10,Sant Martí,103-10-71,Provençals del Poblenou,701414,C-31,020800000,Dimarts,2,Laboral,2012,2,Febrer,14,21,Tarda,Desconegut,0,1,0,1,3,"4585396,55","433630,16",20120214,14/02/2012,"433630,16/4585396,55",41.4173832074,2.20580876879,"41.4173832074, 2.20580876879","(41.4173832074, 2.20580876879)",False,Laboral,,2000.0,[],Abast multiple,No hi ha causa mediata
2012S003839,10,Sant Martí,103-10-71,Provençals del Poblenou,322608,Selva de Mar,0142 0142,Dimarts,2,Laboral,2012,5,Maig,29,10,Matí,Desconegut,0,1,0,1,2,"4585000,05","433372,20",20120529,29/05/2012,"433372,20/4585000,05",41.4137906981,2.20276593814,"41.4137906981, 2.20276593814","(41.4137906981, 2.20276593814)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2012S006197,10,Sant Martí,104-10-69,Diagonal Mar i el Front Marítim del Poblenou,30409,Bac de Roda,0098X0098X,Diumenge,7,Laboral,2012,9,Setembre,2,7,Matí,Desconegut,0,1,0,1,2,"4584310,62","433477,86",20120902,02/09/2012,"433477,86/4584310,62",41.4075899455,2.20410588921,"41.4075899455, 2.20410588921","(41.4075899455, 2.20410588921)",True,Festiu,,2000.0,"[(41.40747, 2.2041)]",Col.lisió fronto-lateral,No hi ha causa mediata
2012S006578,10,Sant Martí,104-10-68,el Poblenou,115603,Espronceda,0080 0080,Dimecres,3,Laboral,2012,9,Setembre,19,16,Tarda,Desconegut,0,1,0,1,3,"4583992,88","433599,59",20120919,19/09/2012,"433599,59/4583992,88",41.4047382105,2.20559703502,"41.4047382105, 2.20559703502","(41.4047382105, 2.20559703502)",True,Laboral,,2000.0,"[(41.40462, 2.20556)]",Abast multiple,No hi ha causa mediata
2012S007993,10,Sant Martí,104-10-68,el Poblenou,249304,Pere IV,0209 0211,Dimecres,3,Laboral,2012,11,Novembre,14,8,Matí,Desconegut,0,1,0,1,2,"4584070,11","433106,72",20121114,14/11/2012,"433106,72/4584070,11",41.4053929394,2.19969243792,"41.4053929394, 2.19969243792","(41.4053929394, 2.19969243792)",False,Laboral,,2000.0,"[(41.40551, 2.19993)]",Altres,No hi ha causa mediata
2012S001485,10,Sant Martí,104-10-68,el Poblenou,17579,Antic de València,0009 0009,Dimecres,3,Laboral,2012,2,Febrer,29,12,Matí,Desconegut,0,1,0,1,1,"4583823,86","433082,14",20120229,29/02/2012,"433082,14/4583823,86",41.403172988,2.19942561619,"41.403172988, 2.19942561619","(41.403172988, 2.19942561619)",False,Laboral,,2000.0,"[(41.40278, 2.19914)]",Atropellament,No hi ha causa mediata
2012S005189,10,Sant Martí,104-10-68,el Poblenou,332000,Taulat,0129 0129,Dilluns,1,Laboral,2012,7,Juliol,16,11,Matí,Desconegut,0,1,0,1,2,"4583475,41","433663,41",20120716,16/07/2012,"433663,41/4583475,41",41.4000827607,2.20641720358,"41.4000827607, 2.20641720358","(41.4000827607, 2.20641720358)",False,Laboral,,2000.0,[],Caiguda (dues rodes),No hi ha causa mediata
2012S004671,10,Sant Martí,104-10-68,el Poblenou,332000,Taulat,0139 0143,Dimecres,3,Laboral,2012,6,Juny,27,19,Tarda,Desconegut,0,1,0,1,2,"4583509,29","433676,23",20120627,27/06/2012,"433676,23/4583509,29",41.4003889668,2.20656684314,"41.4003889668, 2.20656684314","(41.4003889668, 2.20656684314)",False,Laboral,,2000.0,[],Xoc contra element estàtic,No hi ha causa mediata
2012S001573,10,Sant Martí,104-10-68,el Poblenou,701266,Litoral (Llobregat),000720000,Dissabte,6,Laboral,2012,3,Març,3,3,Nit,Desconegut,0,1,0,1,1,"4583230,39","433832,68",20120303,03/03/2012,"433832,68/4583230,39",41.3978898739,2.20846876805,"41.3978898739, 2.20846876805","(41.3978898739, 2.20846876805)",False,Festiu,,2000.0,[],Bolcada (més de dues rodes),Alcoholèmia
2012S000367,10,Sant Martí,104-10-68,el Poblenou,701266,Litoral (Llobregat),0023E0000,Dimarts,2,Laboral,2012,1,Gener,17,19,Tarda,Desconegut,0,2,0,2,1,"4582953,15","433622,53",20120117,17/01/2012,"433622,53/4582953,15",41.3953755226,2.20598545634,"41.3953755226, 2.20598545634","(41.3953755226, 2.20598545634)",False,Laboral,,2000.0,[],Xoc contra element estàtic,No hi ha causa mediata
2012S002260,10,Sant Martí,104-10-68,el Poblenou,144601,Diagonal,0143 0147,Dimecres,3,Laboral,2012,3,Març,28,13,Matí,Desconegut,0,1,0,1,1,"4584121,85","432972,70",20120328,28/03/2012,"432972,70/4584121,85",41.4058477839,2.1980834504,"41.4058477839, 2.1980834504","(41.4058477839, 2.1980834504)",False,Laboral,,2000.0,[],Caiguda interior vehicle,No hi ha causa mediata
2012S009012,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,50803,Buenaventura Muñoz,0043 0043,Dijous,4,Laboral,2012,12,Desembre,20,11,Matí,Desconegut,0,1,0,1,2,"4582697,30","431981,44",20121220,20/12/2012,"431981,44/4582697,30",41.3929340248,2.1863851693,"41.3929340248, 2.1863851693","(41.3929340248, 2.1863851693)",False,Laboral,,2000.0,[],Col.lisió fronto-lateral,No hi ha causa mediata
2012S005032,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,11200,Almogàvers,0116 0116,Dimarts,2,Laboral,2012,7,Juliol,10,13,Matí,Desconegut,0,2,0,2,3,"4583163,24","432318,76",20120710,10/07/2012,"432318,76/4583163,24",41.3971590728,2.19036761307,"41.3971590728, 2.19036761307","(41.3971590728, 2.19036761307)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2012S000863,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,271100,Pujades,0029 0029,Dilluns,1,Laboral,2012,2,Febrer,6,9,Matí,Desconegut,0,1,0,1,2,"4582488,85","431937,36",20120206,06/02/2012,"431937,36/4582488,85",41.3910528463,2.18588137556,"41.3910528463, 2.18588137556","(41.3910528463, 2.18588137556)",False,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2012S008590,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,171400,Joan d'Àustria,0120 0124,Dimecres,3,Laboral,2012,12,Desembre,5,15,Tarda,Desconegut,0,1,0,1,2,"4583047,35","432095,93",20121205,05/12/2012,"432095,93/4583047,35",41.3960964994,2.18771527637,"41.3960964994, 2.18771527637","(41.3960964994, 2.18771527637)",False,Laboral,,2000.0,[],Abast,No hi ha causa mediata
2012S004063,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,330107,Tànger,0037 0037,Dimecres,3,Laboral,2012,6,Juny,6,19,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,"4583518,10","432268,01",20120606,06/06/2012,"432268,01/4583518,10",41.4003509211,2.18972087943,"41.4003509211, 2.18972087943","(41.4003509211, 2.18972087943)",False,Laboral,,2000.0,"[(41.40032, 2.18986)]",Atropellament,No hi ha causa mediata
2012S007883,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,330107,Tànger,0065 0067,Dissabte,6,Laboral,2012,11,Novembre,10,4,Nit,Desconegut,0,0,0,0,3,"4583633,64","432388,01",20121110,10/11/2012,"432388,01/4583633,64",41.4014016562,2.19114340056,"41.4014016562, 2.19114340056","(41.4014016562, 2.19114340056)",False,Festiu,,2000.0,"[(41.40158, 2.19155)]",Xoc contra element estàtic,Alcoholèmia
2012S007410,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,369204,Zamora,0067 0067,Dilluns,1,Laboral,2012,10,Octubre,22,19,Tarda,Desconegut,0,1,0,1,2,"4582859,32","432424,95",20121022,22/10/2012,"432424,95/4582859,32",41.3944306812,2.19167169846,"41.3944306812, 2.19167169846","(41.3944306812, 2.19167169846)",True,Laboral,,2000.0,[],Col.lisió lateral,No hi ha causa mediata
2012S004218,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,76807,Sardenya,0084 0084,Dimarts,2,Laboral,2012,6,Juny,12,10,Matí,Desconegut,0,2,0,2,2,"4582613,54","432143,03",20120612,12/06/2012,"432143,03/4582613,54",41.3921932722,2.18832725229,"41.3921932722, 2.18832725229","(41.3921932722, 2.18832725229)",False,Laboral,,2000.0,"[(41.39232, 2.188)]",Col.lisió lateral,No hi ha causa mediata
