entityid,codiincident,descripcioincident,codidistricte,nomdistricte,nkany,mesdeany,nommes,numerodincidentsgub
72ed55cb-c5de-4b2f-bf72-5611824e6e2b,301,ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS,1,Ciutat Vella,2015,5,Maig,293
72f986e7-cba0-4cfd-965d-4dbb881b7f36,301,ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS,4,Les Corts,2015,11,Novembre,54
72fa8eda-098e-488c-8318-5f30a27f5724,400,CONVIVÈNCIA VEINAL,2,Eixample,2015,3,Març,447
730a68ad-0284-483c-abc9-f9f332bb8d71,201,INCIDÈNCIES AMB PERILL PEL TRÀNSIT,5,Sarrià-Sant Gervasi,2015,4,Abril,33
731e52bf-f820-4fec-ae7f-9dded68f8af7,530,DELICTES CONTRA L ORDRE PÚBLIC,6,Gràcia,2015,11,Novembre,1
7320df83-d915-4294-990e-190e6d44516d,305,COL·LABORACIÓ AMB ALTRES SERVEIS,1,Ciutat Vella,2015,5,Maig,65
732ca60c-5393-4d6b-9380-8f99d6060db5,210,ACCIDENTS DE TRÀNSIT SENSE FERITS,1,Ciutat Vella,2015,3,Març,44
7335cf7e-1a0a-4afc-a19a-ba0f7ef59384,401,MOLESTIES PER GENERADORS,5,Sarrià-Sant Gervasi,2015,11,Novembre,1
7336d837-1f25-4cf9-b1fd-cafb40fdfbb3,660,VIOLÈNCIA DOMÈSTICA,5,Sarrià-Sant Gervasi,2015,2,Febrer,3
73400300-c033-4813-8039-b27f17e7422a,630,CONTRA LA LLIBERTAT SEXUAL,8,Nou Barris,2015,6,Juny,2
73654344-b745-4cdc-a0ef-e93aa391fce2,303,ASSISTÈNCIA A MALALTS MENTALS,8,Nou Barris,2015,4,Abril,4
736d2e07-0478-47da-86a1-3051e283504b,241,SUPORTS,-1,Desconegut,2015,4,Abril,2
737084dc-b8f5-4548-92d1-e203ea84db7e,300,ASSISTÈNCIA A PERSONES EN EDIFICI,6,Gràcia,2015,9,Setembre,27
738305f9-da95-41f3-b7f9-e8ea0444d943,0,INCENDIS,2,Eixample,2015,12,Desembre,62
738311cc-7a43-4086-9a57-fa9dc835d97e,300,ASSISTÈNCIA A PERSONES EN EDIFICI,2,Eixample,2015,4,Abril,57
7384c0b0-0133-4e7f-83f1-e1a6a2665203,62,AVARIES DE SERVEIS MUNICIPALS,5,Sarrià-Sant Gervasi,2015,7,Juliol,5
73a2d138-2091-4f0d-9c9f-9e0c22f47b4e,300,ASSISTÈNCIA A PERSONES EN EDIFICI,10,Sant Martí,2015,7,Juliol,47
73af8b3d-92b0-4809-b4fc-aa332524265b,240,CONTROLS DE TRÀNSIT,9,Sant Andreu,2015,4,Abril,60
73bdb67c-5691-40b5-a686-2a140b0a764f,630,CONTRA LA LLIBERTAT SEXUAL,5,Sarrià-Sant Gervasi,2015,11,Novembre,1
73c23c3f-75e6-46ec-a639-770f70b46b8f,70,SINISTRES EN EDIFICIS,6,Gràcia,2015,8,Agost,4
73ce38d3-4b5d-405d-806e-794ae74ad511,70,SINISTRES EN EDIFICIS,2,Eixample,2015,7,Juliol,13
73d7f819-2c37-471a-9d6d-0d27a24908a8,670,AGRESSIONS,9,Sant Andreu,2015,12,Desembre,15
73e1cb93-ed70-4bb1-bc16-1f707f6f699a,210,ACCIDENTS DE TRÀNSIT SENSE FERITS,4,Les Corts,2015,5,Maig,42
73e81c52-7ea7-4144-a7d7-43f9e1e9d44a,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,5,Sarrià-Sant Gervasi,2015,9,Setembre,31
73ea3533-7db0-4213-9dd8-d5b71338e31d,62,AVARIES DE SERVEIS MUNICIPALS,10,Sant Martí,2015,2,Febrer,14
73ea7f36-0116-4b02-a0c1-088df045bf6f,0,INCENDIS,2,Eixample,2015,4,Abril,59
740cd1db-ff77-4795-9878-1696b6525fa9,203,SENYALS AUTOMATITZADES,10,Sant Martí,2015,10,Octubre,60
741a4e35-5d85-4b83-b327-659448a74ab1,810,ABOCAMENT DE RESIDUS,6,Gràcia,2015,4,Abril,3
74346c63-0212-4dd8-8d5e-3e47dc004fba,201,INCIDÈNCIES AMB PERILL PEL TRÀNSIT,9,Sant Andreu,2015,6,Juny,23
743a6bcf-83a3-41ae-8067-0d09519828be,680,ALTRES ACTUACIONS DE S  C ,6,Gràcia,2015,1,Gener,37
743ec7c1-63db-40d8-a92b-ebe6a09f4948,220,INFRACCIONS EN GUALS I RESERVES,3,Sants-Montjuïc,2015,2,Febrer,179
7441f621-3f11-46c2-b384-ee7bd569a58e,0,INCENDIS,1,Ciutat Vella,2015,7,Juliol,38
74629474-85ed-4859-a624-d44e75d4753b,510,BARALLES,4,Les Corts,2015,6,Juny,4
74697323-e743-4c27-83b0-50fc0c395ed4,240,CONTROLS DE TRÀNSIT,8,Nou Barris,2015,7,Juliol,3
746c3f03-51a9-4d24-a898-87a6f413cf4a,620,ESTUPEFAENTS / PSICOTROPICS,4,Les Corts,2015,5,Maig,5
7475af69-b7e4-4501-95af-4740d6a7d9cb,670,AGRESSIONS,8,Nou Barris,2015,9,Setembre,28
747e7a34-9f7e-4412-83ff-b32e66495095,500,MANIFESTACIONS / CONCENTRACIONS,9,Sant Andreu,2015,12,Desembre,13
747ec763-d286-44e0-8fbd-97df41612aff,442,ALTRES INCIDÈNCIES AMB ANIMALS,8,Nou Barris,2015,5,Maig,17
74844251-3bb5-485c-a64a-6a3dfbf05fb1,830,ALTRES ACTUACIONS EN MEDI AMBIENT,5,Sarrià-Sant Gervasi,2015,12,Desembre,1
749d0799-eeab-4196-aef4-7f97136596a8,303,ASSISTÈNCIA A MALALTS MENTALS,5,Sarrià-Sant Gervasi,2015,9,Setembre,2
749f5a1d-0f66-477f-a64f-5e85c700a007,240,CONTROLS DE TRÀNSIT,7,Horta-Guinardó,2015,9,Setembre,22
74ab7e7c-84a9-4037-93e9-dfb83ba6f56c,451,OCUPACIONS D ESPAIS PÚBLICS,3,Sants-Montjuïc,2015,12,Desembre,6
74b319a6-2ae8-4f5f-b156-064670726f05,401,MOLESTIES PER GENERADORS,5,Sarrià-Sant Gervasi,2015,6,Juny,2
74b5db15-8bae-411c-a82e-a5c96a156dea,830,ALTRES ACTUACIONS EN MEDI AMBIENT,2,Eixample,2015,7,Juliol,4
74bc639f-597b-4ca6-b840-e5619047581e,202,RESTRICCIONS TEMPORALS DE TRÀNSIT,8,Nou Barris,2015,5,Maig,23
74d80abd-cabb-4c65-bdce-458e69e95c7e,440,ANIMALS DE COMPANYIA,9,Sant Andreu,2015,3,Març,23
74daa04b-1cd6-459b-b093-59e4f5bbd056,680,ALTRES ACTUACIONS DE S  C ,4,Les Corts,2015,2,Febrer,28
74fa2700-0e52-4a21-91f6-c3d7820d9b76,451,OCUPACIONS D ESPAIS PÚBLICS,1,Ciutat Vella,2015,3,Març,4
74fc64b6-494a-4a2e-89a9-c2695c276e8c,30,MATÈRIES PERILLOSES,3,Sants-Montjuïc,2015,8,Agost,3
74fea8aa-447d-466a-8b96-7a80c1ea810a,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,-1,Desconegut,2015,1,Gener,2
750505bb-2e65-4468-9986-aed1417f321b,680,ALTRES ACTUACIONS DE S  C ,9,Sant Andreu,2015,9,Setembre,81
7506f0d9-e321-495f-8b8a-f75058437251,511,VANDALISME,5,Sarrià-Sant Gervasi,2015,10,Octubre,11
75094232-270c-45dc-a205-cab4bd79c707,520,OCUPACIONS IL·LÍCITES,7,Horta-Guinardó,2015,12,Desembre,1
750bac83-3d49-433a-982b-22bc63767f26,630,CONTRA LA LLIBERTAT SEXUAL,2,Eixample,2015,7,Juliol,3
750f0001-352f-4309-99ce-393f972d4b6e,530,DELICTES CONTRA L ORDRE PÚBLIC,3,Sants-Montjuïc,2015,5,Maig,4
752387ba-ea41-4a6c-8a42-d679cea9f7b6,650,VIGILÀNCIA POLICIAL,10,Sant Martí,2015,7,Juliol,286
7527c448-5054-40c5-b196-60cc8b299898,610,ACTES CONTRA LA PROPIETAT PRIVADA,1,Ciutat Vella,2015,10,Octubre,508
7527d5ee-3606-4678-afcb-d473584028f0,301,ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS,9,Sant Andreu,2015,4,Abril,55
752b0d42-6ac4-47a9-b2ad-6cfae1f513e7,30,MATÈRIES PERILLOSES,10,Sant Martí,2015,1,Gener,1
752bde81-b991-4164-b106-7400ea78ccee,660,VIOLÈNCIA DOMÈSTICA,3,Sants-Montjuïc,2015,9,Setembre,8
753bf28b-ca82-4965-b7f0-217e047b6a09,21B,ACCIDENT REBUT PEL 080 (Recodificar),5,Sarrià-Sant Gervasi,2015,10,Octubre,3
754f6a3b-221d-4b42-924d-9122d18ce5ff,220,INFRACCIONS EN GUALS I RESERVES,3,Sants-Montjuïc,2015,9,Setembre,199
754ff606-fa70-4053-8f38-ef711229717d,50,ATEMPTATS,6,Gràcia,2015,5,Maig,1
75513fa5-a549-4af3-91c0-fbad43ecad11,500,MANIFESTACIONS / CONCENTRACIONS,6,Gràcia,2015,11,Novembre,24
7553b18b-72c6-4d67-8403-ca8f6b8a139d,520,OCUPACIONS IL·LÍCITES,3,Sants-Montjuïc,2015,11,Novembre,1
75627685-b1c3-4e75-b5fa-2f6eaed32bbd,650,VIGILÀNCIA POLICIAL,9,Sant Andreu,2015,4,Abril,392
7566a032-b2a1-4839-a01b-6c7628ba9248,0,INCENDIS,7,Horta-Guinardó,2015,5,Maig,27
75671bd5-0a57-42c1-974d-6f7bad978519,240,CONTROLS DE TRÀNSIT,2,Eixample,2015,9,Setembre,12
7567c393-14fd-4fb7-aa8a-cef437d700ac,204,SENYALS NO AUTOMATITZADES,10,Sant Martí,2015,5,Maig,2
757401d4-90a6-4f32-a634-61b2da3a8562,204,SENYALS NO AUTOMATITZADES,5,Sarrià-Sant Gervasi,2015,12,Desembre,5
75799a00-a32c-44ff-88c7-e0b67cd0286a,302,ASSISTÈNCIA A CONDUCTORS EN V  P ,9,Sant Andreu,2015,10,Octubre,5
757ef4a6-e833-4bc0-bef6-6748531e053e,420,INCIDÈNCIES DE LOCALS,5,Sarrià-Sant Gervasi,2015,12,Desembre,66
757fb5a1-e862-4189-bc9d-dc474dc2267d,0,INCENDIS,3,Sants-Montjuïc,2015,1,Gener,46
7581795b-60a3-4fc1-b133-e82f031bc928,220,INFRACCIONS EN GUALS I RESERVES,5,Sarrià-Sant Gervasi,2015,5,Maig,203
7581dc75-4525-4206-9733-c7c469f34509,303,ASSISTÈNCIA A MALALTS MENTALS,1,Ciutat Vella,2015,2,Febrer,3
75841b30-039f-45ea-9755-ba25e47e3a23,631,CONTRA ELS DRETS DELS TREBALLADORS,2,Eixample,2015,5,Maig,1
75844830-c6ff-45b0-841c-16b3d82deefc,510,BARALLES,-1,Desconegut,2015,5,Maig,1
758655ea-7ad1-4ffb-8d8c-089b3b3c9631,242,IMMOBILITZACIONS /DESIMMOBILITZACIONS,1,Ciutat Vella,2015,9,Setembre,1
7593d894-6004-46dd-95a5-4adfd3de1fda,210,ACCIDENTS DE TRÀNSIT SENSE FERITS,3,Sants-Montjuïc,2015,9,Setembre,80
75a982e3-33d6-405a-89c0-0ca21609b32e,70,SINISTRES EN EDIFICIS,3,Sants-Montjuïc,2015,12,Desembre,3
75b016d4-b9a8-482b-99b3-a369bdeb3a77,200,INCIDÈNCIES AMB AFECTACIÓ DE VIA,5,Sarrià-Sant Gervasi,2015,12,Desembre,106
75beb265-6d8e-42e2-9acd-c46d2f94150d,451,OCUPACIONS D ESPAIS PÚBLICS,-1,Desconegut,2015,11,Novembre,1
75c1da1d-07a2-4123-9cd4-25401d368c0b,241,SUPORTS,3,Sants-Montjuïc,2015,12,Desembre,47
75dd7ff3-d201-4357-abb2-347a5d2c97a3,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,10,Sant Martí,2015,4,Abril,21
75e697f5-0fc0-44b4-8359-51c4d8428feb,440,ANIMALS DE COMPANYIA,-1,Desconegut,2015,12,Desembre,2
75e9a5a0-9057-417c-b470-3207563e8bf3,480,ALARMES D INCENDI / ROBATORI,10,Sant Martí,2015,3,Març,10
75eabd75-f1f2-40f3-985a-d6425f20c310,200,INCIDÈNCIES AMB AFECTACIÓ DE VIA,3,Sants-Montjuïc,2015,7,Juliol,137
75ee7314-fb92-4864-8dbd-490ddd55a3db,240,CONTROLS DE TRÀNSIT,4,Les Corts,2015,9,Setembre,98
75f11a61-8410-4eeb-84f8-d377b21447fc,611,ACTES CONTRA LA PROPIETAT PÚBLICA,1,Ciutat Vella,2015,5,Maig,6
75f4cb5f-714c-46e9-b63c-c5fa90bb04cb,21M,ACCIDENT PROCEDENT PASSAREL·LA CME,5,Sarrià-Sant Gervasi,2015,12,Desembre,4
75f56229-76f8-4b80-a6fc-8cbad352fca3,203,SENYALS AUTOMATITZADES,5,Sarrià-Sant Gervasi,2015,2,Febrer,36
75fc40b7-e8a9-4d50-9e53-8a47de5d4715,440,ANIMALS DE COMPANYIA,8,Nou Barris,2015,11,Novembre,16
76022570-bfef-4ae4-94ff-38dfc37e2d8b,420,INCIDÈNCIES DE LOCALS,3,Sants-Montjuïc,2015,1,Gener,66
763672de-1998-4a0e-970b-ba1760b82347,411,VENDA AMBULANT,10,Sant Martí,2015,6,Juny,26
763ddaaa-7b02-4fcf-b3ab-26ee2a1eed79,420,INCIDÈNCIES DE LOCALS,6,Gràcia,2015,5,Maig,69
763df6be-81b3-460a-a3c9-b175b2819041,440,ANIMALS DE COMPANYIA,1,Ciutat Vella,2015,3,Març,25
763eec7c-5445-46a8-8489-4fa22a7f3c2f,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,8,Nou Barris,2015,9,Setembre,5
76498611-4322-430a-a55e-f5aa7ca293c2,211,ACCIDENTS DE TRÀNSIT AMB FERITS,4,Les Corts,2015,10,Octubre,79
764cfe88-938f-414f-9c73-1c5c11e5b1e0,670,AGRESSIONS,3,Sants-Montjuïc,2015,9,Setembre,28
7663e1c5-a3c5-41dd-8d1b-c9eddd1b80af,241,SUPORTS,3,Sants-Montjuïc,2015,3,Març,47
766d9a13-ac0a-4d70-aaef-5047844bd207,40,TRANSPORT PÚBLIC,7,Horta-Guinardó,2015,1,Gener,1
76828f51-09ff-4311-a1d1-822dcbe0f297,650,VIGILÀNCIA POLICIAL,1,Ciutat Vella,2015,2,Febrer,997
7686e281-420f-4658-9e1f-b6490b12b476,201,INCIDÈNCIES AMB PERILL PEL TRÀNSIT,4,Les Corts,2015,7,Juliol,11
7689a281-230f-4400-aa6b-9d8300ec9191,700,ACTIVITAT AMB PRESOS,3,Sants-Montjuïc,2015,5,Maig,13
76a2eecb-8e8a-4cc0-9379-cfa569d02146,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,3,Sants-Montjuïc,2015,12,Desembre,17
76ac363a-594b-4f14-b3d7-5927262198c8,202,RESTRICCIONS TEMPORALS DE TRÀNSIT,9,Sant Andreu,2015,5,Maig,54
76b51285-8be1-4308-b1bf-0d1fbc525f99,401,MOLESTIES PER GENERADORS,2,Eixample,2015,10,Octubre,5
76bf87c3-4830-4926-9bb5-abb957031670,411,VENDA AMBULANT,7,Horta-Guinardó,2015,3,Març,4
76cf1612-0548-40f7-bf35-8d7ad2659c27,242,IMMOBILITZACIONS /DESIMMOBILITZACIONS,2,Eixample,2015,3,Març,1
76d8331b-6a51-40dd-8faa-cbe3cb50f6f0,70,SINISTRES EN EDIFICIS,10,Sant Martí,2015,8,Agost,4
76ebfe90-7ac7-436e-8567-7ed0070a9f52,830,ALTRES ACTUACIONS EN MEDI AMBIENT,6,Gràcia,2015,8,Agost,1
76fa2f99-e57d-4944-a3c0-971d4d974e0a,451,OCUPACIONS D ESPAIS PÚBLICS,9,Sant Andreu,2015,3,Març,1
76fa456c-a017-4b63-8ae2-6a5b9af1f7de,0,INCENDIS,1,Ciutat Vella,2015,1,Gener,40
76fd4999-9115-470e-98bf-503b073437f6,305,COL·LABORACIÓ AMB ALTRES SERVEIS,5,Sarrià-Sant Gervasi,2015,11,Novembre,26
76fde055-32bf-4caf-8a82-e14d0272ad29,451,OCUPACIONS D ESPAIS PÚBLICS,6,Gràcia,2015,11,Novembre,8
770349a6-a853-4c32-8de0-8d61e3a0e988,305,COL·LABORACIÓ AMB ALTRES SERVEIS,9,Sant Andreu,2015,3,Març,37
770a84eb-ced7-4f70-9493-1016d352ad41,40,TRANSPORT PÚBLIC,10,Sant Martí,2015,8,Agost,3
771b2903-0eab-40a2-8bf5-b977bdd7a9f2,630,CONTRA LA LLIBERTAT SEXUAL,8,Nou Barris,2015,3,Març,1
771ec83d-e8c4-44d9-9618-0c4538278f65,660,VIOLÈNCIA DOMÈSTICA,5,Sarrià-Sant Gervasi,2015,1,Gener,3
771f64ab-fd4b-406c-aaab-623f62574da1,61,AVARIES DE SERVEIS PÚBLICS,8,Nou Barris,2015,6,Juny,13
7722d4f7-c8cf-42fa-bc02-72333ade890c,63,EDIFICIS OFICIALS,4,Les Corts,2015,5,Maig,1
772344e5-262f-4348-a596-1bd3c0257066,451,OCUPACIONS D ESPAIS PÚBLICS,7,Horta-Guinardó,2015,8,Agost,3
772481f4-5b41-4e67-b838-f83fc5aebd12,10,EXPLOSIONS,5,Sarrià-Sant Gervasi,2015,3,Març,2
772983e1-3b0e-419d-b21c-23748c282d11,421,INFRACCIONS EN LOCALS,3,Sants-Montjuïc,2015,11,Novembre,1
772ab522-ec6b-4876-b23b-9696289de35c,21B,ACCIDENT REBUT PEL 080 (Recodificar),2,Eixample,2015,1,Gener,10
772bd46f-45d5-4e67-b7c5-291bbfff5c2b,50,ATEMPTATS,6,Gràcia,2015,1,Gener,1
772fd77f-83be-415e-9406-d1f0fa2a0c2d,480,ALARMES D INCENDI / ROBATORI,8,Nou Barris,2015,2,Febrer,6
7734d212-7697-4539-a395-945479a0416c,510,BARALLES,9,Sant Andreu,2015,8,Agost,20
773570ae-369f-4f80-b546-a84e6a0e70d7,630,CONTRA LA LLIBERTAT SEXUAL,6,Gràcia,2015,12,Desembre,1
773d30ce-7c6c-47ee-a078-8e8618ef9e4d,30,MATÈRIES PERILLOSES,10,Sant Martí,2015,11,Novembre,2
774e5de9-24f9-412d-b49e-6fa2bb7f9226,401,MOLESTIES PER GENERADORS,9,Sant Andreu,2015,5,Maig,2
7755c226-992d-4dad-8b22-7ff250d77b94,241,SUPORTS,-1,Desconegut,2015,2,Febrer,3
775e6f3b-cda7-4f3e-8451-279cd9989606,500,MANIFESTACIONS / CONCENTRACIONS,-1,Desconegut,2015,9,Setembre,1
775f5f30-1c65-4d91-a52b-23d5664bca25,460,INCIDÈNCIES D ALIMENTS,3,Sants-Montjuïc,2015,11,Novembre,1
777663c4-5bfc-4a29-b888-c8e46c685d54,50,ATEMPTATS,2,Eixample,2015,1,Gener,17
777c4c8b-0a5b-462b-80f8-966cc6cb74d7,640,INFRACCIONS D ESTRANGERS,8,Nou Barris,2015,7,Juliol,1
777f303a-55f5-4582-87a7-818442a04e8b,21B,ACCIDENT REBUT PEL 080 (Recodificar),2,Eixample,2015,12,Desembre,3
778088e1-90aa-4bf5-b127-efd18c429346,0,INCENDIS,2,Eixample,2015,1,Gener,90
77857538-23a8-438c-ac42-c975eea39bc3,421,INFRACCIONS EN LOCALS,5,Sarrià-Sant Gervasi,2015,10,Octubre,2
77987b5f-93fd-4ebe-9b00-b8f68d0a7243,411,VENDA AMBULANT,3,Sants-Montjuïc,2015,3,Març,10
779b1e1a-9fb7-4eb5-9009-04c8cad2cf4d,620,ESTUPEFAENTS / PSICOTROPICS,6,Gràcia,2015,8,Agost,19
77a318e4-1ae6-494b-af1e-743a0b382bf7,201,INCIDÈNCIES AMB PERILL PEL TRÀNSIT,5,Sarrià-Sant Gervasi,2015,5,Maig,37
77b7fe05-b5e7-4c23-890b-19f27b75214c,511,VANDALISME,4,Les Corts,2015,10,Octubre,9
77bcc9ef-7652-4457-8e1d-e3b9d406cb9e,202,RESTRICCIONS TEMPORALS DE TRÀNSIT,4,Les Corts,2015,3,Març,35
77bf11e3-cede-49a0-acee-809cdfb8d9e6,203,SENYALS AUTOMATITZADES,-1,Desconegut,2015,6,Juny,1
77bfaaa5-9a05-4179-be48-ed048186bfa0,101,ÀMBIT EDUCATIU,8,Nou Barris,2015,11,Novembre,2
77cf119f-d4c2-4d7f-ac88-e444a3943d1e,411,VENDA AMBULANT,3,Sants-Montjuïc,2015,8,Agost,40
77d89f69-ac8a-4962-a9dc-9b19eb573b06,630,CONTRA LA LLIBERTAT SEXUAL,7,Horta-Guinardó,2015,4,Abril,2
77dbb011-43a0-4a63-b469-4f3eee3a5a71,421,INFRACCIONS EN LOCALS,3,Sants-Montjuïc,2015,4,Abril,4
77ee2344-39a4-473a-a3a3-96150a83e26c,241,SUPORTS,5,Sarrià-Sant Gervasi,2015,10,Octubre,31
7809ff12-2155-4125-ad75-54a24d38403a,202,RESTRICCIONS TEMPORALS DE TRÀNSIT,2,Eixample,2015,6,Juny,51
7812d110-a691-4a08-85ff-4645cbd95b5f,241,SUPORTS,8,Nou Barris,2015,1,Gener,16
7812fddf-85b9-49ea-83fb-1b4fd3a31d83,440,ANIMALS DE COMPANYIA,5,Sarrià-Sant Gervasi,2015,4,Abril,22
7835ff71-acdd-4ec3-a69f-53ba941925a3,301,ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS,6,Gràcia,2015,9,Setembre,96
7838040b-bf61-4751-a4a5-087c1d55d9a3,223,INFRACCIONS EN MOVIMENT (VEHICLES),10,Sant Martí,2015,5,Maig,1
784515ce-8c40-45f0-9bdd-b190c4ac1a8b,21M,ACCIDENT PROCEDENT PASSAREL·LA CME,-1,Desconegut,2015,10,Octubre,4
784760b8-7a61-45c5-8720-d156d51437a2,62,AVARIES DE SERVEIS MUNICIPALS,2,Eixample,2015,5,Maig,12
78490306-4b34-40ae-abe4-2c98ff4424a9,660,VIOLÈNCIA DOMÈSTICA,3,Sants-Montjuïc,2015,7,Juliol,21
784dcc9d-448d-40d6-92d8-0e75cb4a3f22,810,ABOCAMENT DE RESIDUS,2,Eixample,2015,1,Gener,5
7857dd63-35bc-46b1-a7c1-bbde2e0dc0d9,830,ALTRES ACTUACIONS EN MEDI AMBIENT,8,Nou Barris,2015,3,Març,2
786a613a-c5dd-41ea-839c-48bcc7ed8f9a,670,AGRESSIONS,3,Sants-Montjuïc,2015,11,Novembre,27
786c53da-06d4-4c22-b9e5-b1603658bcc8,422,INSPECCIONS / CONTROLS EN LOCALS,7,Horta-Guinardó,2015,10,Octubre,3
787938f2-4d7c-4c08-a737-d31a4e731b58,303,ASSISTÈNCIA A MALALTS MENTALS,1,Ciutat Vella,2015,5,Maig,7
787cd232-110d-48be-99de-85e0ef1ad0b5,0,INCENDIS,1,Ciutat Vella,2015,2,Febrer,22
7882376f-1d66-497b-9854-609bc1a78e4c,650,VIGILÀNCIA POLICIAL,10,Sant Martí,2015,4,Abril,443
7888284c-963f-4bdc-8df3-803e1a33590c,210,ACCIDENTS DE TRÀNSIT SENSE FERITS,6,Gràcia,2015,4,Abril,29
788d06f5-3082-4a2f-9524-0dd130d762a3,30,MATÈRIES PERILLOSES,7,Horta-Guinardó,2015,7,Juliol,2
78906301-26cb-4290-945b-7ea594ebe315,50,ATEMPTATS,-1,Desconegut,2015,5,Maig,1
78980485-5658-4b27-b80d-fdaebb9514cf,400,CONVIVÈNCIA VEINAL,9,Sant Andreu,2015,11,Novembre,165
789e2a82-612e-4990-9f2a-d310e749c46d,830,ALTRES ACTUACIONS EN MEDI AMBIENT,5,Sarrià-Sant Gervasi,2015,10,Octubre,1
78a49116-7174-4b14-b2ba-13dc0e89c8cb,50,ATEMPTATS,6,Gràcia,2015,11,Novembre,7
78a5ebf0-5aba-44c9-bc16-1b44727f02ac,221,INFRACCIONS PER ESTACIONAMENTS,8,Nou Barris,2015,2,Febrer,120
78bd9a1f-4ac9-410b-9887-0e285874b50e,240,CONTROLS DE TRÀNSIT,10,Sant Martí,2015,1,Gener,67
78cdfca1-5c11-4770-95ec-b26382f12386,63,EDIFICIS OFICIALS,2,Eixample,2015,11,Novembre,3
78cec9f2-3f9b-43ba-861c-fb4f8dd49869,400,CONVIVÈNCIA VEINAL,5,Sarrià-Sant Gervasi,2015,11,Novembre,186
78d3e333-d6ae-49e1-af39-bd0f12086061,440,ANIMALS DE COMPANYIA,10,Sant Martí,2015,11,Novembre,33
78dab3dd-2776-4852-8ea8-96b03eaa1ed3,422,INSPECCIONS / CONTROLS EN LOCALS,1,Ciutat Vella,2015,2,Febrer,13
78e0bcae-75a7-4ac1-9d76-27fbcc9903ac,50,ATEMPTATS,8,Nou Barris,2015,12,Desembre,3
78ea06e2-2e9c-4cdb-bad7-5afb84426cc2,0,INCENDIS,8,Nou Barris,2015,11,Novembre,22
78f8b5a7-de89-48e7-8b7d-fef6c527c677,200,INCIDÈNCIES AMB AFECTACIÓ DE VIA,9,Sant Andreu,2015,2,Febrer,47
79000aff-d504-4fc8-9377-3d7c47ba7bb8,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,1,Ciutat Vella,2015,1,Gener,29
7908b604-aaf3-4d22-a20a-c93bdc5169b9,442,ALTRES INCIDÈNCIES AMB ANIMALS,7,Horta-Guinardó,2015,2,Febrer,9
790fcd53-8cc9-43ac-aa3c-1d1ea8568ba1,242,IMMOBILITZACIONS /DESIMMOBILITZACIONS,2,Eixample,2015,2,Febrer,5
791448c0-c298-4e2c-afee-883a3103a55c,61,AVARIES DE SERVEIS PÚBLICS,9,Sant Andreu,2015,6,Juny,12
7915bbdd-5f15-455c-95fe-80ab3840f008,451,OCUPACIONS D ESPAIS PÚBLICS,3,Sants-Montjuïc,2015,5,Maig,10
792adce6-4017-4994-8b0f-a840df116ebb,301,ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS,9,Sant Andreu,2015,2,Febrer,69
793d596b-ad1e-438d-91cb-69efdcb6c20c,810,ABOCAMENT DE RESIDUS,6,Gràcia,2015,1,Gener,2
79456dbc-4bc6-4490-a4b4-0705d7a6f2cb,61,AVARIES DE SERVEIS PÚBLICS,1,Ciutat Vella,2015,7,Juliol,19
79537c2d-779b-44fe-b500-8f678aca0462,650,VIGILÀNCIA POLICIAL,1,Ciutat Vella,2015,4,Abril,825
7954a275-8e33-468f-8cc2-bf775ef5c515,440,ANIMALS DE COMPANYIA,7,Horta-Guinardó,2015,6,Juny,33
795b46aa-47e9-49ee-8e68-823bd6f55286,660,VIOLÈNCIA DOMÈSTICA,6,Gràcia,2015,6,Juny,12
79694998-6003-452d-811c-3d1356eb3533,300,ASSISTÈNCIA A PERSONES EN EDIFICI,2,Eixample,2015,12,Desembre,62
796f3025-47ed-4018-9da9-adeb055540e0,470,ALTRES INTERVENCIONS DE P  ADMINISTRATIVA,3,Sants-Montjuïc,2015,7,Juliol,113
7988fea9-7d71-486c-af73-132fb442d857,451,OCUPACIONS D ESPAIS PÚBLICS,6,Gràcia,2015,6,Juny,6
798eb5ab-8aec-464c-bc08-e91983d484d7,422,INSPECCIONS / CONTROLS EN LOCALS,5,Sarrià-Sant Gervasi,2015,12,Desembre,27
799939cc-6b28-4a4c-b5c6-4098974c17ee,305,COL·LABORACIÓ AMB ALTRES SERVEIS,7,Horta-Guinardó,2015,4,Abril,26
799ef63f-956a-4433-9c6f-1818e828a14d,203,SENYALS AUTOMATITZADES,4,Les Corts,2015,6,Juny,50
799ffd79-d937-4479-8f3c-a51a126486fc,202,RESTRICCIONS TEMPORALS DE TRÀNSIT,1,Ciutat Vella,2015,5,Maig,57
