entityid,codiincident,descripcioincident,codidistricte,nomdistricte,nkany,mesdeany,nommes,numerodincidentsgub
000c7919-8414-4d80-937d-a6c51063f2f9,201,INCIDÈNCIES AMB PERILL PEL TRÀNSIT,6,Gràcia,2015,3,Març,23
0028c36d-d283-43dd-8dbe-1832c46f599a,100,ÀMBIT DE PROTECCIÓ DEL MENOR,5,Sarrià-Sant Gervasi,2015,10,Octubre,9
002e47ca-c20e-457b-b168-3821b6654fd5,640,INFRACCIONS D ESTRANGERS,9,Sant Andreu,2015,5,Maig,2
0035c491-6b55-4197-ad5c-5a6b38215609,222,INFRACCIONS EN MOVIMENT,7,Horta-Guinardó,2015,4,Abril,58
003acacb-3e88-4c93-8318-b987591ee107,222,INFRACCIONS EN MOVIMENT,3,Sants-Montjuïc,2015,12,Desembre,137
00404886-c05e-4f1a-b6d1-3a16229ebf1c,500,MANIFESTACIONS / CONCENTRACIONS,2,Eixample,2015,9,Setembre,40
00499052-6fd2-42de-bc2f-a4147cb82eef,680,ALTRES ACTUACIONS DE S  C ,10,Sant Martí,2015,11,Novembre,156
004d3b34-48ca-4cca-9c77-d18b8dea8fda,450,OBRES / TREBALLS EN ESPAIS PÚBLICS,9,Sant Andreu,2015,3,Març,8
00500baa-80fd-4f9f-be33-324ccfd875cd,680,ALTRES ACTUACIONS DE S  C ,3,Sants-Montjuïc,2015,9,Setembre,114
0053b0e1-eea6-46ca-993a-0f87d3554e2f,510,BARALLES,6,Gràcia,2015,9,Setembre,9
005a6cac-1476-45af-bed5-01a4d9bd6963,610,ACTES CONTRA LA PROPIETAT PRIVADA,3,Sants-Montjuïc,2015,8,Agost,112
0065745a-e17a-4004-a5a9-7e9117c1f62b,202,RESTRICCIONS TEMPORALS DE TRÀNSIT,8,Nou Barris,2015,10,Octubre,20
00677a49-86f3-42c0-9c93-2b09b4fc3b23,442,ALTRES INCIDÈNCIES AMB ANIMALS,6,Gràcia,2015,11,Novembre,2
0069253f-afb7-4717-aa76-a4f6ff9ef399,223,INFRACCIONS EN MOVIMENT (VEHICLES),2,Eixample,2015,2,Febrer,4
006a5da1-cbbf-4258-82fb-9693317f555d,421,INFRACCIONS EN LOCALS,9,Sant Andreu,2015,7,Juliol,2
006ae415-1e8a-4494-8d12-c73ce2105e8d,50,ATEMPTATS,3,Sants-Montjuïc,2015,10,Octubre,3
007f0c51-11d0-407e-a1d1-2809eed60f79,50,ATEMPTATS,6,Gràcia,2015,9,Setembre,2
008e70b8-bbbd-4719-9786-ae466583e320,20,PLUJA TORRENCIAL,3,Sants-Montjuïc,2015,10,Octubre,3
009200b5-34dd-49b6-b3fa-3c0bd2b0f47d,800,FOGUERES / BARBACOES,7,Horta-Guinardó,2015,3,Març,1
009d73cf-2eed-481a-a7d8-725680673c79,240,CONTROLS DE TRÀNSIT,5,Sarrià-Sant Gervasi,2015,8,Agost,19
00a1d934-1029-448b-8de9-2646cc7d0af4,61,AVARIES DE SERVEIS PÚBLICS,7,Horta-Guinardó,2015,12,Desembre,20
00ae3ca8-2450-416f-9420-843ca5e97953,200,INCIDÈNCIES AMB AFECTACIÓ DE VIA,8,Nou Barris,2015,5,Maig,43
00b20b76-6b1f-481e-90dc-4b5f1eff22d3,500,MANIFESTACIONS / CONCENTRACIONS,3,Sants-Montjuïc,2015,7,Juliol,5
00b58aa4-1043-4580-a06e-4adab6200fa7,510,BARALLES,1,Ciutat Vella,2015,11,Novembre,39
00bb3213-7c47-4911-9f0d-b1c7635a3d93,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,3,Sants-Montjuïc,2015,1,Gener,21
00bc2974-02c3-44f5-b4e9-722d1572c6ba,400,CONVIVÈNCIA VEINAL,4,Les Corts,2015,5,Maig,90
00c8b819-663e-41f8-b437-e30790eb1bcf,620,ESTUPEFAENTS / PSICOTROPICS,8,Nou Barris,2015,9,Setembre,13
00c984f9-99bf-4511-ada9-99b9a6fb9526,210,ACCIDENTS DE TRÀNSIT SENSE FERITS,6,Gràcia,2015,12,Desembre,43
00c9c512-328a-48ae-a349-12cadec79a71,10,EXPLOSIONS,4,Les Corts,2015,8,Agost,1
00d8f466-c1dc-476f-9e28-2d497d94dc4c,400,CONVIVÈNCIA VEINAL,4,Les Corts,2015,6,Juny,119
00dc25f0-d1c7-46b8-9eca-253775fac08c,220,INFRACCIONS EN GUALS I RESERVES,1,Ciutat Vella,2015,9,Setembre,215
00f2bd56-eae4-4975-91c5-e00f2b4cbd6d,422,INSPECCIONS / CONTROLS EN LOCALS,5,Sarrià-Sant Gervasi,2015,9,Setembre,8
00f7e918-1407-48c0-b624-9c5f316905d7,211,ACCIDENTS DE TRÀNSIT AMB FERITS,8,Nou Barris,2015,8,Agost,32
0102c3eb-d909-417d-866c-67893759b8bf,240,CONTROLS DE TRÀNSIT,6,Gràcia,2015,8,Agost,25
01076339-41ad-41e5-947d-30bd905f2ad3,660,VIOLÈNCIA DOMÈSTICA,6,Gràcia,2015,2,Febrer,4
01123d76-219e-4272-a64a-cd7b929b6548,670,AGRESSIONS,4,Les Corts,2015,2,Febrer,9
0116ee75-a107-4e14-96aa-ddeb23314720,420,INCIDÈNCIES DE LOCALS,7,Horta-Guinardó,2015,6,Juny,67
011ef14e-c8d4-49e4-aae6-18cdf7bb87cf,305,COL·LABORACIÓ AMB ALTRES SERVEIS,8,Nou Barris,2015,8,Agost,23
012e35b7-5968-4a82-83ee-701522ba136f,222,INFRACCIONS EN MOVIMENT,4,Les Corts,2015,9,Setembre,49
01362505-0f74-41c1-9c93-893c5631eed4,200,INCIDÈNCIES AMB AFECTACIÓ DE VIA,9,Sant Andreu,2015,10,Octubre,69
0139a89b-1908-4a50-a624-1bdfac68b102,810,ABOCAMENT DE RESIDUS,3,Sants-Montjuïc,2015,11,Novembre,6
013fb290-8ea5-4ae1-8a48-793985b11bd1,21,VENTS FORTS,1,Ciutat Vella,2015,1,Gener,11
013fe351-b17b-4873-a308-28a0792c1dd4,670,AGRESSIONS,9,Sant Andreu,2015,2,Febrer,6
016b898b-bc28-488e-9c11-a98a070c55bb,21,VENTS FORTS,3,Sants-Montjuïc,2015,9,Setembre,5
016fb070-2adb-48d8-99f8-8a20fff1fd05,630,CONTRA LA LLIBERTAT SEXUAL,10,Sant Martí,2015,5,Maig,3
0180fea6-313f-4991-9895-1d2e1d5366d9,430,ESPECTACLES EN ESPAIS PÚBLICS,9,Sant Andreu,2015,6,Juny,16
0183aec2-3109-40ef-85b4-4241194142ae,60,SUBMINISTRAMENTS BÀSICS,4,Les Corts,2015,2,Febrer,1
018bc39c-dd6f-416f-b305-060495a795c9,511,VANDALISME,8,Nou Barris,2015,11,Novembre,11
01a4d2dc-ab95-4cf2-b526-bb5b27c93be0,222,INFRACCIONS EN MOVIMENT,10,Sant Martí,2015,12,Desembre,102
01e1248f-7a59-46c7-96e1-49df7767c1d8,201,INCIDÈNCIES AMB PERILL PEL TRÀNSIT,5,Sarrià-Sant Gervasi,2015,2,Febrer,22
01fc89b1-ddf3-4ea4-88ca-6a39c58d1f52,200,INCIDÈNCIES AMB AFECTACIÓ DE VIA,3,Sants-Montjuïc,2015,11,Novembre,95
0200e29a-c452-4957-aedf-cfcf6b5eacf0,830,ALTRES ACTUACIONS EN MEDI AMBIENT,3,Sants-Montjuïc,2015,5,Maig,1
020871d4-2b7e-4647-b151-59cbed840476,21M,ACCIDENT PROCEDENT PASSAREL·LA CME,10,Sant Martí,2015,6,Juny,1
0221c5dc-6670-4eb7-a526-bb4c725636ea,513,CONFLICTES EN LOCALS,5,Sarrià-Sant Gervasi,2015,11,Novembre,11
0239729e-3293-4c24-b4e8-28ae366c02f8,422,INSPECCIONS / CONTROLS EN LOCALS,1,Ciutat Vella,2015,7,Juliol,36
023f11c8-b894-4cba-995c-cc235bebe984,202,RESTRICCIONS TEMPORALS DE TRÀNSIT,9,Sant Andreu,2015,6,Juny,52
024e858f-672b-40ea-99a9-dc836ad398dd,222,INFRACCIONS EN MOVIMENT,9,Sant Andreu,2015,11,Novembre,86
0251f1a2-21b7-4766-bc16-4f7bcea1d5a2,203,SENYALS AUTOMATITZADES,4,Les Corts,2015,3,Març,27
026b4341-65b8-47b5-b076-ac4889efd595,302,ASSISTÈNCIA A CONDUCTORS EN V  P ,5,Sarrià-Sant Gervasi,2015,5,Maig,9
026cb7c0-1ea7-4468-a743-5a09345c96f3,21B,ACCIDENT REBUT PEL 080 (Recodificar),7,Horta-Guinardó,2015,11,Novembre,2
027980f0-d8e7-496e-8fbd-5a350bdf7443,241,SUPORTS,6,Gràcia,2015,12,Desembre,23
028b4719-a49a-414a-ae17-bd5f88517e85,510,BARALLES,3,Sants-Montjuïc,2015,11,Novembre,21
028ea704-8ca1-4819-a8e4-e08f60735ec1,50,ATEMPTATS,10,Sant Martí,2015,10,Octubre,2
0291c681-0053-469a-a93d-60d1feb7c10b,611,ACTES CONTRA LA PROPIETAT PÚBLICA,6,Gràcia,2015,4,Abril,6
029b463e-87fc-496b-b15e-7c17ba60fe9b,211,ACCIDENTS DE TRÀNSIT AMB FERITS,7,Horta-Guinardó,2015,4,Abril,72
029f523b-3a57-43df-ac77-ff0c77eea3ba,305,COL·LABORACIÓ AMB ALTRES SERVEIS,5,Sarrià-Sant Gervasi,2015,3,Març,18
02ab078e-e963-496d-a3d4-fbc56fb7a2f1,61,AVARIES DE SERVEIS PÚBLICS,10,Sant Martí,2015,9,Setembre,21
02ac5586-2b6d-4514-b968-a78f0af4452a,451,OCUPACIONS D ESPAIS PÚBLICS,2,Eixample,2015,9,Setembre,12
02b585ce-01a0-4aea-82a8-bd800da8757e,640,INFRACCIONS D ESTRANGERS,8,Nou Barris,2015,3,Març,1
02b5ab50-eced-4226-b9ee-bbc78c76ab8a,450,OBRES / TREBALLS EN ESPAIS PÚBLICS,-1,Desconegut,2015,6,Juny,2
02b961e6-21e7-4105-abe6-f30022476189,40,TRANSPORT PÚBLIC,2,Eixample,2015,7,Juliol,2
02c12fce-42bd-4935-afae-4cc4cd44e189,204,SENYALS NO AUTOMATITZADES,10,Sant Martí,2015,11,Novembre,2
02c2ace1-3591-4fcc-8d4e-fc544408632f,451,OCUPACIONS D ESPAIS PÚBLICS,1,Ciutat Vella,2015,2,Febrer,1
02c449b3-3064-4b32-850f-e865715d8e8c,61,AVARIES DE SERVEIS PÚBLICS,1,Ciutat Vella,2015,4,Abril,17
02d31ee6-302f-4f80-ac95-da62ae401863,700,ACTIVITAT AMB PRESOS,3,Sants-Montjuïc,2015,6,Juny,8
02d3335a-b430-4f6d-bf05-1a5a4c837226,100,ÀMBIT DE PROTECCIÓ DEL MENOR,9,Sant Andreu,2015,3,Març,4
02e09fc3-0114-4326-982d-335563c255f7,300,ASSISTÈNCIA A PERSONES EN EDIFICI,3,Sants-Montjuïc,2015,8,Agost,48
02e20b5d-91cb-4b31-a46c-343163ef37b4,100,ÀMBIT DE PROTECCIÓ DEL MENOR,5,Sarrià-Sant Gervasi,2015,9,Setembre,4
030fe543-4e70-4d98-aba5-af5b0996f211,511,VANDALISME,4,Les Corts,2015,9,Setembre,7
03201260-d887-4ad0-a56e-a2003565e2f9,100,ÀMBIT DE PROTECCIÓ DEL MENOR,8,Nou Barris,2015,5,Maig,12
032019e5-00ef-4f3b-9c86-6f76a053755e,660,VIOLÈNCIA DOMÈSTICA,4,Les Corts,2015,9,Setembre,2
03357e43-4bb6-4e2c-a6e0-d41c3825e1c4,610,ACTES CONTRA LA PROPIETAT PRIVADA,3,Sants-Montjuïc,2015,11,Novembre,61
033a7088-5721-44db-a670-b693fc202c8f,630,CONTRA LA LLIBERTAT SEXUAL,4,Les Corts,2015,6,Juny,1
03477ffe-6b83-4533-8755-cbaefc686f11,700,ACTIVITAT AMB PRESOS,3,Sants-Montjuïc,2015,1,Gener,4
03594edd-1e3c-48d7-8db1-bbad3a10c799,230,TRASLLATS DE VEHICLES SENSE INFRACCIÓ,7,Horta-Guinardó,2015,3,Març,26
036a247f-94fd-496c-98be-d7ee2774da4a,305,COL·LABORACIÓ AMB ALTRES SERVEIS,3,Sants-Montjuïc,2015,1,Gener,36
036b725e-4a54-4176-bd0c-cdba70bc6944,30,MATÈRIES PERILLOSES,2,Eixample,2015,11,Novembre,8
03705909-5009-4257-a6c8-f64c76c30858,61,AVARIES DE SERVEIS PÚBLICS,8,Nou Barris,2015,8,Agost,25
0379237d-25d8-4068-8075-358edac9f02f,620,ESTUPEFAENTS / PSICOTROPICS,-1,Desconegut,2015,5,Maig,1
037fba05-4e4b-4aea-8076-b38c3045ea54,223,INFRACCIONS EN MOVIMENT (VEHICLES),8,Nou Barris,2015,9,Setembre,2
03813bc3-0265-4651-821b-7e83133eae94,441,ANIMALS / INSECTES PERILLOSOS,1,Ciutat Vella,2015,2,Febrer,1
0383b03b-61f1-4fbd-92dd-52e66f606adc,204,SENYALS NO AUTOMATITZADES,2,Eixample,2015,12,Desembre,3
038ab617-67ac-4af0-b994-27f584291fd9,305,COL·LABORACIÓ AMB ALTRES SERVEIS,4,Les Corts,2015,3,Març,15
038ad397-52ef-44fb-bed4-d5f1d9d70385,610,ACTES CONTRA LA PROPIETAT PRIVADA,6,Gràcia,2015,5,Maig,40
03a770fa-3290-41d9-adf5-f98002f973ac,510,BARALLES,7,Horta-Guinardó,2015,3,Març,5
03aae9b8-318d-4830-bc3e-f732404fec5e,21,VENTS FORTS,2,Eixample,2015,9,Setembre,2
03abe7e7-2eca-44ea-a6c9-59f8517b03c8,21M,ACCIDENT PROCEDENT PASSAREL·LA CME,1,Ciutat Vella,2015,10,Octubre,1
03cca9a6-d1ec-456a-90b4-b231fc8fc69a,63,EDIFICIS OFICIALS,9,Sant Andreu,2015,10,Octubre,1
03e5f6fa-3de1-440d-abb1-234735bd75fd,422,INSPECCIONS / CONTROLS EN LOCALS,10,Sant Martí,2015,7,Juliol,8
03ff3092-21c2-400f-a31d-ca9f9a1cce52,430,ESPECTACLES EN ESPAIS PÚBLICS,10,Sant Martí,2015,12,Desembre,22
04059862-44fc-43e6-920a-1bf251abc348,211,ACCIDENTS DE TRÀNSIT AMB FERITS,9,Sant Andreu,2015,5,Maig,67
04086e20-22ea-4dfb-9b8c-2117aa0f94c1,302,ASSISTÈNCIA A CONDUCTORS EN V  P ,9,Sant Andreu,2015,6,Juny,5
040c8e95-e206-4784-9aed-796b076de9af,830,ALTRES ACTUACIONS EN MEDI AMBIENT,8,Nou Barris,2015,10,Octubre,1
042526d3-1b18-49f3-87f8-5bb2e2fa9630,660,VIOLÈNCIA DOMÈSTICA,2,Eixample,2015,2,Febrer,14
043af91f-ddb9-4dbd-b499-ac974701e8a6,810,ABOCAMENT DE RESIDUS,9,Sant Andreu,2015,12,Desembre,1
043e9f51-b410-40ef-b4a2-8513d029f739,680,ALTRES ACTUACIONS DE S  C ,5,Sarrià-Sant Gervasi,2015,8,Agost,60
04423295-5230-444e-bf0b-08648c8a32fa,100,ÀMBIT DE PROTECCIÓ DEL MENOR,5,Sarrià-Sant Gervasi,2015,4,Abril,7
044380ef-e6c6-4fee-af26-51da5b78cae9,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,4,Les Corts,2015,7,Juliol,1
0446be20-ffd1-4ebb-bb15-f77042e5347c,480,ALARMES D INCENDI / ROBATORI,8,Nou Barris,2015,8,Agost,13
0468b186-8f06-41ef-b1ff-1ca08a83bb44,100,ÀMBIT DE PROTECCIÓ DEL MENOR,8,Nou Barris,2015,8,Agost,6
046f4437-ab44-4fce-98b9-9bf0f4ed15a2,202,RESTRICCIONS TEMPORALS DE TRÀNSIT,-1,Desconegut,2015,3,Març,20
0473b4e5-e3ca-40aa-9957-feb061e36040,62,AVARIES DE SERVEIS MUNICIPALS,2,Eixample,2015,6,Juny,18
0490409d-9c8d-4a08-b01c-a434d035a513,810,ABOCAMENT DE RESIDUS,2,Eixample,2015,5,Maig,3
0495e676-351c-4963-ab79-b05680905e37,630,CONTRA LA LLIBERTAT SEXUAL,3,Sants-Montjuïc,2015,3,Març,1
049fdf04-2106-45a7-9a40-0855c44dc28d,441,ANIMALS / INSECTES PERILLOSOS,8,Nou Barris,2015,4,Abril,7
04b7f73f-66dc-45ad-9820-75dbfbeb43bf,441,ANIMALS / INSECTES PERILLOSOS,4,Les Corts,2015,6,Juny,5
04bc2b8d-de26-46eb-a6c9-7704a57145f8,420,INCIDÈNCIES DE LOCALS,9,Sant Andreu,2015,6,Juny,108
04cf4347-756f-46fd-b478-8dbb1e1feb17,221,INFRACCIONS PER ESTACIONAMENTS,7,Horta-Guinardó,2015,3,Març,132
04dbdcf4-baf0-4234-9768-1404acead795,61,AVARIES DE SERVEIS PÚBLICS,8,Nou Barris,2015,11,Novembre,17
04dc3dda-5062-4f14-9282-31e49b55f58c,200,INCIDÈNCIES AMB AFECTACIÓ DE VIA,5,Sarrià-Sant Gervasi,2015,6,Juny,76
04e24c2e-7f99-4767-ba65-e6b93eabb9ba,240,CONTROLS DE TRÀNSIT,-1,Desconegut,2015,5,Maig,4
04e6fa6c-3562-4d34-8312-48970ed40c3a,600,COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL,3,Sants-Montjuïc,2015,12,Desembre,16
04ecdcb1-4c33-4d92-8428-2624ef6375c4,240,CONTROLS DE TRÀNSIT,1,Ciutat Vella,2015,4,Abril,18
04f46c74-2027-4564-857b-a929982d79fc,421,INFRACCIONS EN LOCALS,9,Sant Andreu,2015,6,Juny,1
05032fb0-411c-44e9-8074-1a4f415b1356,21,VENTS FORTS,3,Sants-Montjuïc,2015,11,Novembre,40
0513459b-3eb6-4a9d-acfc-311b77f59ae3,301,ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS,6,Gràcia,2015,2,Febrer,57
0513c75f-b3d5-409f-ac66-40d83975b5d3,401,MOLESTIES PER GENERADORS,5,Sarrià-Sant Gervasi,2015,5,Maig,5
051b1d26-9ca9-47e5-9b8b-70f1175c0c74,221,INFRACCIONS PER ESTACIONAMENTS,5,Sarrià-Sant Gervasi,2015,3,Març,229
051c6684-da72-485b-ad73-70eedfd0518c,510,BARALLES,6,Gràcia,2015,3,Març,10
052760ff-ac88-4753-affc-bb785d2a7537,100,ÀMBIT DE PROTECCIÓ DEL MENOR,5,Sarrià-Sant Gervasi,2015,8,Agost,6
052f74fc-fef3-46d4-8d53-cd2e4b5aad37,680,ALTRES ACTUACIONS DE S  C ,7,Horta-Guinardó,2015,2,Febrer,54
0535c159-c4f9-4505-bff0-a44a8b7de750,810,ABOCAMENT DE RESIDUS,10,Sant Martí,2015,11,Novembre,6
053f0d74-fe1a-4a70-a3cc-ac05ef412b62,451,OCUPACIONS D ESPAIS PÚBLICS,3,Sants-Montjuïc,2015,9,Setembre,9
05451b1e-7d57-4c50-a0cb-267db00c9820,411,VENDA AMBULANT,3,Sants-Montjuïc,2015,7,Juliol,23
0546b4a0-f152-4d50-bc72-75436e3e3c3f,201,INCIDÈNCIES AMB PERILL PEL TRÀNSIT,4,Les Corts,2015,1,Gener,17
0549cf52-a08a-45c5-bfda-7a77b29a0916,221,INFRACCIONS PER ESTACIONAMENTS,6,Gràcia,2015,8,Agost,83
054d61f0-cff2-4f52-9c84-59c23cd99f81,640,INFRACCIONS D ESTRANGERS,1,Ciutat Vella,2015,3,Març,3
0557c02c-ed89-4334-8298-b79a67b2c7f0,660,VIOLÈNCIA DOMÈSTICA,10,Sant Martí,2015,9,Setembre,24
055935c1-ebb9-4449-a7f0-60c49c82d480,203,SENYALS AUTOMATITZADES,8,Nou Barris,2015,6,Juny,21
055cf193-362b-4318-8458-7e01e1dc9caa,70,SINISTRES EN EDIFICIS,7,Horta-Guinardó,2015,12,Desembre,2
05662e23-4fb4-4c60-a25d-0a0544205100,242,IMMOBILITZACIONS /DESIMMOBILITZACIONS,5,Sarrià-Sant Gervasi,2015,4,Abril,2
05671b54-3ec7-4000-9ce5-412c066d0b6e,221,INFRACCIONS PER ESTACIONAMENTS,-1,Desconegut,2015,6,Juny,1
05676c9f-c400-44fb-8f91-ca55614488a3,422,INSPECCIONS / CONTROLS EN LOCALS,-1,Desconegut,2015,4,Abril,1
056b52a7-fba0-4aff-888c-104dc3fdcfa9,480,ALARMES D INCENDI / ROBATORI,9,Sant Andreu,2015,7,Juliol,9
05735173-6c52-4543-80ba-8cc7a818c8cc,62,AVARIES DE SERVEIS MUNICIPALS,9,Sant Andreu,2015,2,Febrer,2
05767eff-0b06-4968-805e-608d1d7878ec,410,ACTIVITATS MOLESTES EN ESPAIS PÚBLICS,1,Ciutat Vella,2015,5,Maig,616
0582f313-5ab3-4661-b121-f4b69cfa6d33,610,ACTES CONTRA LA PROPIETAT PRIVADA,3,Sants-Montjuïc,2015,1,Gener,86
0589e56b-bde9-485e-bb00-3e6bdc1fb4df,200,INCIDÈNCIES AMB AFECTACIÓ DE VIA,10,Sant Martí,2015,7,Juliol,90
059c66c0-5dbf-405d-91c3-f2ccbe79c5b0,470,ALTRES INTERVENCIONS DE P  ADMINISTRATIVA,10,Sant Martí,2015,3,Març,118
05a3e854-cf0d-4fb2-8001-82d64ec10d6f,301,ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS,6,Gràcia,2015,11,Novembre,83
05bd2a59-dc61-4ff4-9dde-7be26f73152f,410,ACTIVITATS MOLESTES EN ESPAIS PÚBLICS,5,Sarrià-Sant Gervasi,2015,11,Novembre,167
05be70da-f608-4e4c-bc2a-c0a22fe1de1b,610,ACTES CONTRA LA PROPIETAT PRIVADA,10,Sant Martí,2015,2,Febrer,130
05c77837-515a-46e6-8b3a-54e0935ef74f,411,VENDA AMBULANT,9,Sant Andreu,2015,9,Setembre,4
05cb5e71-6192-4c2c-a750-b67e61ca88b7,222,INFRACCIONS EN MOVIMENT,3,Sants-Montjuïc,2015,8,Agost,226
05d62678-19f7-41e8-9f67-1d90b576c5aa,204,SENYALS NO AUTOMATITZADES,3,Sants-Montjuïc,2015,5,Maig,2
05e5e899-93e2-402f-a38d-0b5bf0694c9a,660,VIOLÈNCIA DOMÈSTICA,1,Ciutat Vella,2015,2,Febrer,11
05f0e755-61d5-45a9-8f54-0de44fad647c,222,INFRACCIONS EN MOVIMENT,6,Gràcia,2015,3,Març,64
05f6b056-8ef5-4f07-82d2-0158dc21c884,450,OBRES / TREBALLS EN ESPAIS PÚBLICS,9,Sant Andreu,2015,10,Octubre,5
05f9c975-cd91-4646-8c53-a0559e1712d6,61,AVARIES DE SERVEIS PÚBLICS,5,Sarrià-Sant Gervasi,2015,11,Novembre,18
0601879b-5216-41b3-b330-b97090d150e7,610,ACTES CONTRA LA PROPIETAT PRIVADA,-1,Desconegut,2015,4,Abril,4
0603df72-319b-4562-abc5-8c6268c8da97,223,INFRACCIONS EN MOVIMENT (VEHICLES),1,Ciutat Vella,2015,4,Abril,1
06086ff1-a66d-45c3-b5b8-0d3168c52a29,203,SENYALS AUTOMATITZADES,-1,Desconegut,2015,9,Setembre,1
060dbe32-127d-4b12-8f04-a69d78b1efe5,303,ASSISTÈNCIA A MALALTS MENTALS,8,Nou Barris,2015,10,Octubre,5
061c43b0-d2cd-44b4-b724-39729b0b54ab,70,SINISTRES EN EDIFICIS,9,Sant Andreu,2015,12,Desembre,2
062643bf-a722-467f-9a8f-8e516f167886,422,INSPECCIONS / CONTROLS EN LOCALS,5,Sarrià-Sant Gervasi,2015,3,Març,18
0639ecc5-95b0-42f9-977a-2fdd91d5768c,440,ANIMALS DE COMPANYIA,4,Les Corts,2015,3,Març,7
063e69e8-1210-45dc-8f73-4f29f597beaa,422,INSPECCIONS / CONTROLS EN LOCALS,3,Sants-Montjuïc,2015,6,Juny,34
0645952c-3418-46a5-96b8-75352ae257fa,223,INFRACCIONS EN MOVIMENT (VEHICLES),3,Sants-Montjuïc,2015,5,Maig,12
0646140e-89af-4c3a-be6d-4d4655beddc8,200,INCIDÈNCIES AMB AFECTACIÓ DE VIA,-1,Desconegut,2015,7,Juliol,16
064c29e4-86e4-4c7d-8df6-ae2c4961ab7c,410,ACTIVITATS MOLESTES EN ESPAIS PÚBLICS,5,Sarrià-Sant Gervasi,2015,10,Octubre,207
064da321-03be-488b-ac77-33d377ac21da,202,RESTRICCIONS TEMPORALS DE TRÀNSIT,9,Sant Andreu,2015,2,Febrer,48
067cc55a-b890-4a30-b06e-41c4b0017601,201,INCIDÈNCIES AMB PERILL PEL TRÀNSIT,3,Sants-Montjuïc,2015,12,Desembre,31
067e8230-af77-4b3c-81c8-948050a53688,202,RESTRICCIONS TEMPORALS DE TRÀNSIT,-1,Desconegut,2015,6,Juny,21
06852984-8f60-47b2-8e3f-05f3edfc7101,240,CONTROLS DE TRÀNSIT,9,Sant Andreu,2015,11,Novembre,19
068dea7e-b10a-4d12-bddb-d5787f12d4b2,21,VENTS FORTS,6,Gràcia,2015,1,Gener,6
0690ce7c-8bfc-456f-8cea-1b36d89609e9,660,VIOLÈNCIA DOMÈSTICA,5,Sarrià-Sant Gervasi,2015,4,Abril,2
06ab9e63-b422-444c-8597-889c086e26e0,450,OBRES / TREBALLS EN ESPAIS PÚBLICS,9,Sant Andreu,2015,8,Agost,14
06af6342-1009-4275-8442-8dd23db9b18f,513,CONFLICTES EN LOCALS,1,Ciutat Vella,2015,6,Juny,84
06b12959-665d-44ea-88eb-489ed5ccd188,40,TRANSPORT PÚBLIC,9,Sant Andreu,2015,7,Juliol,1
06b52e40-a1d7-4cde-afb9-5b8457e7e3aa,420,INCIDÈNCIES DE LOCALS,9,Sant Andreu,2015,8,Agost,68
06bbaae8-2d96-45d1-aa39-ce1440aabc4d,611,ACTES CONTRA LA PROPIETAT PÚBLICA,6,Gràcia,2015,5,Maig,4
06c58e49-2658-40c0-b870-cd1d26abd3c0,401,MOLESTIES PER GENERADORS,3,Sants-Montjuïc,2015,10,Octubre,1
06cf518e-2681-4d22-a8a2-acd1c7af8a4d,670,AGRESSIONS,9,Sant Andreu,2015,11,Novembre,14
06d5b181-ead0-48fd-8ef1-7b1f15504b19,400,CONVIVÈNCIA VEINAL,2,Eixample,2015,2,Febrer,427
06dd1a06-7dd7-4c7b-8cc5-6851402b2049,222,INFRACCIONS EN MOVIMENT,5,Sarrià-Sant Gervasi,2015,1,Gener,96
06e95b3d-9853-4e10-999d-10f4594a2582,411,VENDA AMBULANT,3,Sants-Montjuïc,2015,2,Febrer,10
06ec1840-5441-4985-8f76-ee461e0a21fc,510,BARALLES,8,Nou Barris,2015,1,Gener,16
06ecbfdc-5fff-45d6-a52a-e406fe4a5de6,421,INFRACCIONS EN LOCALS,1,Ciutat Vella,2015,5,Maig,5
06f7de28-dbcc-4567-80d4-f40c6b19e1be,301,ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS,8,Nou Barris,2015,4,Abril,62
06f99936-d40d-4178-9dbe-e7adcd283a9d,410,ACTIVITATS MOLESTES EN ESPAIS PÚBLICS,2,Eixample,2015,4,Abril,280
0711105e-f251-4a50-b824-96404c064412,211,ACCIDENTS DE TRÀNSIT AMB FERITS,-1,Desconegut,2015,5,Maig,9
071486f8-2070-43e0-89a4-417743989ffb,422,INSPECCIONS / CONTROLS EN LOCALS,8,Nou Barris,2015,4,Abril,12
0715a20e-0588-4cf0-b737-5c912b7da97b,660,VIOLÈNCIA DOMÈSTICA,8,Nou Barris,2015,7,Juliol,26
071c0456-1e72-453d-b18e-be5e182482fe,610,ACTES CONTRA LA PROPIETAT PRIVADA,4,Les Corts,2015,11,Novembre,30
072c491d-acfe-496c-a1bc-514f80b6bb0d,422,INSPECCIONS / CONTROLS EN LOCALS,2,Eixample,2015,11,Novembre,18
073830e2-62b7-4dd5-952f-6d33237e3e34,22,NEU I GEL,4,Les Corts,2015,2,Febrer,4
