CODI_INCIDENT;DESCRIPCIO_INCIDENT;CODI_DISTRICTE;NOM_DISTRICTE;ANY;MES;NOM_MES;NOMBRE_INCIDENTS
220;INFRACCIONS EN GUALS I RESERVES;2;Eixample;2012;1;Gener;343
240;CONTROLS DE TRÀNSIT;7;Horta-Guinardó;2012;1;Gener;127
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;6;Gràcia;2012;1;Gener;12
510;BARALLES;10;Sant Martí;2012;1;Gener;20
21M;ACCIDENT PROCEDENT PASSAREL·LA CME;8;Nou Barris;2012;10;Octubre;5
305;COL·LABORACIÓ AMB ALTRES SERVEIS;9;Sant Andreu;2012;11;Novembre;31
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;1;Ciutat Vella;2012;1;Gener;22
070;SINISTRES EN EDIFICIS;4;Les Corts;2012;11;Novembre;4
21B;ACCIDENT REBUT PEL 080 (Recodificar);6;Gràcia;2012;11;Novembre;1
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;2;Eixample;2012;1;Gener;16
442;ALTRES INCIDÈNCIES AMB ANIMALS;7;Horta-Guinardó;2012;1;Gener;2
441;ANIMALS / INSECTES PERILLOSOS;8;Nou Barris;2012;1;Gener;3
800;FOGUERES / BARBACOES;8;Nou Barris;2012;1;Gener;1
100;ÀMBIT DE PROTECCIÓ DEL MENOR;6;Gràcia;2012;1;Gener;4
421;INFRACCIONS EN LOCALS;3;Sants-Montjuïc;2012;1;Gener;5
240;CONTROLS DE TRÀNSIT;9;Sant Andreu;2012;2;Febrer;90
000;INCENDIS;8;Nou Barris;2012;2;Febrer;57
420;INCIDÈNCIES DE LOCALS;3;Sants-Montjuïc;2012;2;Febrer;54
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;5;Sarrià-Sant Gervasi;2012;2;Febrer;80
400;CONVIVÈNCIA VEINAL;3;Sants-Montjuïc;2012;2;Febrer;253
221;INFRACCIONS PER ESTACIONAMENTS;1;Ciutat Vella;2012;2;Febrer;91
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;5;Sarrià-Sant Gervasi;2012;2;Febrer;76
620;ESTUPEFAENTS / PSICOTROPICS;3;Sants-Montjuïc;2012;2;Febrer;30
100;ÀMBIT DE PROTECCIÓ DEL MENOR;7;Horta-Guinardó;2012;2;Febrer;6
440;ANIMALS DE COMPANYIA;6;Gràcia;2012;2;Febrer;14
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;10;Sant Martí;2012;2;Febrer;5
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;8;Nou Barris;2012;2;Febrer;20
21M;ACCIDENT PROCEDENT PASSAREL·LA CME;6;Gràcia;2012;2;Febrer;2
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;6;Gràcia;2012;2;Febrer;4
660;VIOLÈNCIA DOMÈSTICA;10;Sant Martí;2012;2;Febrer;9
640;INFRACCIONS D ESTRANGERS;2;Eixample;2012;2;Febrer;3
441;ANIMALS / INSECTES PERILLOSOS;3;Sants-Montjuïc;2012;2;Febrer;5
070;SINISTRES EN EDIFICIS;1;Ciutat Vella;2012;2;Febrer;9
030;MATÈRIES PERILLOSES;2;Eixample;2012;2;Febrer;2
211;ACCIDENTS DE TRÀNSIT AMB FERITS;8;Nou Barris;2012;3;Març;59
610;ACTES CONTRA LA PROPIETAT PRIVADA;3;Sants-Montjuïc;2012;3;Març;65
000;INCENDIS;3;Sants-Montjuïc;2012;3;Març;79
660;VIOLÈNCIA DOMÈSTICA;2;Eixample;2012;3;Març;15
305;COL·LABORACIÓ AMB ALTRES SERVEIS;9;Sant Andreu;2012;3;Març;29
480;ALARMES D INCENDI / ROBATORI;1;Ciutat Vella;2012;3;Març;6
810;ABOCAMENT DE RESIDUS;9;Sant Andreu;2012;3;Març;3
430;ESPECTACLES EN ESPAIS PÚBLICS;6;Gràcia;2012;2;Febrer;2
640;INFRACCIONS D ESTRANGERS;8;Nou Barris;2012;2;Febrer;2
800;FOGUERES / BARBACOES;5;Sarrià-Sant Gervasi;2012;2;Febrer;1
242;IMMOBILITZACIONS /DESIMMOBILITZACIONS;1;Ciutat Vella;2012;2;Febrer;2
631;CONTRA ELS DRETS DELS TREBALLADORS;2;Eixample;2012;2;Febrer;1
050;ATEMPTATS;2;Eixample;2012;2;Febrer;1
510;BARALLES;3;Sants-Montjuïc;2012;3;Març;16
070;SINISTRES EN EDIFICIS;7;Horta-Guinardó;2012;3;Març;6
640;INFRACCIONS D ESTRANGERS;9;Sant Andreu;2012;3;Març;1
204;SENYALS NO AUTOMATITZADES;6;Gràcia;2012;3;Març;1
102;REFORMA;10;Sant Martí;2012;3;Març;2
241;SUPORTS;6;Gràcia;2012;3;Març;9
221;INFRACCIONS PER ESTACIONAMENTS;5;Sarrià-Sant Gervasi;2012;4;Abril;151
610;ACTES CONTRA LA PROPIETAT PRIVADA;8;Nou Barris;2012;4;Abril;43
221;INFRACCIONS PER ESTACIONAMENTS;4;Les Corts;2012;4;Abril;63
670;AGRESSIONS;6;Gràcia;2012;4;Abril;5
480;ALARMES D INCENDI / ROBATORI;10;Sant Martí;2012;4;Abril;8
451;OCUPACIONS D ESPAIS PÚBLICS;2;Eixample;2012;4;Abril;16
611;ACTES CONTRA LA PROPIETAT PÚBLICA;4;Les Corts;2012;3;Març;1
451;OCUPACIONS D ESPAIS PÚBLICS;10;Sant Martí;2012;4;Abril;6
020;PLUJA TORRENCIAL;7;Horta-Guinardó;2012;4;Abril;3
611;ACTES CONTRA LA PROPIETAT PÚBLICA;8;Nou Barris;2012;4;Abril;2
440;ANIMALS DE COMPANYIA;4;Les Corts;2012;4;Abril;5
500;MANIFESTACIONS / CONCENTRACIONS;1;Ciutat Vella;2012;4;Abril;42
242;IMMOBILITZACIONS /DESIMMOBILITZACIONS;1;Ciutat Vella;2012;4;Abril;3
040;TRANSPORT PÚBLIC;2;Eixample;2012;4;Abril;4
500;MANIFESTACIONS / CONCENTRACIONS;9;Sant Andreu;2012;4;Abril;5
513;CONFLICTES EN LOCALS;10;Sant Martí;2012;4;Abril;12
460;INCIDÈNCIES D ALIMENTS;2;Eixample;2012;4;Abril;2
611;ACTES CONTRA LA PROPIETAT PÚBLICA;7;Horta-Guinardó;2012;4;Abril;1
242;IMMOBILITZACIONS /DESIMMOBILITZACIONS;8;Nou Barris;2012;3;Març;1
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;5;Sarrià-Sant Gervasi;2012;4;Abril;8
063;EDIFICIS OFICIALS;2;Eixample;2012;4;Abril;5
200;INCIDÈNCIES AMB AFECTACIÓ DE VIA;9;Sant Andreu;2012;5;Maig;49
650;VIGILÀNCIA POLICIAL;9;Sant Andreu;2012;5;Maig;274
470;ALTRES INTERVENCIONS DE P, ADMINISTRATIVA;5;Sarrià-Sant Gervasi;2012;5;Maig;49
680;ALTRES ACTUACIONS DE S, C,;2;Eixample;2012;5;Maig;148
430;ESPECTACLES EN ESPAIS PÚBLICS;1;Ciutat Vella;2012;5;Maig;8
513;CONFLICTES EN LOCALS;5;Sarrià-Sant Gervasi;2012;5;Maig;6
220;INFRACCIONS EN GUALS I RESERVES;6;Gràcia;2012;5;Maig;115
470;ALTRES INTERVENCIONS DE P, ADMINISTRATIVA;6;Gràcia;2012;5;Maig;54
630;CONTRA LA LLIBERTAT SEXUAL;9;Sant Andreu;2012;4;Abril;1
511;VANDALISME;3;Sants-Montjuïc;2012;5;Maig;9
620;ESTUPEFAENTS / PSICOTROPICS;10;Sant Martí;2012;5;Maig;15
302;ASSISTÈNCIA A CONDUCTORS EN V, P,;9;Sant Andreu;2012;5;Maig;5
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;8;Nou Barris;2012;5;Maig;9
511;VANDALISME;7;Horta-Guinardó;2012;5;Maig;7
421;INFRACCIONS EN LOCALS;1;Ciutat Vella;2012;5;Maig;6
430;ESPECTACLES EN ESPAIS PÚBLICS;7;Horta-Guinardó;2012;4;Abril;1
670;AGRESSIONS;6;Gràcia;2012;5;Maig;8
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;4;Les Corts;2012;5;Maig;2
500;MANIFESTACIONS / CONCENTRACIONS;4;Les Corts;2012;5;Maig;30
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;5;Sarrià-Sant Gervasi;2012;5;Maig;4
422;INSPECCIONS / CONTROLS EN LOCALS;8;Nou Barris;2012;5;Maig;15
480;ALARMES D INCENDI / ROBATORI;1;Ciutat Vella;2012;6;Juny;17
221;INFRACCIONS PER ESTACIONAMENTS;1;Ciutat Vella;2012;6;Juny;131
470;ALTRES INTERVENCIONS DE P, ADMINISTRATIVA;1;Ciutat Vella;2012;6;Juny;125
240;CONTROLS DE TRÀNSIT;6;Gràcia;2012;6;Juny;112
200;INCIDÈNCIES AMB AFECTACIÓ DE VIA;2;Eixample;2012;6;Juny;51
422;INSPECCIONS / CONTROLS EN LOCALS;2;Eixample;2012;6;Juny;31
411;VENDA AMBULANT;7;Horta-Guinardó;2012;6;Juny;5
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;9;Sant Andreu;2012;6;Juny;27
303;ASSISTÈNCIA A MALALTS MENTALS;2;Eixample;2012;6;Juny;4
303;ASSISTÈNCIA A MALALTS MENTALS;3;Sants-Montjuïc;2012;5;Maig;1
830;ALTRES ACTUACIONS EN MEDI AMBIENT;3;Sants-Montjuïc;2012;6;Juny;8
451;OCUPACIONS D ESPAIS PÚBLICS;2;Eixample;2012;6;Juny;18
223;INFRACCIONS EN MOVIMENT (VEHICLES);2;Eixample;2012;6;Juny;3
102;REFORMA;1;Ciutat Vella;2012;5;Maig;1
241;SUPORTS;10;Sant Martí;2012;7;Juliol;101
220;INFRACCIONS EN GUALS I RESERVES;1;Ciutat Vella;2012;7;Juliol;297
650;VIGILÀNCIA POLICIAL;2;Eixample;2012;7;Juliol;372
650;VIGILÀNCIA POLICIAL;4;Les Corts;2012;7;Juliol;156
241;SUPORTS;2;Eixample;2012;7;Juliol;90
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;2;Eixample;2012;7;Juliol;235
800;FOGUERES / BARBACOES;7;Horta-Guinardó;2012;6;Juny;2
470;ALTRES INTERVENCIONS DE P, ADMINISTRATIVA;1;Ciutat Vella;2012;7;Juliol;159
680;ALTRES ACTUACIONS DE S, C,;2;Eixample;2012;7;Juliol;159
670;AGRESSIONS;6;Gràcia;2012;7;Juliol;4
420;INCIDÈNCIES DE LOCALS;10;Sant Martí;2012;7;Juliol;125
670;AGRESSIONS;9;Sant Andreu;2012;7;Juliol;6
680;ALTRES ACTUACIONS DE S, C,;4;Les Corts;2012;7;Juliol;26
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;3;Sants-Montjuïc;2012;7;Juliol;8
070;SINISTRES EN EDIFICIS;5;Sarrià-Sant Gervasi;2012;7;Juliol;14
800;FOGUERES / BARBACOES;9;Sant Andreu;2012;7;Juliol;1
810;ABOCAMENT DE RESIDUS;6;Gràcia;2012;7;Juliol;1
800;FOGUERES / BARBACOES;1;Ciutat Vella;2012;7;Juliol;1
800;FOGUERES / BARBACOES;9;Sant Andreu;2012;9;Setembre;1
303;ASSISTÈNCIA A MALALTS MENTALS;10;Sant Martí;2012;9;Setembre;3
204;SENYALS NO AUTOMATITZADES;1;Ciutat Vella;2012;9;Setembre;4
303;ASSISTÈNCIA A MALALTS MENTALS;8;Nou Barris;2012;7;Juliol;1
451;OCUPACIONS D ESPAIS PÚBLICS;7;Horta-Guinardó;2012;7;Juliol;2
660;VIOLÈNCIA DOMÈSTICA;4;Les Corts;2012;9;Setembre;1
411;VENDA AMBULANT;8;Nou Barris;2012;8;Agost;5
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;3;Sants-Montjuïc;2012;8;Agost;3
480;ALARMES D INCENDI / ROBATORI;9;Sant Andreu;2012;11;Novembre;6
441;ANIMALS / INSECTES PERILLOSOS;1;Ciutat Vella;2012;11;Novembre;2
063;EDIFICIS OFICIALS;9;Sant Andreu;2012;8;Agost;2
102;REFORMA;4;Les Corts;2012;11;Novembre;1
441;ANIMALS / INSECTES PERILLOSOS;6;Gràcia;2012;8;Agost;1
700;ACTIVITAT AMB PRESOS;3;Sants-Montjuïc;2012;9;Setembre;1
300;ASSISTÈNCIA A PERSONES EN EDIFICI;5;Sarrià-Sant Gervasi;2012;12;Desembre;29
305;COL·LABORACIÓ AMB ALTRES SERVEIS;8;Nou Barris;2012;12;Desembre;17
221;INFRACCIONS PER ESTACIONAMENTS;4;Les Corts;2012;12;Desembre;77
410;ACTIVITATS MOLESTES EN ESPAIS PÚBLICS;1;Ciutat Vella;2012;12;Desembre;268
670;AGRESSIONS;3;Sants-Montjuïc;2012;12;Desembre;17
070;SINISTRES EN EDIFICIS;5;Sarrià-Sant Gervasi;2012;12;Desembre;13
530;DELICTES CONTRA L ORDRE PÚBLIC;10;Sant Martí;2012;12;Desembre;3
100;ÀMBIT DE PROTECCIÓ DEL MENOR;5;Sarrià-Sant Gervasi;2012;12;Desembre;5
440;ANIMALS DE COMPANYIA;9;Sant Andreu;2012;12;Desembre;10
250;CONDUCCIONS I ACOMPANYAMENTS;1;Ciutat Vella;2012;12;Desembre;1
220;INFRACCIONS EN GUALS I RESERVES;-1;Desconegut;2012;2;Febrer;38
400;CONVIVÈNCIA VEINAL;-1;Desconegut;2012;2;Febrer;50
211;ACCIDENTS DE TRÀNSIT AMB FERITS;-1;Desconegut;2012;1;Gener;36
240;CONTROLS DE TRÀNSIT;-1;Desconegut;2012;9;Setembre;39
420;INCIDÈNCIES DE LOCALS;-1;Desconegut;2012;9;Setembre;14
400;CONVIVÈNCIA VEINAL;-1;Desconegut;2012;7;Juliol;80
680;ALTRES ACTUACIONS DE S, C,;-1;Desconegut;2012;6;Juny;28
222;INFRACCIONS EN MOVIMENT;-1;Desconegut;2012;4;Abril;27
470;ALTRES INTERVENCIONS DE P, ADMINISTRATIVA;-1;Desconegut;2012;7;Juliol;21
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;-1;Desconegut;2012;12;Desembre;18
302;ASSISTÈNCIA A CONDUCTORS EN V, P,;-1;Desconegut;2012;3;Març;4
030;MATÈRIES PERILLOSES;-1;Desconegut;2012;3;Març;1
630;CONTRA LA LLIBERTAT SEXUAL;-1;Desconegut;2012;1;Gener;1
830;ALTRES ACTUACIONS EN MEDI AMBIENT;-1;Desconegut;2012;4;Abril;1
070;SINISTRES EN EDIFICIS;2;Eixample;2012;8;Agost;19
610;ACTES CONTRA LA PROPIETAT PRIVADA;3;Sants-Montjuïc;2012;8;Agost;91
062;AVARIES DE SERVEIS MUNICIPALS;10;Sant Martí;2012;9;Setembre;18
420;INCIDÈNCIES DE LOCALS;2;Eixample;2012;9;Setembre;115
410;ACTIVITATS MOLESTES EN ESPAIS PÚBLICS;1;Ciutat Vella;2012;9;Setembre;723
650;VIGILÀNCIA POLICIAL;6;Gràcia;2012;9;Setembre;188
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;9;Sant Andreu;2012;9;Setembre;38
100;ÀMBIT DE PROTECCIÓ DEL MENOR;10;Sant Martí;2012;9;Setembre;12
061;AVARIES DE SERVEIS PÚBLICS;1;Ciutat Vella;2012;8;Agost;33
222;INFRACCIONS EN MOVIMENT;3;Sants-Montjuïc;2012;8;Agost;123
510;BARALLES;8;Nou Barris;2012;8;Agost;27
470;ALTRES INTERVENCIONS DE P, ADMINISTRATIVA;1;Ciutat Vella;2012;8;Agost;114
000;INCENDIS;5;Sarrià-Sant Gervasi;2012;8;Agost;29
420;INCIDÈNCIES DE LOCALS;5;Sarrià-Sant Gervasi;2012;8;Agost;19
440;ANIMALS DE COMPANYIA;6;Gràcia;2012;8;Agost;22
200;INCIDÈNCIES AMB AFECTACIÓ DE VIA;3;Sants-Montjuïc;2012;8;Agost;87
420;INCIDÈNCIES DE LOCALS;2;Eixample;2012;8;Agost;119
420;INCIDÈNCIES DE LOCALS;4;Les Corts;2012;9;Setembre;22
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;5;Sarrià-Sant Gervasi;2012;9;Setembre;25
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;2;Eixample;2012;8;Agost;33
230;TRASLLATS DE VEHICLES SENSE INFRACCIÓ;3;Sants-Montjuïc;2012;9;Setembre;12
222;INFRACCIONS EN MOVIMENT;5;Sarrià-Sant Gervasi;2012;8;Agost;47
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;2;Eixample;2012;8;Agost;11
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;2;Eixample;2012;9;Setembre;32
620;ESTUPEFAENTS / PSICOTROPICS;9;Sant Andreu;2012;9;Setembre;18
513;CONFLICTES EN LOCALS;8;Nou Barris;2012;9;Setembre;15
451;OCUPACIONS D ESPAIS PÚBLICS;2;Eixample;2012;9;Setembre;11
630;CONTRA LA LLIBERTAT SEXUAL;1;Ciutat Vella;2012;8;Agost;5
480;ALARMES D INCENDI / ROBATORI;5;Sarrià-Sant Gervasi;2012;9;Setembre;20
441;ANIMALS / INSECTES PERILLOSOS;10;Sant Martí;2012;9;Setembre;11
640;INFRACCIONS D ESTRANGERS;6;Gràcia;2012;9;Setembre;3
21B;ACCIDENT REBUT PEL 080 (Recodificar);5;Sarrià-Sant Gervasi;2012;10;Octubre;3
410;ACTIVITATS MOLESTES EN ESPAIS PÚBLICS;8;Nou Barris;2012;10;Octubre;105
441;ANIMALS / INSECTES PERILLOSOS;4;Les Corts;2012;10;Octubre;4
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;9;Sant Andreu;2012;10;Octubre;9
222;INFRACCIONS EN MOVIMENT;6;Gràcia;2012;10;Octubre;31
240;CONTROLS DE TRÀNSIT;2;Eixample;2012;10;Octubre;166
650;VIGILÀNCIA POLICIAL;3;Sants-Montjuïc;2012;10;Octubre;134
070;SINISTRES EN EDIFICIS;9;Sant Andreu;2012;10;Octubre;8
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;5;Sarrià-Sant Gervasi;2012;10;Octubre;87
660;VIOLÈNCIA DOMÈSTICA;2;Eixample;2012;10;Octubre;17
100;ÀMBIT DE PROTECCIÓ DEL MENOR;8;Nou Barris;2012;10;Octubre;6
430;ESPECTACLES EN ESPAIS PÚBLICS;10;Sant Martí;2012;10;Octubre;4
510;BARALLES;4;Les Corts;2012;10;Octubre;5
421;INFRACCIONS EN LOCALS;2;Eixample;2012;10;Octubre;4
070;SINISTRES EN EDIFICIS;8;Nou Barris;2012;10;Octubre;5
223;INFRACCIONS EN MOVIMENT (VEHICLES);10;Sant Martí;2012;10;Octubre;2
21M;ACCIDENT PROCEDENT PASSAREL·LA CME;9;Sant Andreu;2012;10;Octubre;3
410;ACTIVITATS MOLESTES EN ESPAIS PÚBLICS;6;Gràcia;2012;11;Novembre;104
220;INFRACCIONS EN GUALS I RESERVES;8;Nou Barris;2012;11;Novembre;173
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;10;Sant Martí;2012;11;Novembre;61
610;ACTES CONTRA LA PROPIETAT PRIVADA;2;Eixample;2012;11;Novembre;132
520;OCUPACIONS IL·LÍCITES;5;Sarrià-Sant Gervasi;2012;11;Novembre;1
222;INFRACCIONS EN MOVIMENT;8;Nou Barris;2012;11;Novembre;43
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;3;Sants-Montjuïc;2012;11;Novembre;31
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;3;Sants-Montjuïc;2012;11;Novembre;58
030;MATÈRIES PERILLOSES;6;Gràcia;2012;11;Novembre;4
203;SENYALS AUTOMATITZADES;2;Eixample;2012;1;Gener;57
221;INFRACCIONS PER ESTACIONAMENTS;8;Nou Barris;2012;1;Gener;251
670;AGRESSIONS;6;Gràcia;2012;1;Gener;5
830;ALTRES ACTUACIONS EN MEDI AMBIENT;10;Sant Martí;2012;11;Novembre;2
223;INFRACCIONS EN MOVIMENT (VEHICLES);7;Horta-Guinardó;2012;10;Octubre;1
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;2;Eixample;2012;11;Novembre;18
305;COL·LABORACIÓ AMB ALTRES SERVEIS;7;Horta-Guinardó;2012;11;Novembre;22
200;INCIDÈNCIES AMB AFECTACIÓ DE VIA;5;Sarrià-Sant Gervasi;2012;1;Gener;59
305;COL·LABORACIÓ AMB ALTRES SERVEIS;10;Sant Martí;2012;1;Gener;20
510;BARALLES;10;Sant Martí;2012;11;Novembre;12
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;5;Sarrià-Sant Gervasi;2012;11;Novembre;1
203;SENYALS AUTOMATITZADES;4;Les Corts;2012;11;Novembre;29
411;VENDA AMBULANT;3;Sants-Montjuïc;2012;11;Novembre;9
411;VENDA AMBULANT;9;Sant Andreu;2012;1;Gener;7
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;10;Sant Martí;2012;1;Gener;6
030;MATÈRIES PERILLOSES;2;Eixample;2012;1;Gener;7
480;ALARMES D INCENDI / ROBATORI;8;Nou Barris;2012;1;Gener;5
022;NEU I GEL;8;Nou Barris;2012;1;Gener;3
100;ÀMBIT DE PROTECCIÓ DEL MENOR;1;Ciutat Vella;2012;1;Gener;11
610;ACTES CONTRA LA PROPIETAT PRIVADA;4;Les Corts;2012;1;Gener;20
030;MATÈRIES PERILLOSES;5;Sarrià-Sant Gervasi;2012;1;Gener;5
513;CONFLICTES EN LOCALS;8;Nou Barris;2012;1;Gener;15
242;IMMOBILITZACIONS /DESIMMOBILITZACIONS;9;Sant Andreu;2012;1;Gener;3
640;INFRACCIONS D ESTRANGERS;6;Gràcia;2012;1;Gener;2
211;ACCIDENTS DE TRÀNSIT AMB FERITS;4;Les Corts;2012;2;Febrer;77
305;COL·LABORACIÓ AMB ALTRES SERVEIS;10;Sant Martí;2012;2;Febrer;33
221;INFRACCIONS PER ESTACIONAMENTS;9;Sant Andreu;2012;2;Febrer;98
440;ANIMALS DE COMPANYIA;2;Eixample;2012;2;Febrer;15
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;9;Sant Andreu;2012;2;Febrer;42
680;ALTRES ACTUACIONS DE S, C,;6;Gràcia;2012;2;Febrer;35
800;FOGUERES / BARBACOES;1;Ciutat Vella;2012;1;Gener;1
420;INCIDÈNCIES DE LOCALS;8;Nou Barris;2012;2;Febrer;28
620;ESTUPEFAENTS / PSICOTROPICS;2;Eixample;2012;2;Febrer;47
305;COL·LABORACIÓ AMB ALTRES SERVEIS;7;Horta-Guinardó;2012;2;Febrer;21
223;INFRACCIONS EN MOVIMENT (VEHICLES);4;Les Corts;2012;1;Gener;1
100;ÀMBIT DE PROTECCIÓ DEL MENOR;2;Eixample;2012;2;Febrer;23
480;ALARMES D INCENDI / ROBATORI;1;Ciutat Vella;2012;2;Febrer;13
204;SENYALS NO AUTOMATITZADES;1;Ciutat Vella;2012;2;Febrer;1
421;INFRACCIONS EN LOCALS;10;Sant Martí;2012;2;Febrer;4
510;BARALLES;4;Les Corts;2012;2;Febrer;8
411;VENDA AMBULANT;3;Sants-Montjuïc;2012;2;Febrer;11
611;ACTES CONTRA LA PROPIETAT PÚBLICA;10;Sant Martí;2012;2;Febrer;4
680;ALTRES ACTUACIONS DE S, C,;2;Eixample;2012;3;Març;151
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;7;Horta-Guinardó;2012;3;Març;53
610;ACTES CONTRA LA PROPIETAT PRIVADA;6;Gràcia;2012;3;Març;49
230;TRASLLATS DE VEHICLES SENSE INFRACCIÓ;8;Nou Barris;2012;3;Març;19
200;INCIDÈNCIES AMB AFECTACIÓ DE VIA;8;Nou Barris;2012;3;Març;49
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;2;Eixample;2012;3;Març;18
300;ASSISTÈNCIA A PERSONES EN EDIFICI;1;Ciutat Vella;2012;3;Març;45
420;INCIDÈNCIES DE LOCALS;6;Gràcia;2012;3;Març;52
620;ESTUPEFAENTS / PSICOTROPICS;7;Horta-Guinardó;2012;3;Març;14
511;VANDALISME;3;Sants-Montjuïc;2012;3;Març;18
300;ASSISTÈNCIA A PERSONES EN EDIFICI;7;Horta-Guinardó;2012;3;Març;27
513;CONFLICTES EN LOCALS;6;Gràcia;2012;3;Març;14
510;BARALLES;6;Gràcia;2012;3;Març;4
660;VIOLÈNCIA DOMÈSTICA;3;Sants-Montjuïc;2012;3;Març;9
640;INFRACCIONS D ESTRANGERS;10;Sant Martí;2012;3;Març;2
21M;ACCIDENT PROCEDENT PASSAREL·LA CME;1;Ciutat Vella;2012;3;Març;1
670;AGRESSIONS;10;Sant Martí;2012;4;Abril;21
211;ACCIDENTS DE TRÀNSIT AMB FERITS;7;Horta-Guinardó;2012;4;Abril;47
241;SUPORTS;2;Eixample;2012;4;Abril;87
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;6;Gràcia;2012;4;Abril;8
470;ALTRES INTERVENCIONS DE P, ADMINISTRATIVA;2;Eixample;2012;4;Abril;159
204;SENYALS NO AUTOMATITZADES;3;Sants-Montjuïc;2012;4;Abril;1
411;VENDA AMBULANT;6;Gràcia;2012;4;Abril;44
303;ASSISTÈNCIA A MALALTS MENTALS;3;Sants-Montjuïc;2012;3;Març;2
102;REFORMA;7;Horta-Guinardó;2012;3;Març;1
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;10;Sant Martí;2012;4;Abril;4
500;MANIFESTACIONS / CONCENTRACIONS;5;Sarrià-Sant Gervasi;2012;4;Abril;4
063;EDIFICIS OFICIALS;10;Sant Martí;2012;4;Abril;1
611;ACTES CONTRA LA PROPIETAT PÚBLICA;8;Nou Barris;2012;3;Març;1
101;ÀMBIT EDUCATIU;9;Sant Andreu;2012;3;Març;1
411;VENDA AMBULANT;3;Sants-Montjuïc;2012;4;Abril;23
040;TRANSPORT PÚBLIC;6;Gràcia;2012;4;Abril;1
430;ESPECTACLES EN ESPAIS PÚBLICS;3;Sants-Montjuïc;2012;4;Abril;4
800;FOGUERES / BARBACOES;4;Les Corts;2012;4;Abril;2
21M;ACCIDENT PROCEDENT PASSAREL·LA CME;10;Sant Martí;2012;4;Abril;1
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;1;Ciutat Vella;2012;5;Maig;238
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;3;Sants-Montjuïc;2012;5;Maig;70
240;CONTROLS DE TRÀNSIT;8;Nou Barris;2012;5;Maig;82
000;INCENDIS;5;Sarrià-Sant Gervasi;2012;5;Maig;28
203;SENYALS AUTOMATITZADES;10;Sant Martí;2012;5;Maig;55
300;ASSISTÈNCIA A PERSONES EN EDIFICI;7;Horta-Guinardó;2012;5;Maig;20
240;CONTROLS DE TRÀNSIT;9;Sant Andreu;2012;5;Maig;92
441;ANIMALS / INSECTES PERILLOSOS;2;Eixample;2012;5;Maig;12
300;ASSISTÈNCIA A PERSONES EN EDIFICI;10;Sant Martí;2012;5;Maig;38
242;IMMOBILITZACIONS /DESIMMOBILITZACIONS;2;Eixample;2012;4;Abril;3
620;ESTUPEFAENTS / PSICOTROPICS;6;Gràcia;2012;5;Maig;4
500;MANIFESTACIONS / CONCENTRACIONS;5;Sarrià-Sant Gervasi;2012;5;Maig;13
510;BARALLES;4;Les Corts;2012;5;Maig;5
242;IMMOBILITZACIONS /DESIMMOBILITZACIONS;8;Nou Barris;2012;5;Maig;3
442;ALTRES INCIDÈNCIES AMB ANIMALS;1;Ciutat Vella;2012;5;Maig;2
411;VENDA AMBULANT;5;Sarrià-Sant Gervasi;2012;5;Maig;3
