CODI_INCIDENT;DESCRIPCIO_INCIDENT;CODI_DISTRICTE;NOM_DISTRICTE;ANY;MES;NOM_MES;NOMBRE_INCIDENTS
021;VENTS FORTS;4;Les Corts;2012;1;Gener;1
021;VENTS FORTS;7;Horta-Guinardó;2012;1;Gener;3
670;AGRESSIONS;10;Sant Martí;2012;1;Gener;13
511;VANDALISME;8;Nou Barris;2012;1;Gener;7
070;SINISTRES EN EDIFICIS;5;Sarrià-Sant Gervasi;2012;1;Gener;9
21M;ACCIDENT PROCEDENT PASSAREL·LA CME;7;Horta-Guinardó;2012;1;Gener;3
223;INFRACCIONS EN MOVIMENT (VEHICLES);10;Sant Martí;2012;1;Gener;5
400;CONVIVÈNCIA VEINAL;8;Nou Barris;2012;2;Febrer;166
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;2;Eixample;2012;2;Febrer;222
680;ALTRES ACTUACIONS DE S, C,;10;Sant Martí;2012;2;Febrer;111
410;ACTIVITATS MOLESTES EN ESPAIS PÚBLICS;6;Gràcia;2012;2;Febrer;98
222;INFRACCIONS EN MOVIMENT;9;Sant Andreu;2012;2;Febrer;63
230;TRASLLATS DE VEHICLES SENSE INFRACCIÓ;5;Sarrià-Sant Gervasi;2012;2;Febrer;25
100;ÀMBIT DE PROTECCIÓ DEL MENOR;5;Sarrià-Sant Gervasi;2012;2;Febrer;5
240;CONTROLS DE TRÀNSIT;6;Gràcia;2012;2;Febrer;124
470;ALTRES INTERVENCIONS DE P, ADMINISTRATIVA;7;Horta-Guinardó;2012;2;Febrer;17
070;SINISTRES EN EDIFICIS;9;Sant Andreu;2012;2;Febrer;2
511;VANDALISME;5;Sarrià-Sant Gervasi;2012;2;Febrer;12
511;VANDALISME;2;Eixample;2012;2;Febrer;24
800;FOGUERES / BARBACOES;5;Sarrià-Sant Gervasi;2012;1;Gener;1
411;VENDA AMBULANT;4;Les Corts;2012;2;Febrer;4
401;MOLESTIES PER GENERADORS;10;Sant Martí;2012;1;Gener;1
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;5;Sarrià-Sant Gervasi;2012;2;Febrer;7
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;4;Les Corts;2012;2;Febrer;7
230;TRASLLATS DE VEHICLES SENSE INFRACCIÓ;9;Sant Andreu;2012;2;Febrer;12
441;ANIMALS / INSECTES PERILLOSOS;10;Sant Martí;2012;2;Febrer;5
611;ACTES CONTRA LA PROPIETAT PÚBLICA;4;Les Corts;2012;2;Febrer;1
204;SENYALS NO AUTOMATITZADES;9;Sant Andreu;2012;2;Febrer;1
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;8;Nou Barris;2012;2;Febrer;8
700;ACTIVITAT AMB PRESOS;1;Ciutat Vella;2012;2;Febrer;1
830;ALTRES ACTUACIONS EN MEDI AMBIENT;5;Sarrià-Sant Gervasi;2012;2;Febrer;2
21M;ACCIDENT PROCEDENT PASSAREL·LA CME;4;Les Corts;2012;2;Febrer;1
070;SINISTRES EN EDIFICIS;3;Sants-Montjuïc;2012;2;Febrer;1
050;ATEMPTATS;7;Horta-Guinardó;2012;1;Gener;1
000;INCENDIS;7;Horta-Guinardó;2012;3;Març;46
610;ACTES CONTRA LA PROPIETAT PRIVADA;9;Sant Andreu;2012;3;Març;43
211;ACCIDENTS DE TRÀNSIT AMB FERITS;3;Sants-Montjuïc;2012;3;Març;101
470;ALTRES INTERVENCIONS DE P, ADMINISTRATIVA;4;Les Corts;2012;3;Març;28
631;CONTRA ELS DRETS DELS TREBALLADORS;3;Sants-Montjuïc;2012;2;Febrer;1
620;ESTUPEFAENTS / PSICOTROPICS;2;Eixample;2012;3;Març;42
204;SENYALS NO AUTOMATITZADES;9;Sant Andreu;2012;3;Març;3
420;INCIDÈNCIES DE LOCALS;7;Horta-Guinardó;2012;3;Març;21
010;EXPLOSIONS;4;Les Corts;2012;3;Març;2
800;FOGUERES / BARBACOES;2;Eixample;2012;3;Març;1
223;INFRACCIONS EN MOVIMENT (VEHICLES);2;Eixample;2012;3;Març;7
611;ACTES CONTRA LA PROPIETAT PÚBLICA;6;Gràcia;2012;2;Febrer;1
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;7;Horta-Guinardó;2012;3;Març;5
070;SINISTRES EN EDIFICIS;9;Sant Andreu;2012;3;Març;4
510;BARALLES;10;Sant Martí;2012;3;Març;15
305;COL·LABORACIÓ AMB ALTRES SERVEIS;8;Nou Barris;2012;3;Març;21
21B;ACCIDENT REBUT PEL 080 (Recodificar);9;Sant Andreu;2012;3;Març;1
620;ESTUPEFAENTS / PSICOTROPICS;5;Sarrià-Sant Gervasi;2012;3;Març;7
810;ABOCAMENT DE RESIDUS;2;Eixample;2012;3;Març;3
241;SUPORTS;4;Les Corts;2012;3;Març;11
411;VENDA AMBULANT;7;Horta-Guinardó;2012;3;Març;9
810;ABOCAMENT DE RESIDUS;4;Les Corts;2012;3;Març;1
242;IMMOBILITZACIONS /DESIMMOBILITZACIONS;10;Sant Martí;2012;3;Març;2
21B;ACCIDENT REBUT PEL 080 (Recodificar);10;Sant Martí;2012;3;Març;1
800;FOGUERES / BARBACOES;7;Horta-Guinardó;2012;3;Març;2
300;ASSISTÈNCIA A PERSONES EN EDIFICI;9;Sant Andreu;2012;4;Abril;17
400;CONVIVÈNCIA VEINAL;9;Sant Andreu;2012;4;Abril;184
410;ACTIVITATS MOLESTES EN ESPAIS PÚBLICS;8;Nou Barris;2012;4;Abril;128
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;9;Sant Andreu;2012;4;Abril;48
650;VIGILÀNCIA POLICIAL;2;Eixample;2012;4;Abril;419
062;AVARIES DE SERVEIS MUNICIPALS;2;Eixample;2012;4;Abril;14
470;ALTRES INTERVENCIONS DE P, ADMINISTRATIVA;8;Nou Barris;2012;4;Abril;25
300;ASSISTÈNCIA A PERSONES EN EDIFICI;8;Nou Barris;2012;4;Abril;27
470;ALTRES INTERVENCIONS DE P, ADMINISTRATIVA;5;Sarrià-Sant Gervasi;2012;4;Abril;49
203;SENYALS AUTOMATITZADES;3;Sants-Montjuïc;2012;4;Abril;36
511;VANDALISME;2;Eixample;2012;4;Abril;17
660;VIOLÈNCIA DOMÈSTICA;2;Eixample;2012;4;Abril;22
451;OCUPACIONS D ESPAIS PÚBLICS;1;Ciutat Vella;2012;4;Abril;4
830;ALTRES ACTUACIONS EN MEDI AMBIENT;7;Horta-Guinardó;2012;3;Març;2
440;ANIMALS DE COMPANYIA;9;Sant Andreu;2012;4;Abril;7
223;INFRACCIONS EN MOVIMENT (VEHICLES);10;Sant Martí;2012;4;Abril;4
830;ALTRES ACTUACIONS EN MEDI AMBIENT;2;Eixample;2012;4;Abril;3
070;SINISTRES EN EDIFICIS;9;Sant Andreu;2012;4;Abril;6
421;INFRACCIONS EN LOCALS;10;Sant Martí;2012;4;Abril;2
021;VENTS FORTS;9;Sant Andreu;2012;4;Abril;1
220;INFRACCIONS EN GUALS I RESERVES;5;Sarrià-Sant Gervasi;2012;5;Maig;201
441;ANIMALS / INSECTES PERILLOSOS;10;Sant Martí;2012;5;Maig;8
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;2;Eixample;2012;5;Maig;125
230;TRASLLATS DE VEHICLES SENSE INFRACCIÓ;2;Eixample;2012;5;Maig;33
420;INCIDÈNCIES DE LOCALS;3;Sants-Montjuïc;2012;5;Maig;85
240;CONTROLS DE TRÀNSIT;2;Eixample;2012;5;Maig;245
241;SUPORTS;2;Eixample;2012;5;Maig;89
650;VIGILÀNCIA POLICIAL;10;Sant Martí;2012;5;Maig;216
221;INFRACCIONS PER ESTACIONAMENTS;9;Sant Andreu;2012;5;Maig;106
680;ALTRES ACTUACIONS DE S, C,;7;Horta-Guinardó;2012;5;Maig;52
203;SENYALS AUTOMATITZADES;6;Gràcia;2012;5;Maig;12
511;VANDALISME;6;Gràcia;2012;5;Maig;5
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;9;Sant Andreu;2012;5;Maig;5
223;INFRACCIONS EN MOVIMENT (VEHICLES);7;Horta-Guinardó;2012;4;Abril;1
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;3;Sants-Montjuïc;2012;5;Maig;10
630;CONTRA LA LLIBERTAT SEXUAL;4;Les Corts;2012;5;Maig;2
100;ÀMBIT DE PROTECCIÓ DEL MENOR;5;Sarrià-Sant Gervasi;2012;5;Maig;11
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;4;Les Corts;2012;5;Maig;2
242;IMMOBILITZACIONS /DESIMMOBILITZACIONS;6;Gràcia;2012;5;Maig;3
030;MATÈRIES PERILLOSES;10;Sant Martí;2012;5;Maig;1
511;VANDALISME;5;Sarrià-Sant Gervasi;2012;5;Maig;4
420;INCIDÈNCIES DE LOCALS;3;Sants-Montjuïc;2012;6;Juny;121
063;EDIFICIS OFICIALS;2;Eixample;2012;6;Juny;3
680;ALTRES ACTUACIONS DE S, C,;8;Nou Barris;2012;6;Juny;62
480;ALARMES D INCENDI / ROBATORI;2;Eixample;2012;6;Juny;26
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;5;Sarrià-Sant Gervasi;2012;6;Juny;29
660;VIOLÈNCIA DOMÈSTICA;9;Sant Andreu;2012;6;Juny;12
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;5;Sarrià-Sant Gervasi;2012;6;Juny;86
500;MANIFESTACIONS / CONCENTRACIONS;5;Sarrià-Sant Gervasi;2012;6;Juny;8
620;ESTUPEFAENTS / PSICOTROPICS;5;Sarrià-Sant Gervasi;2012;6;Juny;5
670;AGRESSIONS;7;Horta-Guinardó;2012;6;Juny;8
021;VENTS FORTS;7;Horta-Guinardó;2012;5;Maig;1
063;EDIFICIS OFICIALS;6;Gràcia;2012;5;Maig;1
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;4;Les Corts;2012;6;Juny;1
810;ABOCAMENT DE RESIDUS;2;Eixample;2012;6;Juny;1
451;OCUPACIONS D ESPAIS PÚBLICS;4;Les Corts;2012;6;Juny;1
220;INFRACCIONS EN GUALS I RESERVES;2;Eixample;2012;7;Juliol;298
420;INCIDÈNCIES DE LOCALS;2;Eixample;2012;7;Juliol;161
240;CONTROLS DE TRÀNSIT;8;Nou Barris;2012;7;Juliol;88
421;INFRACCIONS EN LOCALS;4;Les Corts;2012;6;Juny;1
411;VENDA AMBULANT;1;Ciutat Vella;2012;7;Juliol;142
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;3;Sants-Montjuïc;2012;7;Juliol;53
305;COL·LABORACIÓ AMB ALTRES SERVEIS;2;Eixample;2012;7;Juliol;23
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;5;Sarrià-Sant Gervasi;2012;7;Juliol;63
401;MOLESTIES PER GENERADORS;2;Eixample;2012;7;Juliol;5
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;4;Les Corts;2012;7;Juliol;40
421;INFRACCIONS EN LOCALS;9;Sant Andreu;2012;7;Juliol;1
630;CONTRA LA LLIBERTAT SEXUAL;10;Sant Martí;2012;7;Juliol;2
451;OCUPACIONS D ESPAIS PÚBLICS;10;Sant Martí;2012;7;Juliol;9
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;6;Gràcia;2012;7;Juliol;2
500;MANIFESTACIONS / CONCENTRACIONS;7;Horta-Guinardó;2012;7;Juliol;2
421;INFRACCIONS EN LOCALS;5;Sarrià-Sant Gervasi;2012;7;Juliol;1
102;REFORMA;7;Horta-Guinardó;2012;7;Juliol;1
611;ACTES CONTRA LA PROPIETAT PÚBLICA;9;Sant Andreu;2012;7;Juliol;2
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;8;Nou Barris;2012;9;Setembre;5
430;ESPECTACLES EN ESPAIS PÚBLICS;3;Sants-Montjuïc;2012;11;Novembre;1
611;ACTES CONTRA LA PROPIETAT PÚBLICA;1;Ciutat Vella;2012;8;Agost;2
810;ABOCAMENT DE RESIDUS;5;Sarrià-Sant Gervasi;2012;8;Agost;1
520;OCUPACIONS IL·LÍCITES;9;Sant Andreu;2012;10;Octubre;1
660;VIOLÈNCIA DOMÈSTICA;5;Sarrià-Sant Gervasi;2012;10;Octubre;2
640;INFRACCIONS D ESTRANGERS;9;Sant Andreu;2012;10;Octubre;1
250;CONDUCCIONS I ACOMPANYAMENTS;1;Ciutat Vella;2012;11;Novembre;1
303;ASSISTÈNCIA A MALALTS MENTALS;1;Ciutat Vella;2012;8;Agost;2
204;SENYALS NO AUTOMATITZADES;9;Sant Andreu;2012;8;Agost;1
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;3;Sants-Montjuïc;2012;12;Desembre;67
220;INFRACCIONS EN GUALS I RESERVES;2;Eixample;2012;12;Desembre;397
513;CONFLICTES EN LOCALS;2;Eixample;2012;12;Desembre;60
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;10;Sant Martí;2012;12;Desembre;29
500;MANIFESTACIONS / CONCENTRACIONS;1;Ciutat Vella;2012;12;Desembre;58
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;9;Sant Andreu;2012;12;Desembre;51
222;INFRACCIONS EN MOVIMENT;8;Nou Barris;2012;12;Desembre;48
610;ACTES CONTRA LA PROPIETAT PRIVADA;9;Sant Andreu;2012;12;Desembre;29
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;2;Eixample;2012;12;Desembre;36
000;INCENDIS;5;Sarrià-Sant Gervasi;2012;12;Desembre;33
300;ASSISTÈNCIA A PERSONES EN EDIFICI;6;Gràcia;2012;12;Desembre;30
610;ACTES CONTRA LA PROPIETAT PRIVADA;4;Les Corts;2012;12;Desembre;27
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;10;Sant Martí;2012;12;Desembre;113
411;VENDA AMBULANT;3;Sants-Montjuïc;2012;12;Desembre;22
300;ASSISTÈNCIA A PERSONES EN EDIFICI;8;Nou Barris;2012;12;Desembre;35
102;REFORMA;2;Eixample;2012;12;Desembre;2
440;ANIMALS DE COMPANYIA;7;Horta-Guinardó;2012;12;Desembre;20
211;ACCIDENTS DE TRÀNSIT AMB FERITS;6;Gràcia;2012;12;Desembre;44
510;BARALLES;9;Sant Andreu;2012;12;Desembre;6
305;COL·LABORACIÓ AMB ALTRES SERVEIS;4;Les Corts;2012;12;Desembre;4
302;ASSISTÈNCIA A CONDUCTORS EN V, P,;3;Sants-Montjuïc;2012;12;Desembre;4
640;INFRACCIONS D ESTRANGERS;3;Sants-Montjuïc;2012;12;Desembre;3
611;ACTES CONTRA LA PROPIETAT PÚBLICA;8;Nou Barris;2012;12;Desembre;2
010;EXPLOSIONS;2;Eixample;2012;12;Desembre;2
221;INFRACCIONS PER ESTACIONAMENTS;-1;Desconegut;2012;11;Novembre;40
999;SENSE IDENTIFICAR;-1;Desconegut;2012;8;Agost;11
241;SUPORTS;-1;Desconegut;2012;6;Juny;11
21M;ACCIDENT PROCEDENT PASSAREL·LA CME;-1;Desconegut;2012;6;Juny;9
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;-1;Desconegut;2012;9;Setembre;4
21M;ACCIDENT PROCEDENT PASSAREL·LA CME;-1;Desconegut;2012;12;Desembre;4
480;ALARMES D INCENDI / ROBATORI;-1;Desconegut;2012;1;Gener;1
620;ESTUPEFAENTS / PSICOTROPICS;-1;Desconegut;2012;9;Setembre;6
440;ANIMALS DE COMPANYIA;-1;Desconegut;2012;1;Gener;1
442;ALTRES INCIDÈNCIES AMB ANIMALS;-1;Desconegut;2012;3;Març;1
530;DELICTES CONTRA L ORDRE PÚBLIC;-1;Desconegut;2012;11;Novembre;2
303;ASSISTÈNCIA A MALALTS MENTALS;-1;Desconegut;2012;3;Març;1
302;ASSISTÈNCIA A CONDUCTORS EN V, P,;-1;Desconegut;2012;2;Febrer;2
430;ESPECTACLES EN ESPAIS PÚBLICS;-1;Desconegut;2012;8;Agost;1
250;CONDUCCIONS I ACOMPANYAMENTS;-1;Desconegut;2012;4;Abril;1
530;DELICTES CONTRA L ORDRE PÚBLIC;-1;Desconegut;2012;8;Agost;1
221;INFRACCIONS PER ESTACIONAMENTS;6;Gràcia;2012;8;Agost;82
240;CONTROLS DE TRÀNSIT;2;Eixample;2012;8;Agost;185
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;9;Sant Andreu;2012;9;Setembre;63
680;ALTRES ACTUACIONS DE S, C,;10;Sant Martí;2012;9;Setembre;141
305;COL·LABORACIÓ AMB ALTRES SERVEIS;7;Horta-Guinardó;2012;9;Setembre;19
241;SUPORTS;1;Ciutat Vella;2012;9;Setembre;26
410;ACTIVITATS MOLESTES EN ESPAIS PÚBLICS;2;Eixample;2012;8;Agost;344
511;VANDALISME;8;Nou Barris;2012;8;Agost;8
211;ACCIDENTS DE TRÀNSIT AMB FERITS;4;Les Corts;2012;8;Agost;32
451;OCUPACIONS D ESPAIS PÚBLICS;3;Sants-Montjuïc;2012;8;Agost;12
513;CONFLICTES EN LOCALS;9;Sant Andreu;2012;9;Setembre;9
211;ACCIDENTS DE TRÀNSIT AMB FERITS;3;Sants-Montjuïc;2012;9;Setembre;101
611;ACTES CONTRA LA PROPIETAT PÚBLICA;2;Eixample;2012;9;Setembre;2
830;ALTRES ACTUACIONS EN MEDI AMBIENT;1;Ciutat Vella;2012;8;Agost;6
442;ALTRES INCIDÈNCIES AMB ANIMALS;5;Sarrià-Sant Gervasi;2012;9;Setembre;22
422;INSPECCIONS / CONTROLS EN LOCALS;3;Sants-Montjuïc;2012;9;Setembre;12
440;ANIMALS DE COMPANYIA;4;Les Corts;2012;9;Setembre;8
440;ANIMALS DE COMPANYIA;3;Sants-Montjuïc;2012;9;Setembre;9
480;ALARMES D INCENDI / ROBATORI;2;Eixample;2012;9;Setembre;25
21M;ACCIDENT PROCEDENT PASSAREL·LA CME;9;Sant Andreu;2012;9;Setembre;1
303;ASSISTÈNCIA A MALALTS MENTALS;2;Eixample;2012;8;Agost;3
221;INFRACCIONS PER ESTACIONAMENTS;9;Sant Andreu;2012;10;Octubre;141
400;CONVIVÈNCIA VEINAL;8;Nou Barris;2012;10;Octubre;182
200;INCIDÈNCIES AMB AFECTACIÓ DE VIA;9;Sant Andreu;2012;10;Octubre;67
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;9;Sant Andreu;2012;10;Octubre;64
650;VIGILÀNCIA POLICIAL;7;Horta-Guinardó;2012;10;Octubre;222
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;10;Sant Martí;2012;10;Octubre;73
222;INFRACCIONS EN MOVIMENT;9;Sant Andreu;2012;10;Octubre;43
513;CONFLICTES EN LOCALS;7;Horta-Guinardó;2012;10;Octubre;4
511;VANDALISME;7;Horta-Guinardó;2012;10;Octubre;6
300;ASSISTÈNCIA A PERSONES EN EDIFICI;9;Sant Andreu;2012;10;Octubre;14
420;INCIDÈNCIES DE LOCALS;9;Sant Andreu;2012;10;Octubre;27
250;CONDUCCIONS I ACOMPANYAMENTS;3;Sants-Montjuïc;2012;10;Octubre;4
241;SUPORTS;1;Ciutat Vella;2012;10;Octubre;19
240;CONTROLS DE TRÀNSIT;9;Sant Andreu;2012;10;Octubre;62
620;ESTUPEFAENTS / PSICOTROPICS;6;Gràcia;2012;10;Octubre;10
250;CONDUCCIONS I ACOMPANYAMENTS;2;Eixample;2012;10;Octubre;2
480;ALARMES D INCENDI / ROBATORI;7;Horta-Guinardó;2012;10;Octubre;4
070;SINISTRES EN EDIFICIS;7;Horta-Guinardó;2012;10;Octubre;8
421;INFRACCIONS EN LOCALS;9;Sant Andreu;2012;9;Setembre;1
660;VIOLÈNCIA DOMÈSTICA;9;Sant Andreu;2012;9;Setembre;12
640;INFRACCIONS D ESTRANGERS;3;Sants-Montjuïc;2012;9;Setembre;1
700;ACTIVITAT AMB PRESOS;2;Eixample;2012;10;Octubre;1
650;VIGILÀNCIA POLICIAL;7;Horta-Guinardó;2012;11;Novembre;227
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;6;Gràcia;2012;11;Novembre;60
203;SENYALS AUTOMATITZADES;10;Sant Martí;2012;11;Novembre;40
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;4;Les Corts;2012;11;Novembre;45
220;INFRACCIONS EN GUALS I RESERVES;6;Gràcia;2012;11;Novembre;162
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;2;Eixample;2012;11;Novembre;120
510;BARALLES;2;Eixample;2012;11;Novembre;26
241;SUPORTS;3;Sants-Montjuïc;2012;11;Novembre;33
305;COL·LABORACIÓ AMB ALTRES SERVEIS;10;Sant Martí;2012;11;Novembre;35
200;INCIDÈNCIES AMB AFECTACIÓ DE VIA;2;Eixample;2012;11;Novembre;31
511;VANDALISME;10;Sant Martí;2012;11;Novembre;14
020;PLUJA TORRENCIAL;3;Sants-Montjuïc;2012;10;Octubre;5
513;CONFLICTES EN LOCALS;8;Nou Barris;2012;11;Novembre;10
513;CONFLICTES EN LOCALS;9;Sant Andreu;2012;11;Novembre;11
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;9;Sant Andreu;2012;1;Gener;39
610;ACTES CONTRA LA PROPIETAT PRIVADA;1;Ciutat Vella;2012;1;Gener;329
300;ASSISTÈNCIA A PERSONES EN EDIFICI;1;Ciutat Vella;2012;1;Gener;42
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;1;Ciutat Vella;2012;1;Gener;198
820;CAÇA / PESCA / FLORA / FAUNA;7;Horta-Guinardó;2012;10;Octubre;1
062;AVARIES DE SERVEIS MUNICIPALS;2;Eixample;2012;11;Novembre;12
070;SINISTRES EN EDIFICIS;4;Les Corts;2012;10;Octubre;1
830;ALTRES ACTUACIONS EN MEDI AMBIENT;6;Gràcia;2012;1;Gener;2
203;SENYALS AUTOMATITZADES;6;Gràcia;2012;1;Gener;19
411;VENDA AMBULANT;6;Gràcia;2012;1;Gener;26
241;SUPORTS;6;Gràcia;2012;1;Gener;5
242;IMMOBILITZACIONS /DESIMMOBILITZACIONS;9;Sant Andreu;2012;11;Novembre;5
422;INSPECCIONS / CONTROLS EN LOCALS;4;Les Corts;2012;11;Novembre;6
630;CONTRA LA LLIBERTAT SEXUAL;9;Sant Andreu;2012;11;Novembre;1
100;ÀMBIT DE PROTECCIÓ DEL MENOR;2;Eixample;2012;1;Gener;24
500;MANIFESTACIONS / CONCENTRACIONS;10;Sant Martí;2012;1;Gener;13
480;ALARMES D INCENDI / ROBATORI;10;Sant Martí;2012;1;Gener;9
451;OCUPACIONS D ESPAIS PÚBLICS;6;Gràcia;2012;1;Gener;3
062;AVARIES DE SERVEIS MUNICIPALS;9;Sant Andreu;2012;1;Gener;5
511;VANDALISME;2;Eixample;2012;1;Gener;11
441;ANIMALS / INSECTES PERILLOSOS;10;Sant Martí;2012;1;Gener;3
441;ANIMALS / INSECTES PERILLOSOS;6;Gràcia;2012;1;Gener;3
810;ABOCAMENT DE RESIDUS;3;Sants-Montjuïc;2012;1;Gener;1
810;ABOCAMENT DE RESIDUS;4;Les Corts;2012;1;Gener;1
010;EXPLOSIONS;4;Les Corts;2012;1;Gener;1
