CODI_INCIDENT;DESCRIPCIO_INCIDENT;CODI_DISTRICTE;NOM_DISTRICTE;ANY;MES;NOM_MES;NOMBRE_INCIDENTS
440;ANIMALS DE COMPANYIA;5;Sarrià-Sant Gervasi;2014;4;Abril;24
411;VENDA AMBULANT;8;Nou Barris;2014;4;Abril;15
100;ÀMBIT DE PROTECCIÓ DEL MENOR;2;Eixample;2014;5;Maig;24
520;OCUPACIONS IL·LÍCITES;7;Horta-Guinardó;2014;5;Maig;2
305;COL·LABORACIÓ AMB ALTRES SERVEIS;4;Les Corts;2014;4;Abril;5
204;SENYALS NO AUTOMATITZADES;10;Sant Martí;2014;4;Abril;4
510;BARALLES;10;Sant Martí;2014;5;Maig;17
061;AVARIES DE SERVEIS PÚBLICS;1;Ciutat Vella;2014;5;Maig;20
451;OCUPACIONS D ESPAIS PÚBLICS;7;Horta-Guinardó;2014;5;Maig;6
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;2;Eixample;2014;5;Maig;41
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;3;Sants-Montjuïc;2014;7;Juliol;62
410;ACTIVITATS MOLESTES EN ESPAIS PÚBLICS;1;Ciutat Vella;2014;7;Juliol;758
220;INFRACCIONS EN GUALS I RESERVES;8;Nou Barris;2014;7;Juliol;94
411;VENDA AMBULANT;2;Eixample;2014;7;Juliol;133
420;INCIDÈNCIES DE LOCALS;6;Gràcia;2014;7;Juliol;59
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;5;Sarrià-Sant Gervasi;2014;6;Juny;65
670;AGRESSIONS;10;Sant Martí;2014;7;Juliol;34
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;6;Gràcia;2014;6;Juny;34
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;9;Sant Andreu;2014;7;Juliol;12
101;ÀMBIT EDUCATIU;8;Nou Barris;2014;3;Març;1
221;INFRACCIONS PER ESTACIONAMENTS;3;Sants-Montjuïc;2014;6;Juny;114
680;ALTRES ACTUACIONS DE S, C,;8;Nou Barris;2014;6;Juny;66
203;SENYALS AUTOMATITZADES;7;Horta-Guinardó;2014;7;Juliol;32
062;AVARIES DE SERVEIS MUNICIPALS;8;Nou Barris;2014;5;Maig;10
305;COL·LABORACIÓ AMB ALTRES SERVEIS;7;Horta-Guinardó;2014;6;Juny;19
660;VIOLÈNCIA DOMÈSTICA;3;Sants-Montjuïc;2014;7;Juliol;15
222;INFRACCIONS EN MOVIMENT;5;Sarrià-Sant Gervasi;2014;6;Juny;92
640;INFRACCIONS D ESTRANGERS;10;Sant Martí;2014;5;Maig;4
230;TRASLLATS DE VEHICLES SENSE INFRACCIÓ;8;Nou Barris;2014;5;Maig;16
400;CONVIVÈNCIA VEINAL;7;Horta-Guinardó;2014;8;Agost;276
610;ACTES CONTRA LA PROPIETAT PRIVADA;8;Nou Barris;2014;8;Agost;33
200;INCIDÈNCIES AMB AFECTACIÓ DE VIA;7;Horta-Guinardó;2014;8;Agost;41
000;INCENDIS;6;Gràcia;2014;8;Agost;31
222;INFRACCIONS EN MOVIMENT;2;Eixample;2014;8;Agost;247
410;ACTIVITATS MOLESTES EN ESPAIS PÚBLICS;6;Gràcia;2014;8;Agost;237
223;INFRACCIONS EN MOVIMENT (VEHICLES);1;Ciutat Vella;2014;8;Agost;9
422;INSPECCIONS / CONTROLS EN LOCALS;5;Sarrià-Sant Gervasi;2014;7;Juliol;8
440;ANIMALS DE COMPANYIA;2;Eixample;2014;8;Agost;37
221;INFRACCIONS PER ESTACIONAMENTS;4;Les Corts;2014;8;Agost;31
420;INCIDÈNCIES DE LOCALS;10;Sant Martí;2014;8;Agost;92
611;ACTES CONTRA LA PROPIETAT PÚBLICA;1;Ciutat Vella;2014;4;Abril;4
451;OCUPACIONS D ESPAIS PÚBLICS;4;Les Corts;2014;7;Juliol;4
660;VIOLÈNCIA DOMÈSTICA;1;Ciutat Vella;2014;8;Agost;28
050;ATEMPTATS;1;Ciutat Vella;2014;7;Juliol;1
100;ÀMBIT DE PROTECCIÓ DEL MENOR;1;Ciutat Vella;2014;8;Agost;30
221;INFRACCIONS PER ESTACIONAMENTS;7;Horta-Guinardó;2014;8;Agost;56
510;BARALLES;1;Ciutat Vella;2014;6;Juny;41
062;AVARIES DE SERVEIS MUNICIPALS;4;Les Corts;2014;4;Abril;3
021;VENTS FORTS;6;Gràcia;2014;3;Març;17
422;INSPECCIONS / CONTROLS EN LOCALS;2;Eixample;2014;8;Agost;25
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;6;Gràcia;2014;8;Agost;54
100;ÀMBIT DE PROTECCIÓ DEL MENOR;4;Les Corts;2014;8;Agost;4
101;ÀMBIT EDUCATIU;9;Sant Andreu;2014;6;Juny;1
400;CONVIVÈNCIA VEINAL;1;Ciutat Vella;2014;1;Gener;316
410;ACTIVITATS MOLESTES EN ESPAIS PÚBLICS;7;Horta-Guinardó;2014;1;Gener;74
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;8;Nou Barris;2014;1;Gener;74
230;TRASLLATS DE VEHICLES SENSE INFRACCIÓ;10;Sant Martí;2014;1;Gener;37
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;2;Eixample;2014;1;Gener;169
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;1;Ciutat Vella;2014;1;Gener;191
410;ACTIVITATS MOLESTES EN ESPAIS PÚBLICS;4;Les Corts;2014;1;Gener;44
680;ALTRES ACTUACIONS DE S, C,;7;Horta-Guinardó;2014;1;Gener;61
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;2;Eixample;2014;1;Gener;142
420;INCIDÈNCIES DE LOCALS;8;Nou Barris;2014;1;Gener;39
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;4;Les Corts;2014;1;Gener;13
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;6;Gràcia;2014;1;Gener;11
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;7;Horta-Guinardó;2014;1;Gener;17
451;OCUPACIONS D ESPAIS PÚBLICS;2;Eixample;2014;1;Gener;7
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;7;Horta-Guinardó;2014;1;Gener;13
021;VENTS FORTS;2;Eixample;2014;1;Gener;16
500;MANIFESTACIONS / CONCENTRACIONS;7;Horta-Guinardó;2014;1;Gener;4
441;ANIMALS / INSECTES PERILLOSOS;7;Horta-Guinardó;2014;1;Gener;4
050;ATEMPTATS;6;Gràcia;2014;1;Gener;1
030;MATÈRIES PERILLOSES;8;Nou Barris;2014;1;Gener;1
451;OCUPACIONS D ESPAIS PÚBLICS;4;Les Corts;2014;1;Gener;1
222;INFRACCIONS EN MOVIMENT;2;Eixample;2014;2;Febrer;323
400;CONVIVÈNCIA VEINAL;1;Ciutat Vella;2014;2;Febrer;283
400;CONVIVÈNCIA VEINAL;2;Eixample;2014;2;Febrer;372
650;VIGILÀNCIA POLICIAL;9;Sant Andreu;2014;2;Febrer;302
650;VIGILÀNCIA POLICIAL;1;Ciutat Vella;2014;2;Febrer;595
500;MANIFESTACIONS / CONCENTRACIONS;3;Sants-Montjuïc;2014;2;Febrer;31
221;INFRACCIONS PER ESTACIONAMENTS;8;Nou Barris;2014;2;Febrer;93
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;1;Ciutat Vella;2014;2;Febrer;51
660;VIOLÈNCIA DOMÈSTICA;5;Sarrià-Sant Gervasi;2014;2;Febrer;5
221;INFRACCIONS PER ESTACIONAMENTS;3;Sants-Montjuïc;2014;2;Febrer;108
303;ASSISTÈNCIA A MALALTS MENTALS;5;Sarrià-Sant Gervasi;2014;2;Febrer;2
203;SENYALS AUTOMATITZADES;1;Ciutat Vella;2014;2;Febrer;21
670;AGRESSIONS;6;Gràcia;2014;2;Febrer;13
510;BARALLES;6;Gràcia;2014;2;Febrer;6
442;ALTRES INCIDÈNCIES AMB ANIMALS;5;Sarrià-Sant Gervasi;2014;2;Febrer;8
241;SUPORTS;4;Les Corts;2014;2;Febrer;12
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;7;Horta-Guinardó;2014;2;Febrer;4
101;ÀMBIT EDUCATIU;9;Sant Andreu;2014;1;Gener;3
441;ANIMALS / INSECTES PERILLOSOS;10;Sant Martí;2014;2;Febrer;3
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;10;Sant Martí;2014;2;Febrer;6
513;CONFLICTES EN LOCALS;4;Les Corts;2014;2;Febrer;1
062;AVARIES DE SERVEIS MUNICIPALS;9;Sant Andreu;2014;2;Febrer;1
441;ANIMALS / INSECTES PERILLOSOS;1;Ciutat Vella;2014;2;Febrer;4
421;INFRACCIONS EN LOCALS;10;Sant Martí;2014;2;Febrer;1
063;EDIFICIS OFICIALS;3;Sants-Montjuïc;2014;6;Juny;2
303;ASSISTÈNCIA A MALALTS MENTALS;8;Nou Barris;2014;4;Abril;1
830;ALTRES ACTUACIONS EN MEDI AMBIENT;9;Sant Andreu;2014;3;Març;2
430;ESPECTACLES EN ESPAIS PÚBLICS;8;Nou Barris;2014;4;Abril;1
510;BARALLES;4;Les Corts;2014;3;Març;3
303;ASSISTÈNCIA A MALALTS MENTALS;10;Sant Martí;2014;6;Juny;1
480;ALARMES D INCENDI / ROBATORI;5;Sarrià-Sant Gervasi;2014;8;Agost;22
441;ANIMALS / INSECTES PERILLOSOS;4;Les Corts;2014;8;Agost;2
070;SINISTRES EN EDIFICIS;5;Sarrià-Sant Gervasi;2014;8;Agost;7
050;ATEMPTATS;2;Eixample;2014;8;Agost;2
441;ANIMALS / INSECTES PERILLOSOS;10;Sant Martí;2014;8;Agost;4
223;INFRACCIONS EN MOVIMENT (VEHICLES);3;Sants-Montjuïc;2014;5;Maig;5
21M;ACCIDENT PROCEDENT PASSAREL·LA CME;8;Nou Barris;2014;5;Maig;2
030;MATÈRIES PERILLOSES;2;Eixample;2014;5;Maig;2
500;MANIFESTACIONS / CONCENTRACIONS;6;Gràcia;2014;8;Agost;4
489;PROVES DEL SISTEMA;3;Sants-Montjuïc;2014;8;Agost;1
630;CONTRA LA LLIBERTAT SEXUAL;7;Horta-Guinardó;2014;5;Maig;1
810;ABOCAMENT DE RESIDUS;2;Eixample;2014;5;Maig;2
242;IMMOBILITZACIONS /DESIMMOBILITZACIONS;10;Sant Martí;2014;8;Agost;4
220;INFRACCIONS EN GUALS I RESERVES;9;Sant Andreu;2014;9;Setembre;111
400;CONVIVÈNCIA VEINAL;3;Sants-Montjuïc;2014;9;Setembre;384
650;VIGILÀNCIA POLICIAL;2;Eixample;2014;9;Setembre;407
070;SINISTRES EN EDIFICIS;9;Sant Andreu;2014;9;Setembre;8
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;1;Ciutat Vella;2014;9;Setembre;48
630;CONTRA LA LLIBERTAT SEXUAL;4;Les Corts;2014;9;Setembre;2
520;OCUPACIONS IL·LÍCITES;9;Sant Andreu;2014;5;Maig;1
680;ALTRES ACTUACIONS DE S, C,;7;Horta-Guinardó;2014;9;Setembre;58
101;ÀMBIT EDUCATIU;2;Eixample;2014;4;Abril;1
620;ESTUPEFAENTS / PSICOTROPICS;9;Sant Andreu;2014;9;Setembre;24
070;SINISTRES EN EDIFICIS;5;Sarrià-Sant Gervasi;2014;9;Setembre;18
222;INFRACCIONS EN MOVIMENT;9;Sant Andreu;2014;9;Setembre;63
242;IMMOBILITZACIONS /DESIMMOBILITZACIONS;2;Eixample;2014;7;Juliol;4
062;AVARIES DE SERVEIS MUNICIPALS;5;Sarrià-Sant Gervasi;2014;9;Setembre;20
203;SENYALS AUTOMATITZADES;2;Eixample;2014;11;Novembre;102
401;MOLESTIES PER GENERADORS;10;Sant Martí;2014;9;Setembre;2
203;SENYALS AUTOMATITZADES;4;Les Corts;2014;11;Novembre;32
300;ASSISTÈNCIA A PERSONES EN EDIFICI;8;Nou Barris;2014;11;Novembre;37
062;AVARIES DE SERVEIS MUNICIPALS;8;Nou Barris;2014;11;Novembre;15
620;ESTUPEFAENTS / PSICOTROPICS;1;Ciutat Vella;2014;11;Novembre;90
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;4;Les Corts;2014;11;Novembre;24
620;ESTUPEFAENTS / PSICOTROPICS;8;Nou Barris;2014;11;Novembre;11
040;TRANSPORT PÚBLIC;1;Ciutat Vella;2014;6;Juny;1
442;ALTRES INCIDÈNCIES AMB ANIMALS;10;Sant Martí;2014;7;Juliol;1
451;OCUPACIONS D ESPAIS PÚBLICS;9;Sant Andreu;2014;11;Novembre;1
670;AGRESSIONS;7;Horta-Guinardó;2014;11;Novembre;17
040;TRANSPORT PÚBLIC;3;Sants-Montjuïc;2014;11;Novembre;1
610;ACTES CONTRA LA PROPIETAT PRIVADA;9;Sant Andreu;2014;11;Novembre;47
820;CAÇA / PESCA / FLORA / FAUNA;10;Sant Martí;2014;6;Juny;1
611;ACTES CONTRA LA PROPIETAT PÚBLICA;10;Sant Martí;2014;7;Juliol;4
411;VENDA AMBULANT;3;Sants-Montjuïc;2014;11;Novembre;11
204;SENYALS NO AUTOMATITZADES;5;Sarrià-Sant Gervasi;2014;11;Novembre;4
630;CONTRA LA LLIBERTAT SEXUAL;8;Nou Barris;2014;9;Setembre;4
511;VANDALISME;10;Sant Martí;2014;11;Novembre;9
650;VIGILÀNCIA POLICIAL;4;Les Corts;2014;10;Octubre;396
062;AVARIES DE SERVEIS MUNICIPALS;2;Eixample;2014;10;Octubre;30
410;ACTIVITATS MOLESTES EN ESPAIS PÚBLICS;8;Nou Barris;2014;10;Octubre;139
211;ACCIDENTS DE TRÀNSIT AMB FERITS;7;Horta-Guinardó;2014;10;Octubre;79
670;AGRESSIONS;5;Sarrià-Sant Gervasi;2014;10;Octubre;8
204;SENYALS NO AUTOMATITZADES;3;Sants-Montjuïc;2014;7;Juliol;5
040;TRANSPORT PÚBLIC;2;Eixample;2014;7;Juliol;1
420;INCIDÈNCIES DE LOCALS;3;Sants-Montjuïc;2014;10;Octubre;112
680;ALTRES ACTUACIONS DE S, C,;9;Sant Andreu;2014;10;Octubre;84
411;VENDA AMBULANT;1;Ciutat Vella;2014;10;Octubre;237
620;ESTUPEFAENTS / PSICOTROPICS;2;Eixample;2014;10;Octubre;19
470;ALTRES INTERVENCIONS DE P, ADMINISTRATIVA;5;Sarrià-Sant Gervasi;2014;10;Octubre;65
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;8;Nou Barris;2014;10;Octubre;12
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;3;Sants-Montjuïc;2014;10;Octubre;14
062;AVARIES DE SERVEIS MUNICIPALS;9;Sant Andreu;2014;10;Octubre;5
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;10;Sant Martí;2014;10;Octubre;33
100;ÀMBIT DE PROTECCIÓ DEL MENOR;9;Sant Andreu;2014;9;Setembre;4
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;4;Les Corts;2014;10;Octubre;23
203;SENYALS AUTOMATITZADES;4;Les Corts;2014;10;Octubre;22
511;VANDALISME;4;Les Corts;2014;10;Octubre;5
100;ÀMBIT DE PROTECCIÓ DEL MENOR;9;Sant Andreu;2014;10;Octubre;7
422;INSPECCIONS / CONTROLS EN LOCALS;4;Les Corts;2014;10;Octubre;2
422;INSPECCIONS / CONTROLS EN LOCALS;9;Sant Andreu;2014;10;Octubre;6
030;MATÈRIES PERILLOSES;2;Eixample;2014;9;Setembre;1
040;TRANSPORT PÚBLIC;9;Sant Andreu;2014;9;Setembre;1
441;ANIMALS / INSECTES PERILLOSOS;2;Eixample;2014;10;Octubre;3
242;IMMOBILITZACIONS /DESIMMOBILITZACIONS;3;Sants-Montjuïc;2014;11;Novembre;6
430;ESPECTACLES EN ESPAIS PÚBLICS;1;Ciutat Vella;2014;11;Novembre;1
21M;ACCIDENT PROCEDENT PASSAREL·LA CME;9;Sant Andreu;2014;11;Novembre;2
530;DELICTES CONTRA L ORDRE PÚBLIC;3;Sants-Montjuïc;2014;11;Novembre;3
021;VENTS FORTS;5;Sarrià-Sant Gervasi;2014;11;Novembre;2
030;MATÈRIES PERILLOSES;6;Gràcia;2014;10;Octubre;4
250;CONDUCCIONS I ACOMPANYAMENTS;2;Eixample;2014;11;Novembre;1
040;TRANSPORT PÚBLIC;1;Ciutat Vella;2014;11;Novembre;1
611;ACTES CONTRA LA PROPIETAT PÚBLICA;6;Gràcia;2014;11;Novembre;1
220;INFRACCIONS EN GUALS I RESERVES;6;Gràcia;2014;12;Desembre;169
610;ACTES CONTRA LA PROPIETAT PRIVADA;2;Eixample;2014;12;Desembre;197
200;INCIDÈNCIES AMB AFECTACIÓ DE VIA;5;Sarrià-Sant Gervasi;2014;12;Desembre;104
511;VANDALISME;3;Sants-Montjuïc;2014;12;Desembre;8
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;2;Eixample;2014;12;Desembre;18
211;ACCIDENTS DE TRÀNSIT AMB FERITS;1;Ciutat Vella;2014;12;Desembre;43
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;4;Les Corts;2014;12;Desembre;17
020;PLUJA TORRENCIAL;8;Nou Barris;2014;11;Novembre;2
510;BARALLES;2;Eixample;2014;12;Desembre;24
061;AVARIES DE SERVEIS PÚBLICS;1;Ciutat Vella;2014;12;Desembre;19
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;1;Ciutat Vella;2014;12;Desembre;9
030;MATÈRIES PERILLOSES;2;Eixample;2014;12;Desembre;2
305;COL·LABORACIÓ AMB ALTRES SERVEIS;6;Gràcia;2014;12;Desembre;34
203;SENYALS AUTOMATITZADES;6;Gràcia;2014;12;Desembre;21
020;PLUJA TORRENCIAL;3;Sants-Montjuïc;2014;12;Desembre;2
500;MANIFESTACIONS / CONCENTRACIONS;7;Horta-Guinardó;2014;12;Desembre;4
800;FOGUERES / BARBACOES;10;Sant Martí;2014;12;Desembre;2
221;INFRACCIONS PER ESTACIONAMENTS;-1;Desconegut;2014;6;Juny;30
610;ACTES CONTRA LA PROPIETAT PRIVADA;-1;Desconegut;2014;12;Desembre;31
650;VIGILÀNCIA POLICIAL;-1;Desconegut;2014;12;Desembre;167
070;SINISTRES EN EDIFICIS;-1;Desconegut;2014;11;Novembre;1
420;INCIDÈNCIES DE LOCALS;-1;Desconegut;2014;7;Juliol;18
421;INFRACCIONS EN LOCALS;-1;Desconegut;2014;9;Setembre;3
650;VIGILÀNCIA POLICIAL;-1;Desconegut;2014;3;Març;128
000;INCENDIS;-1;Desconegut;2014;4;Abril;14
200;INCIDÈNCIES AMB AFECTACIÓ DE VIA;-1;Desconegut;2014;12;Desembre;19
242;IMMOBILITZACIONS /DESIMMOBILITZACIONS;-1;Desconegut;2014;8;Agost;1
204;SENYALS NO AUTOMATITZADES;-1;Desconegut;2014;2;Febrer;4
300;ASSISTÈNCIA A PERSONES EN EDIFICI;-1;Desconegut;2014;1;Gener;9
101;ÀMBIT EDUCATIU;-1;Desconegut;2014;3;Març;1
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;-1;Desconegut;2014;6;Juny;1
21B;ACCIDENT REBUT PEL 080 (Recodificar);-1;Desconegut;2014;2;Febrer;1
400;CONVIVÈNCIA VEINAL;2;Eixample;2014;6;Juny;640
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;4;Les Corts;2014;6;Juny;38
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;4;Les Corts;2014;6;Juny;27
680;ALTRES ACTUACIONS DE S, C,;6;Gràcia;2014;3;Març;40
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;9;Sant Andreu;2014;3;Març;55
510;BARALLES;1;Ciutat Vella;2014;3;Març;28
620;ESTUPEFAENTS / PSICOTROPICS;10;Sant Martí;2014;3;Març;21
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;5;Sarrià-Sant Gervasi;2014;3;Març;13
210;ACCIDENTS DE TRÀNSIT SENSE FERITS;1;Ciutat Vella;2014;3;Març;52
211;ACCIDENTS DE TRÀNSIT AMB FERITS;1;Ciutat Vella;2014;3;Març;62
300;ASSISTÈNCIA A PERSONES EN EDIFICI;7;Horta-Guinardó;2014;3;Març;39
670;AGRESSIONS;2;Eixample;2014;3;Març;61
050;ATEMPTATS;1;Ciutat Vella;2014;3;Març;2
100;ÀMBIT DE PROTECCIÓ DEL MENOR;2;Eixample;2014;3;Març;13
305;COL·LABORACIÓ AMB ALTRES SERVEIS;8;Nou Barris;2014;3;Març;23
500;MANIFESTACIONS / CONCENTRACIONS;2;Eixample;2014;4;Abril;74
670;AGRESSIONS;3;Sants-Montjuïc;2014;4;Abril;28
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;9;Sant Andreu;2014;4;Abril;57
680;ALTRES ACTUACIONS DE S, C,;9;Sant Andreu;2014;4;Abril;66
201;INCIDÈNCIES AMB PERILL PEL TRÀNSIT;4;Les Corts;2014;3;Març;14
470;ALTRES INTERVENCIONS DE P, ADMINISTRATIVA;9;Sant Andreu;2014;4;Abril;39
100;ÀMBIT DE PROTECCIÓ DEL MENOR;1;Ciutat Vella;2014;4;Abril;27
680;ALTRES ACTUACIONS DE S, C,;3;Sants-Montjuïc;2014;5;Maig;119
410;ACTIVITATS MOLESTES EN ESPAIS PÚBLICS;4;Les Corts;2014;4;Abril;66
203;SENYALS AUTOMATITZADES;2;Eixample;2014;5;Maig;59
222;INFRACCIONS EN MOVIMENT;5;Sarrià-Sant Gervasi;2014;4;Abril;99
230;TRASLLATS DE VEHICLES SENSE INFRACCIÓ;7;Horta-Guinardó;2014;5;Maig;23
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;9;Sant Andreu;2014;4;Abril;25
222;INFRACCIONS EN MOVIMENT;10;Sant Martí;2014;5;Maig;95
240;CONTROLS DE TRÀNSIT;5;Sarrià-Sant Gervasi;2014;5;Maig;166
203;SENYALS AUTOMATITZADES;6;Gràcia;2014;5;Maig;28
420;INCIDÈNCIES DE LOCALS;6;Gràcia;2014;4;Abril;28
411;VENDA AMBULANT;9;Sant Andreu;2014;4;Abril;9
301;ASSISTÈNCIA A PERSONES EN ESPAIS PÚBLICS;7;Horta-Guinardó;2014;5;Maig;82
500;MANIFESTACIONS / CONCENTRACIONS;5;Sarrià-Sant Gervasi;2014;4;Abril;14
440;ANIMALS DE COMPANYIA;7;Horta-Guinardó;2014;5;Maig;24
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;9;Sant Andreu;2014;4;Abril;5
830;ALTRES ACTUACIONS EN MEDI AMBIENT;3;Sants-Montjuïc;2014;5;Maig;5
422;INSPECCIONS / CONTROLS EN LOCALS;7;Horta-Guinardó;2014;5;Maig;4
600;COL·LBORACIÓ AMB AUTORITAT JUDICIAL / POLICIAL;6;Gràcia;2014;5;Maig;6
450;OBRES / TREBALLS EN ESPAIS PÚBLICS;8;Nou Barris;2014;5;Maig;5
513;CONFLICTES EN LOCALS;7;Horta-Guinardó;2014;4;Abril;6
660;VIOLÈNCIA DOMÈSTICA;7;Horta-Guinardó;2014;5;Maig;14
400;CONVIVÈNCIA VEINAL;1;Ciutat Vella;2014;7;Juliol;657
241;SUPORTS;10;Sant Martí;2014;6;Juny;66
303;ASSISTÈNCIA A MALALTS MENTALS;2;Eixample;2014;7;Juliol;3
202;RESTRICCIONS TEMPORALS DE TRÀNSIT;8;Nou Barris;2014;5;Maig;22
230;TRASLLATS DE VEHICLES SENSE INFRACCIÓ;1;Ciutat Vella;2014;7;Juliol;26
650;VIGILÀNCIA POLICIAL;8;Nou Barris;2014;6;Juny;189
240;CONTROLS DE TRÀNSIT;4;Les Corts;2014;6;Juny;51
303;ASSISTÈNCIA A MALALTS MENTALS;6;Gràcia;2014;7;Juliol;4
100;ÀMBIT DE PROTECCIÓ DEL MENOR;1;Ciutat Vella;2014;5;Maig;12
411;VENDA AMBULANT;7;Horta-Guinardó;2014;7;Juliol;11
200;INCIDÈNCIES AMB AFECTACIÓ DE VIA;1;Ciutat Vella;2014;6;Juny;77
241;SUPORTS;2;Eixample;2014;6;Juny;103
300;ASSISTÈNCIA A PERSONES EN EDIFICI;2;Eixample;2014;6;Juny;58
500;MANIFESTACIONS / CONCENTRACIONS;8;Nou Barris;2014;6;Juny;23
610;ACTES CONTRA LA PROPIETAT PRIVADA;5;Sarrià-Sant Gervasi;2014;6;Juny;26
241;SUPORTS;3;Sants-Montjuïc;2014;7;Juliol;46
480;ALARMES D INCENDI / ROBATORI;8;Nou Barris;2014;7;Juliol;8
211;ACCIDENTS DE TRÀNSIT AMB FERITS;4;Les Corts;2014;7;Juliol;64
070;SINISTRES EN EDIFICIS;7;Horta-Guinardó;2014;5;Maig;4
062;AVARIES DE SERVEIS MUNICIPALS;8;Nou Barris;2014;7;Juliol;10
070;SINISTRES EN EDIFICIS;10;Sant Martí;2014;7;Juliol;12
062;AVARIES DE SERVEIS MUNICIPALS;6;Gràcia;2014;7;Juliol;45
441;ANIMALS / INSECTES PERILLOSOS;9;Sant Andreu;2014;7;Juliol;5
211;ACCIDENTS DE TRÀNSIT AMB FERITS;10;Sant Martí;2014;8;Agost;88
